dataset	disease	Health	cell_type	gene	perturbation	n_cells	projection_toward_inflamed_mean	projection_toward_inflamed_sem	delta_cosine_inflamed_mean	delta_cosine_quiescent_mean	target_detected_fraction
Smillie_UC	UC	Inflamed	Enterocyte Progenitors	CCL8	overexpress	79	-0.009628063	0.007548813242465258	-0.00032362455	-0.00027332956	0.0
Smillie_UC	UC	Inflamed	Enterocytes	CCL8	overexpress	79	0.01318617	0.004400578793138266	0.00051048363	0.00045955935	0.0
Smillie_UC	UC	Inflamed	Enteroendocrine	CCL8	overexpress	79	0.013804265	0.004115051124244928	0.0006196657	0.00055900705	0.0
Smillie_UC	UC	Inflamed	Follicular	CCL8	overexpress	79	0.007641812	0.0038848542608320713	-0.00014668854	-0.00017516296	0.0
Smillie_UC	UC	Inflamed	GC	CCL8	overexpress	79	0.009476234	0.003401821246370673	-0.00023580277	-0.00027310246	0.0
Smillie_UC	UC	Inflamed	Glia	CCL8	overexpress	79	0.00628343	0.0035097782965749502	-0.00062195485	-0.0006470997	0.02531645569620253
Smillie_UC	UC	Inflamed	Goblet	CCL8	overexpress	79	0.0110982265	0.0056333038955926895	0.00088334386	0.00084149535	0.0
Smillie_UC	UC	Inflamed	ILCs	CCL8	overexpress	79	0.015386764	0.004087414592504501	-5.0258786e-05	-0.00011226648	0.0
Smillie_UC	UC	Inflamed	Immature Enterocytes 1	CCL8	overexpress	79	-0.0037561746	0.005500471219420433	-2.2984004e-05	9.838539e-07	0.0
Smillie_UC	UC	Inflamed	Immature Enterocytes 2	CCL8	overexpress	79	0.01802503	0.005331828258931637	0.0011407009	0.0010724007	0.0
Smillie_UC	UC	Inflamed	Immature Goblet	CCL8	overexpress	79	0.015833644	0.004433335270732641	0.00084869924	0.00078595063	0.0
Smillie_UC	UC	Inflamed	Inflammatory Fibroblasts	CCL8	overexpress	79	0.009901756	0.00360288517549634	-3.8484228e-05	-8.233514e-05	0.012658227848101266
Smillie_UC	UC	Inflamed	Inflammatory Monocytes	CCL8	overexpress	79	0.0066761584	0.00439066905528307	0.0009666666	0.00093838834	0.0
Smillie_UC	UC	Inflamed	M cells	CCL8	overexpress	79	0.022297412	0.004059945698827505	0.00044207106	0.0003492538	0.0
Smillie_UC	UC	Inflamed	MT-hi	CCL8	overexpress	79	-0.00510572	0.005218429956585169	0.00061924924	0.0006365142	0.0
Smillie_UC	UC	Inflamed	Macrophages	CCL8	overexpress	79	0.008741111	0.004623911343514919	0.00048857246	0.00045112567	0.012658227848101266
Smillie_UC	UC	Inflamed	Microvascular	CCL8	overexpress	79	0.0065438733	0.0034801620058715343	0.00019411271	0.00016622982	0.02531645569620253
Smillie_UC	UC	Inflamed	Myofibroblasts	CCL8	overexpress	79	0.015269754	0.0038033497985452414	-9.188924e-05	-0.00015752527	0.0
Smillie_UC	UC	Inflamed	NKs	CCL8	overexpress	79	0.001807449	0.004473135806620121	0.0010551411	0.0010444032	0.0
Smillie_UC	UC	Inflamed	Pericytes	CCL8	overexpress	79	0.008014708	0.0034542041830718517	-8.473215e-05	-0.00011847668	0.13924050632911392
Smillie_UC	UC	Inflamed	Plasma	CCL8	overexpress	79	-0.0007495707	0.004433336667716503	-0.00185354	-0.0018447774	0.0
Smillie_UC	UC	Inflamed	Post-capillary Venules	CCL8	overexpress	79	0.0145911435	0.0033428273163735867	-0.0002664471	-0.00032657234	0.0
Smillie_UC	UC	Inflamed	RSPO3+	CCL8	overexpress	57	0.011374627	0.004612256307154894	-0.0003925541	-0.00044251428	0.0
Smillie_UC	UC	Inflamed	Secretory TA	CCL8	overexpress	79	0.013482875	0.0033273256849497557	0.0008192364	0.00076225965	0.0
Smillie_UC	UC	Inflamed	Stem	CCL8	overexpress	79	0.01854471	0.003073320724070072	0.00068808586	0.00060949294	0.0
Smillie_UC	UC	Inflamed	TA 1	CCL8	overexpress	79	0.011282819	0.007937903515994549	0.00019349478	0.00015058774	0.0
Smillie_UC	UC	Inflamed	TA 2	CCL8	overexpress	79	0.017623004	0.003681732341647148	0.0012145472	0.0011445669	0.0
Smillie_UC	UC	Inflamed	Tregs	CCL8	overexpress	79	0.002062309	0.004288178868591785	-8.6356566e-05	-9.3454044e-05	0.0
Smillie_UC	UC	Inflamed	Tuft	CCL8	overexpress	79	0.01846244	0.006417390424758196	0.0001462366	7.3337105e-05	0.0
Smillie_UC	UC	Inflamed	WNT2B+ Fos-hi	CCL8	overexpress	79	0.01056814	0.004347842652350664	-0.00020904557	-0.00025535535	0.4177215189873418
Smillie_UC	UC	Inflamed	WNT2B+ Fos-lo 1	CCL8	overexpress	79	0.009719522	0.004818249959498644	0.0005838079	0.0005381296	0.24050632911392406
Smillie_UC	UC	Inflamed	WNT2B+ Fos-lo 2	CCL8	overexpress	79	0.01859524	0.005462927278131247	-0.00031397011	-0.00039344723	0.13924050632911392
Smillie_UC	UC	Inflamed	WNT5B+ 1	CCL8	overexpress	79	0.012750154	0.004187487531453371	-0.00038088122	-0.0004330685	0.02531645569620253
Smillie_UC	UC	Inflamed	WNT5B+ 2	CCL8	overexpress	79	0.016601397	0.004102051258087158	-1.29666505e-05	-8.673155e-05	0.0
Smillie_UC	UC	Non-inflamed	Best4+ Enterocytes	CCL8	overexpress	79	0.017227212	0.0044777654111385345	0.0010110645	0.00094765046	0.0
Smillie_UC	UC	Non-inflamed	CD4+ Activated Fos-hi	CCL8	overexpress	79	0.008323056	0.003891482949256897	-0.00010373094	-0.00013416854	0.0
Smillie_UC	UC	Non-inflamed	CD4+ Activated Fos-lo	CCL8	overexpress	79	0.0045135086	0.004151427187025547	0.00041022405	0.00039117472	0.012658227848101266
Smillie_UC	UC	Non-inflamed	CD4+ Memory	CCL8	overexpress	79	-0.0014982503	0.003783895168453455	0.00035108946	0.00035621395	0.0
Smillie_UC	UC	Non-inflamed	CD4+ PD1+	CCL8	overexpress	48	0.0084759435	0.004835471976548433	2.8107315e-05	-6.1914325e-06	0.0
Smillie_UC	UC	Non-inflamed	CD8+ IELs	CCL8	overexpress	79	0.0101551525	0.004104995168745518	0.00012294929	8.4800056e-05	0.0
Smillie_UC	UC	Non-inflamed	CD8+ IL17+	CCL8	overexpress	79	0.005587705	0.003882321994751692	-9.533725e-05	-0.00011819601	0.0
Smillie_UC	UC	Non-inflamed	CD8+ LP	CCL8	overexpress	79	0.0059956643	0.004020489286631346	0.00042595138	0.0004043021	0.0
Smillie_UC	UC	Non-inflamed	CD69+ Mast	CCL8	overexpress	79	0.009348546	0.005189619027078152	0.0003553327	0.00031979327	0.0
Smillie_UC	UC	Non-inflamed	CD69- Mast	CCL8	overexpress	52	0.014137402	0.00471880380064249	0.0005592394	0.00050847116	0.0
Smillie_UC	UC	Non-inflamed	Cycling B	CCL8	overexpress	79	0.0051780404	0.003398176282644272	-0.0002998204	-0.00031925456	0.0
Smillie_UC	UC	Non-inflamed	Cycling Monocytes	CCL8	overexpress	79	0.0066417004	0.0030191834084689617	0.00011709446	8.938509e-05	0.06329113924050633
Smillie_UC	UC	Non-inflamed	Cycling T	CCL8	overexpress	79	0.003042597	0.0029193381778895855	-5.1115134e-05	-6.331899e-05	0.0
Smillie_UC	UC	Non-inflamed	Cycling TA	CCL8	overexpress	79	0.023810288	0.0038983419071882963	0.00089473213	0.0007956232	0.0
Smillie_UC	UC	Non-inflamed	DC1	CCL8	overexpress	79	0.0020676388	0.002859727246686816	-0.0003513709	-0.00035834915	0.0379746835443038
Smillie_UC	UC	Non-inflamed	DC2	CCL8	overexpress	79	0.0025721302	0.0026962014380842447	-9.4505805e-05	-0.00010441753	0.0
Smillie_UC	UC	Non-inflamed	Endothelial	CCL8	overexpress	79	0.005739412	0.004163043107837439	0.0002848091	0.00025877016	0.0
Smillie_UC	UC	Non-inflamed	Enterocyte Progenitors	CCL8	overexpress	79	-0.0106340945	0.006855833809822798	-0.00025941676	-0.00021068809	0.0
Smillie_UC	UC	Non-inflamed	Enterocytes	CCL8	overexpress	79	0.015601696	0.0038768392987549305	0.0011435053	0.0010862245	0.0
Smillie_UC	UC	Non-inflamed	Enteroendocrine	CCL8	overexpress	79	0.016307114	0.004701524972915649	0.0008685204	0.0007929078	0.0
Smillie_UC	UC	Non-inflamed	Follicular	CCL8	overexpress	79	0.008959997	0.004942041356116533	9.508072e-06	-2.293119e-05	0.0
Smillie_UC	UC	Non-inflamed	GC	CCL8	overexpress	79	0.0040824846	0.003487633541226387	-0.0005321571	-0.0005468206	0.0
Smillie_UC	UC	Non-inflamed	Glia	CCL8	overexpress	79	0.014524226	0.0037389143835753202	-0.0007294009	-0.00078566995	0.0
Smillie_UC	UC	Non-inflamed	Goblet	CCL8	overexpress	79	0.013165281	0.0052582742646336555	0.0005155002	0.000469164	0.0
Smillie_UC	UC	Non-inflamed	ILCs	CCL8	overexpress	79	0.0068852585	0.004157837480306625	7.0989886e-06	-1.6090236e-05	0.0
Smillie_UC	UC	Non-inflamed	Immature Enterocytes 1	CCL8	overexpress	79	0.011525725	0.006946557201445103	0.0009189972	0.0008930602	0.0
Smillie_UC	UC	Non-inflamed	Immature Enterocytes 2	CCL8	overexpress	79	0.01572224	0.004462904296815395	0.0008999479	0.0008446597	0.0
Smillie_UC	UC	Non-inflamed	Immature Goblet	CCL8	overexpress	79	0.01680134	0.0058987378142774105	0.0005646265	0.0004985823	0.0
Smillie_UC	UC	Non-inflamed	Inflammatory Fibroblasts	CCL8	overexpress	79	0.0135632465	0.003482155269011855	-0.00030765127	-0.0003683431	0.3291139240506329
Smillie_UC	UC	Non-inflamed	Inflammatory Monocytes	CCL8	overexpress	79	0.0021361173	0.004102372098714113	0.00032019013	0.00031079145	0.02531645569620253
Smillie_UC	UC	Non-inflamed	M cells	CCL8	overexpress	79	0.016826456	0.0038613504730165005	0.0005533733	0.00047923793	0.0
Smillie_UC	UC	Non-inflamed	MT-hi	CCL8	overexpress	79	-0.0102406815	0.005184665787965059	0.0009629243	0.0010028987	0.0
Smillie_UC	UC	Non-inflamed	Macrophages	CCL8	overexpress	79	0.009645848	0.003646053373813629	0.00046657157	0.00042793946	0.012658227848101266
Smillie_UC	UC	Non-inflamed	Microvascular	CCL8	overexpress	79	0.0075137042	0.0036329329013824463	4.706126e-05	1.6422966e-05	0.0
Smillie_UC	UC	Non-inflamed	Myofibroblasts	CCL8	overexpress	79	0.018097483	0.004040941130369902	-0.000112522255	-0.00018970197	0.0379746835443038
Smillie_UC	UC	Non-inflamed	NKs	CCL8	overexpress	79	0.0052247224	0.004136933945119381	0.0008664101	0.00084513956	0.0
