model	model_label	dataset	dataset_key	gene	perturbation	gene_role	null_parent	null_rank	target_detected_fraction	mean_counts	detected_fraction	detected_cells	delta_cosine_inflamed_mean	delta_cosine_quiescent_mean	n_cells	projection_toward_inflamed_mean	projection_toward_inflamed_sem	projection_toward_inflamed_ci_low	projection_toward_inflamed_ci_high	delta_p_inflamed_mean	delta_p_inflamed_sem	delta_p_inflamed_ci_low	delta_p_inflamed_ci_high	projection_null_n	projection_null_mean	projection_null_sd	projection_null_z	projection_empirical_p_abs0	delta_p_null_n	delta_p_null_mean	delta_p_null_sd	delta_p_null_z	delta_p_empirical_p_abs0
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ID3	delete		CCL8	11	0.3828439838802533	1.8831247091293333	0.4208405296488198	731	-7.194199861260131e-05	-6.356777157634497e-05	665	-0.0013756053303403	0.0013160883300239			-0.0004224730858621	0.0005931017851275												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ID3	overexpress		CCL8	11	0.3828439838802533	1.8831247091293333	0.4208405296488198	731	0.0003527928201947	0.0004441744240466	1737	-0.013009853961515	0.0010911388898321			-0.0030958319852792	0.000475758032932												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	SRI	delete		CCL8	12	0.4277489925158318	2.1583187580108643	0.434657455382844	755	-0.0001584149431437	-0.00015372101916	743	-0.000482668650329	0.001185405944385			-0.0001235125701709	0.000572526388629												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	SRI	overexpress		CCL8	12	0.4277489925158318	2.1583187580108643	0.434657455382844	755	-7.628944877069443e-05	3.062100222450681e-05	1737	-0.0153473743116448	0.0011615381017996			-0.0075431434554517	0.0005575862632675												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ID1	delete		CCL8	13	0.2337363270005757	1.2769111394882202	0.2688543465745538	467	-4.166922371950932e-05	-0.0001020526979118	406	0.0082760175642456	0.0012787740069934			0.00281224635159	0.0007016021171082												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ID1	overexpress		CCL8	13	0.2337363270005757	1.2769111394882202	0.2688543465745538	467	0.0003142310888506	0.0004835451254621	1737	-0.024110217078465	0.0011356211701624			-0.0067108496672392	0.0005005024468255												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TUBB4B	delete		CCL8	14	0.4035693724812896	1.4524956941604614	0.4179620034542314	726	-6.61199155729264e-05	-4.661550701712258e-05	701	-0.0026573823058622	0.0010838079866331			-0.0006662225975162	0.000501611819384												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TUBB4B	overexpress		CCL8	14	0.4035693724812896	1.4524956941604614	0.4179620034542314	726	-0.0003291896136943	-0.0002050881157629	1737	-0.0173445870130305	0.0012545659859219			-0.0079664988432532	0.0005375885346546												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MARCKSL1	delete		CCL8	15	0.2890040299366724	1.1709831953048706	0.3172135866436384	551	-1.1666481441352516e-05	6.033485988155007e-06	502	-0.0024582998980387	0.0010934107689961			-0.0014870837293713	0.0005032883754694												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MARCKSL1	overexpress		CCL8	15	0.2890040299366724	1.1709831953048706	0.3172135866436384	551	0.0002734910231083	0.0003522164770402	1737	-0.0112015717120939	0.0011099930449356			-0.0045072688947919	0.0005172819469853												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	CLDN7	delete		CCL8	16	0.1727115716753022	1.593549728393555	0.1778929188255613	309	0.0002044016146101	0.0002729467523749	300	-0.0096956360906672	0.0016123959346363			-0.0031789606064558	0.0008457806661569												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	CLDN7	overexpress		CCL8	16	0.1727115716753022	1.593549728393555	0.1778929188255613	309	0.0002370003494434	0.0003027627244591	1737	-0.0093866785296287	0.0011234661712028			-0.002116062634699	0.000508148247217												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	FCGRT	delete		CCL8	17	0.4225676453655728	1.5313711166381836	0.4421416234887737	768	3.044140794372652e-05	-1.6047210010583512e-05	734	0.0065785774006159	0.0011551626017377			0.0006200875389092	0.000511988644888												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	FCGRT	overexpress		CCL8	17	0.4225676453655728	1.5313711166381836	0.4421416234887737	768	0.0003111547557637	0.0004914720775559	1737	-0.0258747913416798	0.0011716793070991			-0.0068031365183762	0.0004902793770527												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	RGCC	delete		CCL8	18	0.2037996545768566	1.2803665399551392	0.2153137593552101	374	-2.273058498758473e-06	-0.0001027153048198	354	0.0138456170150541	0.0018457893715275			0.0050684945699942	0.0008301113642289												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	RGCC	overexpress		CCL8	18	0.2037996545768566	1.2803665399551392	0.2153137593552101	374	0.0006916634156368	0.0007584791164845	1737	-0.0100335707117534	0.0012880333726205			0.0002011477305979	0.0005381427864742												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HSPA1A	delete		CCL8	19	0.3949337938975245	2.1807682514190674	0.4674726540011514	812	2.783780246318201e-06	-8.486345905112103e-05	686	0.012205575876557	0.0011118184245629			0.0031503188497123	0.0004572242424161												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HSPA1A	overexpress		CCL8	19	0.3949337938975245	2.1807682514190674	0.4674726540011514	812	0.0005102418363094	0.0008239877643063	1737	-0.0446380286175375	0.001556981445893			-0.0174398644077744	0.0006400137043965												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	SDF2L1	delete		CCL8	20	0.3264248704663212	1.0639013051986694	0.337363270005757	586	0.0001333380059804	0.0001572681649122	567	-0.0030716630088976	0.0013723981539977			0.0007976020375887	0.0005978925719308												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	SDF2L1	overexpress		CCL8	20	0.3264248704663212	1.0639013051986694	0.337363270005757	586	-0.0001465116511099	-1.59452210937161e-05	1737	-0.0183556662522182	0.0011642945661671			-0.0074121548574917	0.0005216397272034												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TMEM54	delete		CCL8	21	0.1738629821531375	1.4168071746826172	0.1744386873920552	303	0.0001845073566073	0.0002187000936828	302	-0.0050667258843375	0.0016888996165356			-0.0016171264258638	0.0008760193081817												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TMEM54	overexpress		CCL8	21	0.1738629821531375	1.4168071746826172	0.1744386873920552	303	0.0003432657103985	0.0004100342630408	1737	-0.00933142379506	0.0010903012459572			-0.0050627279267461	0.0004885841719567												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MZT2B	delete		CCL8	22	0.4421416234887737	1.4720722436904907	0.4536557282671272	788	-8.756535680731758e-05	-6.488780491054058e-05	768	-0.003095108265749	0.0010849521692419			0.001002837152555	0.0004815624803927												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MZT2B	overexpress		CCL8	22	0.4421416234887737	1.4720722436904907	0.4536557282671272	788	-0.000366481981473	-0.0002674716815818	1737	-0.0139243621893522	0.0012678158866242			-0.00741444220182	0.0005642176869191												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MT1E	delete		CCL8	23	0.1496833621185953	1.3672958612442017	0.178468624064479	310	-0.0002125914325006	-0.0001777855213731	260	-0.0043556221935432	0.0014137645251636			-0.0010031381550316	0.0007499379977486												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MT1E	overexpress		CCL8	23	0.1496833621185953	1.3672958612442017	0.178468624064479	310	0.0009912046371027	0.0009697357891127	1737	0.002698572947138	0.0013962852466161			-0.0062263509578719	0.0005347205791572												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	DNAJB1	delete		CCL8	24	0.3730569948186528	1.2170387506484983	0.4173862982153137	725	5.598449206445366e-05	1.6933974620769732e-05	648	0.0054731581821451	0.0011608006421174			0.0011719525116208	0.0005389803858261												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	DNAJB1	overexpress		CCL8	24	0.3730569948186528	1.2170387506484983	0.4173862982153137	725	0.000537390820682	0.0006949363742023	1737	-0.0224548091416402	0.0011938881831818			-0.0034911233087852	0.0005195426578743												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PRDX6	delete		CCL8	25	0.4208405296488198	1.3269941806793213	0.4392630972941854	763	-8.454645467281807e-06	2.374808900640346e-06	731	-0.0014770396755149	0.0011121899228539			-0.0007101972536445	0.0005171336426226												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PRDX6	overexpress		CCL8	25	0.4208405296488198	1.3269941806793213	0.4392630972941854	763	-0.0002907952293753	-0.0001521549711469	1737	-0.0196784441922987	0.0012080750495188			-0.0062548927029848	0.0005389713182785												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MT1G	delete		CCL8	26	0.0846286701208981	2.185378074645996	0.1278065630397236	222	0.0002769535931292	0.0003250395238865	147	-0.007184549241143	0.0012035961190634			-0.0010311499136645	0.0009123326809758												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MT1G	overexpress		CCL8	26	0.0846286701208981	2.185378074645996	0.1278065630397236	222	0.0002690053079277	0.0002653824631124	1737	0.0008591399522724	0.0011349999135419			-0.0063131415391331	0.0005183059482421												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PRR13	delete		CCL8	27	0.4427173287276914	1.3477201461791992	0.4548071387449626	790	-0.0001532095193397	-0.0001344169286312	769	-0.0024192063342259	0.0010601224702181			0.0011165068546607	0.0005121436554462												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PRR13	overexpress		CCL8	27	0.4427173287276914	1.3477201461791992	0.4548071387449626	790	-4.325396002968773e-05	6.372048665070906e-05	1737	-0.0149759584679265	0.0011771007210714			-0.0095927770352489	0.0005424251280586												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	COX5A	delete		CCL8	28	0.4801381692573402	2.5814688205718994	0.4853195164075993	843	-1.832142515922897e-05	1.2760325262206608e-05	834	-0.0040783447254509	0.0009690632067534			-0.0004669534225615	0.0004678839356729												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	COX5A	overexpress		CCL8	28	0.4801381692573402	2.5814688205718994	0.4853195164075993	843	-0.0002693776041269	-0.0002280135377077	1737	-0.0056416752592568	0.0011599800381858			-0.0054229846718535	0.0005016646846118												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MIF	delete		CCL8	29	0.4260218767990789	1.281514048576355	0.4461715601611974	775	-2.6790676201926544e-05	-1.1985366654698735e-05	740	-0.0020426521738487	0.0010035369860425			-0.0007780843137486	0.000471801895896												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MIF	overexpress		CCL8	29	0.4260218767990789	1.281514048576355	0.4461715601611974	775	0.0004452871799003	0.0004490073479246	1737	-0.0005851866803134	0.0011190482455666			-0.0039081472043477	0.0004935632277165												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	CEACAM5	delete		CCL8	30	0.1208981001727115	1.6033380031585691	0.1347150259067357	234	0.0004962446982972	0.0006410462665371	210	-0.0213567604255374	0.0019830879534013			-0.0066454068890639	0.0009526882995717												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	CEACAM5	overexpress		CCL8	30	0.1208981001727115	1.6033380031585691	0.1347150259067357	234	0.0001830784312915	5.871942994417623e-05	1737	0.0176108427119959	0.0011874726885988			0.0034323448693796	0.0005367712410452												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TIMM13	delete		CCL8	31	0.3575129533678756	0.9833068251609802	0.3696027633851468	642	-5.646172212436795e-05	-3.864089376293123e-05	621	-0.0023831521539953	0.0010940940822342			0.0003203802371634	0.0005361684877128												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TIMM13	overexpress		CCL8	31	0.3575129533678756	0.9833068251609802	0.3696027633851468	642	-0.0001242083526449	-3.627023397712037e-05	1737	-0.0122192919772508	0.0011212970579772			-0.0077608015675636	0.0005140567574515												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HLA-DPA1	delete		CCL8	32	0.2993667242371906	3.9821524620056152	0.3362118595279217	584	-1.2545746358227916e-05	-5.072619023849256e-05	520	0.0053894432080246	0.0012036977582808			0.001504544477659	0.000567476955744												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HLA-DPA1	overexpress		CCL8	32	0.2993667242371906	3.9821524620056152	0.3362118595279217	584	0.000450706371339	0.000547676696442	1737	-0.0137744929469275	0.0011659098111757			-0.0077048030531245	0.0005304056946012												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ATP6V0B	delete		CCL8	33	0.4191134139320668	1.1824989318847656	0.4409902130109384	766	-3.213656600564718e-05	-5.894964960617699e-09	728	-0.0044196063230788	0.00101891235431			-0.0017413852639127	0.0005142450336869												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ATP6V0B	overexpress		CCL8	33	0.4191134139320668	1.1824989318847656	0.4409902130109384	766	-0.0004551639431156	-0.000308704766212	1737	-0.0206083311998847	0.0012912715601543			-0.0085377377566758	0.0005786677014692												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HLA-DQA1	delete		CCL8	34	0.1329879101899827	1.421990990638733	0.1445020149683362	251	0.0004019977350253	0.0003607510589063	231	0.0052977318883555	0.0018746060283329			0.0006649000610495	0.0007726244603791												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HLA-DQA1	overexpress		CCL8	34	0.1329879101899827	1.421990990638733	0.1445020149683362	251	0.000342599407304	0.0004042536020278	1737	-0.0090840365641166	0.0010939197931829			-0.0025497221709086	0.0005217747158494												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TSPAN8	delete		CCL8	35	0.1652274035693725	3.37190842628479	0.1738629821531375	302	0.0004448072286322	0.0004350316594354	287	0.000894060320276	0.0017577707088896			-0.0001482703181093	0.0007540259396646												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TSPAN8	overexpress		CCL8	35	0.1652274035693725	3.37190842628479	0.1738629821531375	302	9.747023796080612e-06	0.0001917242916533	1737	-0.0257950683860454	0.001196888314895			-0.0100637537544667	0.0005537987223541												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	CLTA	delete		CCL8	36	0.4484743811168681	1.2515791654586792	0.4582613701784686	796	-6.546158692799509e-05	-4.599450767273083e-05	779	-0.0027386607270178	0.001055811809135			-0.0001007546963641	0.0005038501290288												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	CLTA	overexpress		CCL8	36	0.4484743811168681	1.2515791654586792	0.4582613701784686	796	-0.0005466867587529	-0.0004195925721433	1737	-0.0183293659134248	0.0013076043829007			-0.0075763834867718	0.0005776176188864												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	NDUFS6	delete		CCL8	37	0.4191134139320668	1.096717357635498	0.4271732872769142	742	6.888921575409768e-07	2.826840318448376e-05	728	-0.0036812385395943	0.0010519916871321			0.0016905424533063	0.000531776927551												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	NDUFS6	overexpress		CCL8	37	0.4191134139320668	1.096717357635498	0.4271732872769142	742	-0.0002717874303925	-0.0001602536940481	1737	-0.0153793131277285	0.0011496344336227			-0.0102038021139354	0.0005210821853461												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	KDELR2	delete		CCL8	38	0.4122049510650546	1.0673563480377195	0.4231433506044905	735	-0.0001186094159493	-9.483856410952284e-05	716	-0.0032725226400386	0.001132041185385			-0.0018043097098196	0.0005430421025502												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	KDELR2	overexpress		CCL8	38	0.4122049510650546	1.0673563480377195	0.4231433506044905	735	-0.0002666278160177	-0.0001423841313226	1737	-0.0175393685694085	0.001180739435216			-0.0020623436159034	0.0005319377565176												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HSPD1	delete		CCL8	39	0.3333333333333333	0.9257344007492064	0.360391479562464	626	-1.2665214853768704e-05	4.286387138563441e-06	579	-0.0023690458927593	0.0010235102048323			-0.0011279067589172	0.0004853469544174												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HSPD1	overexpress		CCL8	39	0.3333333333333333	0.9257344007492064	0.360391479562464	626	0.000477097579278	0.0003902908356394	1737	0.0121221240389988	0.0011521488566424			0.0050262467904583	0.0005240329249439												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TSC22D3	delete		CCL8	40	0.3713298791018998	1.0253304243087769	0.4104778353483017	713	0.0001874020817922	0.0001269817294087	645	0.0082630331382559	0.0011554899308527			0.0034073060378432	0.0005311215774078												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TSC22D3	overexpress		CCL8	40	0.3713298791018998	1.0253304243087769	0.4104778353483017	713	0.0002286467060912	0.0003417626721784	1737	-0.0158572312304106	0.0011552030575506			-0.0080308175059201	0.0005360935581566												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	AURKAIP1	delete		CCL8	41	0.4548071387449626	1.2256723642349243	0.46286701208981	804	-9.868650522548704e-05	-0.000102067599073	790	0.0005291492827059	0.001037415830928			0.001106689806108	0.0005278784280333												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	AURKAIP1	overexpress		CCL8	41	0.4548071387449626	1.2256723642349243	0.46286701208981	804	-0.0004879807238467	-0.0003533777489792	1737	-0.0187434354920592	0.001269345408744			-0.0084020005601791	0.0005409780485975												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PMP22	delete		CCL8	42	0.2849740932642487	0.8762228488922119	0.2976396085204375	517	8.784388046478853e-05	4.6704994019819424e-05	495	0.0057569018880262	0.0019066062968932			-0.0001760126815901	0.0008122748238042												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PMP22	overexpress		CCL8	42	0.2849740932642487	0.8762228488922119	0.2976396085204375	517	0.0002300623018527	0.0003673577448353	1737	-0.0198834225212083	0.0011195467637487			-0.0021740109855432	0.0004933859526268												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	GPX3	delete		CCL8	43	0.2440990213010938	0.8906158804893494	0.2584916522740357	449	-0.0001711976074147	-0.000149797022459	424	-0.0033879374300254	0.0018006029655345			-0.0001235441392603	0.0007604654821677												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	GPX3	overexpress		CCL8	43	0.2440990213010938	0.8906158804893494	0.2584916522740357	449	0.0008723506471142	0.0009807435562834	1737	-0.0154237615324719	0.0013684256178953			-0.0043932862156786	0.0005225450765044												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HIGD2A	delete		CCL8	44	0.459412780656304	1.2970589399337769	0.4778353483016695	830	-0.00011827077833	-0.0001115565901272	798	-0.0007511172324003	0.0010341960769373			0.0002472642248958	0.0005192794038935												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	HIGD2A	overexpress		CCL8	44	0.459412780656304	1.2970589399337769	0.4778353483016695	830	-0.0001580091047799	-3.912044485332444e-05	1737	-0.016857788586437	0.0011901624420412			-0.0112798134547003	0.0005555931935179												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	RAN	delete		CCL8	45	0.4686240644789867	1.4548016786575315	0.4945308002302821	859	-4.419420656631701e-05	-5.198315921006724e-05	814	0.0012437587287002	0.0009624152929886			0.000885788558385	0.0004661149999171												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	RAN	overexpress		CCL8	45	0.4686240644789867	1.4548016786575315	0.4945308002302821	859	0.0002629061928018	0.000329231552314	1737	-0.0096700194464148	0.0011350686445607			-0.0033878301622568	0.0005071328890529												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PRELID1	delete		CCL8	46	0.5020149683362118	1.7155917882919312	0.5118019573978123	889	4.948525383952074e-05	8.005183917703107e-05	872	-0.0042541847922604	0.0010272708958241			-5.6040561394851415e-05	0.0004677746755943												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PRELID1	overexpress		CCL8	46	0.5020149683362118	1.7155917882919312	0.5118019573978123	889	-0.000296032463666	-0.000208058670978	1737	-0.0120153628522865	0.0011262431582549			-0.0104353820002183	0.0005161347723967												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	NDUFB8	delete		CCL8	47	0.4743811168681635	1.348870038986206	0.485895221646517	844	-0.0001476437464589	-0.0001272166409762	824	-0.0027313188989352	0.0010353365304436			0.0001648215591699	0.0005013221416285												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	NDUFB8	overexpress		CCL8	47	0.4743811168681635	1.348870038986206	0.485895221646517	844	-0.0001914739987114	-9.471795783611014e-05	1737	-0.0137710012836319	0.0012066686313593			-0.0091825371182421	0.0005378624034271												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ADIRF	delete		CCL8	48	0.2135866436384571	0.8681634068489075	0.2619458837075417	455	1.349988997390028e-05	-1.6774771211203188e-05	371	0.0049985849177414	0.0012543284240998			0.0033773431037314	0.0005838084364427												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ADIRF	overexpress		CCL8	48	0.2135866436384571	0.8681634068489075	0.2619458837075417	455	0.0007795834681019	0.0008953887154348	1737	-0.0172319068816299	0.0012027416443583			-0.0079683371137014	0.0005162801827702												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MTDH	delete		CCL8	49	0.4173862982153137	1.040873646736145	0.4358088658606793	757	-1.7903261323226616e-05	2.866062641260214e-05	725	-0.0061809794941178	0.0010233921074752			-0.0016747577591189	0.0004704470586091												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	MTDH	overexpress		CCL8	49	0.4173862982153137	1.040873646736145	0.4358088658606793	757	-0.0006907360511831	-0.0005848908331245	1737	-0.0146541848240412	0.0013937561631307			-0.0065771579242723	0.0005884021744728												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	BST2	delete		CCL8	50	0.386873920552677	0.9487633109092712	0.4087507196315486	710	-4.007587631349452e-05	-0.0001036888425005	672	0.008837852170819	0.0013153119989786			0.0050442608376865	0.0005923001786856												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	BST2	overexpress		CCL8	50	0.386873920552677	0.9487633109092712	0.4087507196315486	710	0.0010843512136489	0.0012332419864833	1737	-0.0217920672062679	0.0012991963292545			-0.0059925471043785	0.0005086536652968												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TSC22D1	delete		CCL8	51	0.2573402417962003	0.8341963887214661	0.3022452504317789	525	3.9095313695725054e-05	3.743225170182996e-05	447	0.0003041551420147	0.0012584934055439			-0.0006402429230761	0.0006276969979771												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TSC22D1	overexpress		CCL8	51	0.2573402417962003	0.8341963887214661	0.3022452504317789	525	7.76102242525667e-05	0.0002181927702622	1737	-0.0200654058865977	0.001131589029797			-0.0065565596189334	0.0005196180578779												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PGK1	delete		CCL8	52	0.4369602763385147	1.1070789098739624	0.459412780656304	798	-3.546539301169105e-05	-1.995601269300096e-05	759	-0.0020906682422553	0.0010273380076771			-0.0020164991759637	0.0004909836964357												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	PGK1	overexpress		CCL8	52	0.4369602763385147	1.1070789098739624	0.459412780656304	798	9.20015008887276e-06	6.774673238396645e-05	1737	-0.0083943154337393	0.0011316422595571			-0.0035775469275053	0.0005166712290542												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	SERBP1	delete		CCL8	53	0.4041450777202072	0.9706401824951172	0.4248704663212435	738	-5.649034574162215e-05	-1.1654490663204342e-05	702	-0.0061764266344246	0.0009487604968022			-0.0034920565964404	0.0004822523124665												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	SERBP1	overexpress		CCL8	53	0.4041450777202072	0.9706401824951172	0.4248704663212435	738	-0.0005309441476128	-0.0004398748569656	1737	-0.0128324712303193	0.0013597785739781			-0.004535107042857	0.0005988471588316												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TSTD1	delete		CCL8	54	0.2734599884858952	0.822684109210968	0.2815198618307427	489	-9.994205902330576e-05	-7.218687096610665e-05	475	-0.0035588475191769	0.0012265185375803			0.00149803862956	0.0006633049818708												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	TSTD1	overexpress		CCL8	54	0.2734599884858952	0.822684109210968	0.2815198618307427	489	-5.975463500362821e-05	1.2426968169165775e-05	1737	-0.0098286818644722	0.0012561034934224			-0.0079869655937827	0.000579517941623												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	CXCL1	delete		CCL8	55	0.1381692573402418	1.1456514596939087	0.1519861830742659	264	-1.9303708540974185e-05	1.0817994734679814e-05	240	-0.0039248404095512	0.0023438085935677			-0.0031571464787703	0.0009756610301649												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	CXCL1	overexpress		CCL8	55	0.1381692573402418	1.1456514596939087	0.1519861830742659	264	0.0004254138621035	0.0004756825510412	1737	-0.0074248369094858	0.0010992391859025			-0.000494416231031	0.0005080573684532												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	YWHAH	delete		CCL8	56	0.3293033966609096	0.8255600333213806	0.3477259643062751	604	-5.2965500799473375e-05	7.00427517585922e-06	572	-0.0081484799612788	0.0013002822040683			-0.0020087667044017	0.0006220654637254												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	YWHAH	overexpress		CCL8	56	0.3293033966609096	0.8255600333213806	0.3477259643062751	604	-7.849231769796461e-05	-0.0001038335540215	1737	0.0036998475959688	0.0012176327394308			0.0006879410241603	0.0005263866016499												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ARF4	delete		CCL8	57	0.3972366148531951	0.925158143043518	0.4122049510650546	716	-6.939561717445031e-05	-5.644084740197286e-05	690	-0.0017399310907079	0.0012239082683232			-0.0010793520799041	0.0005634365548029												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	ARF4	overexpress		CCL8	57	0.3972366148531951	0.925158143043518	0.4122049510650546	716	-0.0002430136228213	-0.0001182978885481	1737	-0.0174164651985836	0.0011938371895966			-0.0019225870716456	0.0005369042545152												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	IFITM2	delete		CCL8	58	0.4755325273459988	1.4513455629348757	0.5083477259643063	883	-3.674272738862783e-05	-5.319151750882156e-05	826	0.0022564991725412	0.0011970190351966			0.0030537878916335	0.000559934220343												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	IFITM2	overexpress		CCL8	58	0.4755325273459988	1.4513455629348757	0.5083477259643063	883	0.0006332811899483	0.0007442232454195	1737	-0.015567847650949	0.0011342642141211			-0.0094808571536048	0.0004936219099664												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	NENF	delete		CCL8	59	0.4208405296488198	0.9585476517677308	0.4283246977547496	744	-2.867847797460854e-05	-3.08985254378058e-05	731	0.000157727444259	0.0012588920503456			0.0022510422989929	0.0005878328816606												
gf_v1_10m	Geneformer V1-10M	Smillie_UC	smillie	NENF	overexpress		CCL8	59	0.4208405296488198	0.9585476517677308	0.4283246977547496	744	2.135496833943762e-05	0.00011921285477	1737	-0.0139210809839977	0.0010963583079508			-0.0073323939172534	0.0005051728503365												
