gene	B_Plasma	Endothelial	Epithelial	Fibroblast	Mast	Myeloid	Stromal_other	T_NK
NDUFC2-KCTD14	0.0	0.0	0.0028819828	0.0	0.0	0.0	0.0	0.0
NDUFS1	0.11724223	0.29085198	0.60957134	0.2940005	0.14482056	0.17043532	0.30288282	0.13330492
NDUFS2	0.18205526	0.5910434	0.95233345	0.5223665	0.2847615	0.31482208	0.48508134	0.22387005
NDUFS3	0.29050624	0.5717831	1.0699034	0.50941634	0.27197906	0.34506574	0.49933553	0.24520989
NDUFS4	0.27965865	0.72191083	0.9386448	0.72251636	0.34249762	0.40039447	0.80614346	0.273682
NDUFS5	0.5475375	1.0195097	1.3796151	1.0368751	0.6057764	0.72824055	0.9213458	0.80657405
NDUFS6	0.5857587	0.8611451	1.2604501	0.73298675	0.36608684	0.74255234	0.716413	0.41133475
NDUFS7	0.4637692	0.7026059	1.1813444	0.6746849	0.45726514	0.71592534	0.66881514	0.44463176
NDUFS8	0.58944565	0.71400046	1.067308	0.6692513	0.32793927	0.6771784	0.5296621	0.44115594
NDUFV1	0.32909626	0.48378786	1.0400282	0.48997146	0.23190811	0.3333468	0.49521276	0.2561991
NDUFV2	0.19944797	0.33566824	0.67854923	0.2940808	0.1743341	0.24183784	0.31964803	0.22976887
NDUFV3	0.34605414	0.4002127	0.6455258	0.40494168	0.17148398	0.5025475	0.35041946	0.16192234
NEAT1	1.0567348	1.5600219	1.083148	1.1830518	1.0729468	1.6815323	0.8449021	0.6400211
NEB	0.01745907	0.0019252985	0.0027216128	0.0034166132	0.0018975332	0.0064045717	0.0	0.0029618063
NEBL	0.007961898	0.1911484	0.37506568	0.0076202317	0.0018975332	0.0037473205	0.0	0.006956469
NEBL-AS1	0.00056483876	0.0	0.021966206	0.0	0.0	0.0	0.0	0.0
NECAB1	0.011108496	0.007701194	0.0008934524	0.00512492	0.0018975332	0.0	0.010678057	0.00040388264
NECAB3	0.13693371	0.0397352	0.24915455	0.18993941	0.033075586	0.07905579	0.1214622	0.06065149
NECAP1	0.2016962	0.26438993	0.18803604	0.20524424	0.17453241	0.14332317	0.19874741	0.21917148
NECAP2	0.20317973	0.789234	0.21969849	0.3369864	0.17860797	0.5039712	0.27228463	0.45787954
NEDD1	0.07137041	0.17274544	0.115731664	0.14712171	0.116018265	0.07088192	0.20876427	0.15258712
NEDD4	0.005191609	0.586558	0.061583586	0.19342306	0.028462999	0.03312329	0.12597017	0.023971537
NEDD4L	0.05164067	0.118517004	0.68548816	0.048514076	0.031566814	0.069010325	0.056774724	0.016515963
NEDD8	0.6349732	1.3046837	1.0337418	1.0812004	0.8113856	0.9633767	1.0395415	0.78166056
NEDD9	0.191071	0.9258405	0.37147212	0.08537777	0.20593847	0.16387236	0.1651356	0.24603817
NEFH	0.005575856	0.037565827	0.00403346	0.0016782773	0.0	0.046144996	0.0053390283	0.012489453
NEFL	9.4139796e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.013462755
NEFM	0.00075311837	0.0057758954	0.0	0.022460094	0.0018975332	0.0044339346	0.08008543	0.0131935
NEGR1	0.023029022	0.03918267	0.010812999	1.35904	0.01297817	0.029703004	0.45671758	0.009796952
NEIL1	0.28998306	0.37957457	0.1618883	0.133526	0.014632814	0.03247921	0.14858781	0.07046476
NEIL2	0.114918515	0.3172892	0.14719443	0.32008126	0.12876996	0.09600269	0.19108182	0.13212067
NEIL3	0.011512312	0.010698884	0.06150768	0.0036930577	0.0018975332	0.010539483	0.0	0.008661269
NEK1	0.12295626	0.24784113	0.11419729	0.3239115	0.247605	0.12521403	0.2867195	0.1385755
NEK10	0.0048161466	0.020118183	0.00851719	0.024221346	0.0018975332	0.016135104	0.0053390283	0.015347541
NEK11	0.01621703	0.113653384	0.07913137	0.10888776	0.028462999	0.02543754	0.03677234	0.01637018
NEK2	0.034132738	0.024523491	0.23679797	0.0099410005	0.009487666	0.018427053	0.026327552	0.016965913
NEK3	0.044383913	0.3819444	0.34972095	0.20303756	0.07281562	0.13014302	0.20406176	0.02990581
NEK4	0.10396047	0.090607345	0.14216685	0.13218983	0.050281018	0.1130979	0.09996843	0.057155352
NEK6	0.13302012	0.14015663	0.3051118	0.26446342	0.27719328	0.35641447	0.37279415	0.035760786
NEK7	0.09938602	0.4074573	0.1728058	0.26678446	0.14656602	0.23980851	0.24056977	0.21745247
NEK8	0.2320646	0.120960355	0.15249738	0.123784274	0.13984513	0.038523678	0.15048821	0.0941428
NEK9	0.069831945	0.3057138	0.15826543	0.26638663	0.0748294	0.19589674	0.15941349	0.09276038
NELFA	0.12806799	0.248867	0.25811955	0.23361303	0.07449704	0.1277255	0.26251534	0.17343485
NELFB	0.11830339	0.34159237	0.40338448	0.23851174	0.06675649	0.1869849	0.2128103	0.12824316
NELFCD	0.19520417	0.3664781	0.30823097	0.37697405	0.1427245	0.16055118	0.33914408	0.29436955
NELFE	0.33226237	0.6010342	0.540787	0.5247007	0.26300701	0.32664722	0.5814739	0.27085567
NELL1	0.0	0.0	0.0	0.061926115	0.0	0.0	0.0	0.0
NELL2	0.0052150046	0.0006199184	0.006342839	0.002211577	0.003336075	0.0042551137	0.0070861303	0.27828422
NEMF	0.24078172	0.6121369	0.3482271	0.50498396	0.3355437	0.32551816	0.54696363	0.33773234
NENF	0.6063095	0.7603566	0.73035735	1.3784717	0.5337075	0.68700373	0.9160575	0.3105894
NEO1	0.019480651	0.025440626	0.6257831	0.51815957	0.018462792	0.0099350205	0.09545524	0.0392534
NES	0.015102375	1.7236208	0.0063675144	0.6097866	0.0056417803	0.0077257315	1.0360019	0.0042148717
NET1	0.0721844	0.34298438	0.88767326	0.05723485	0.060363226	0.1572498	0.20756239	0.026172228
NETO1	0.0031066134	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NETO2	0.08697271	0.16641712	0.17208016	0.020068802	0.009175794	0.18030415	0.0096149305	0.058332287
NEU1	0.4494335	0.49620506	0.24407475	0.56499666	0.6617419	0.31465283	0.5022953	0.30890086
NEU3	0.025835222	0.011340959	0.017697861	0.01467261	0.0113852	0.049897384	0.0053390283	0.012077718
NEU4	0.0064589074	0.005196246	0.71787703	0.00430286	0.039063074	0.04504931	0.0072815698	0.00953087
NEURL	0.018315263	0.03637324	0.40393376	0.01714355	0.030720877	0.13085075	0.012547531	0.035167534
NEURL1B	0.0073546367	1.2049632	0.40469995	0.14584485	0.0037950664	0.00980497	0.7052587	0.0047583994
NEURL2	0.07184066	0.07880253	0.07582375	0.1250881	0.0075901328	0.04751626	0.094200894	0.0116579505
NEURL4	0.025789613	0.09447109	0.13309383	0.053706545	0.0018975332	0.049776386	0.024169812	0.024769133
NEUROD1	0.015437744	0.021309197	0.06220393	0.0129474355	0.009487666	0.009133375	0.0053390283	0.0056543574
NEUROD2	0.058563136	0.056064986	0.09392013	0.06251686	0.020872865	0.037704773	0.042712227	0.023000505
NEUROG3	0.0	0.0	0.004071269	0.0	0.0	0.0	0.0	0.0
NEXN	0.01847201	0.04326092	0.01083493	1.2892972	0.045280393	0.03839947	0.53897077	0.014392001
NEXN-AS1	0.007155347	0.009626492	0.004234381	0.043128964	0.009487666	0.005419253	0.010678057	0.0056543574
NF1	0.11993178	0.2900693	0.29087964	0.46554035	0.08271324	0.2024929	0.5020717	0.119664
NF2	0.11196873	0.22912939	0.20254678	0.22276367	0.09373378	0.17954306	0.155528	0.17869551
NFAM1	0.009591279	0.014163745	0.011536542	0.011973021	0.03391065	0.5218578	0.0	0.11386405
NFASC	0.020126913	0.0818859	0.073864035	0.3643138	0.018975332	0.01021928	0.6717528	0.014849606
NFAT5	0.11988133	0.4069929	0.15069392	0.25167716	0.16351086	0.14123796	0.15247792	0.17177938
NFATC1	0.13728108	0.35940397	0.0063912957	0.084749386	0.09521017	0.1962819	0.1123445	0.32105905
NFATC2	0.109109804	0.3026189	0.05519074	0.08971134	0.10649823	0.2850513	0.15616812	0.31774095
NFATC2IP	0.16866231	0.38979924	0.36368817	0.28434414	0.16108781	0.299376	0.24687798	0.27642122
NFATC3	0.12235766	0.20707376	0.106346466	0.12788568	0.18689631	0.17276637	0.10292549	0.24174412
NFATC4	0.017340405	0.072352715	0.039279833	0.59403414	0.0018975332	0.003704833	0.4539363	0.0019361838
NFE2	0.0017405371	0.0	0.0	0.0	0.07779886	0.22044721	0.0	0.0014566508
NFE2L1	0.1318074	0.83006316	0.49449554	0.33367014	0.08127262	0.19854048	0.32539424	0.0775442
NFE2L2	0.29696026	0.64093095	0.42766193	0.9241239	0.8139439	0.71130353	0.79056424	0.43260807
NFE2L3	0.14729649	0.27731812	0.2148137	0.08062479	0.3053563	0.15049258	0.06475678	0.07858297
NFIA	0.01646972	0.9454557	0.4589535	1.2371218	0.21835642	0.07897209	0.5467543	0.04537242
NFIB	0.013791289	2.7440815	0.4945734	0.55293894	0.014305426	0.009172541	0.615336	0.007311902
NFIC	0.08890327	0.8407749	0.33712116	1.4725996	0.12370799	0.30187845	0.8333579	0.1305434
NFIL3	0.07089953	0.11556708	0.14293118	0.1505294	0.03163012	0.3979625	0.12572959	0.057326213
NFIX	0.01860592	0.20058046	0.40192685	0.6686069	0.030712398	0.035946082	0.33152813	0.009993105
NFKB1	0.20102885	0.34606376	0.2699475	0.24790779	0.36534902	0.60785234	0.15964812	0.23566811
NFKB2	0.32496032	0.37803	0.10734714	0.1925233	0.28054518	0.2284542	0.15659559	0.33040813
NFKBIA	1.0100036	1.1953037	0.4864279	0.9461498	2.2310462	1.0220605	0.85412365	0.817351
NFKBIB	0.23377572	0.30934966	0.24008878	0.1765974	0.3933188	0.21597792	0.119833015	0.24085748
NFKBID	0.32830963	0.18162972	0.044060353	0.054631125	0.4553382	0.5077711	0.05448086	0.23509821
NFKBIE	0.29010224	0.28286543	0.12040321	0.22009215	0.15905765	0.5319471	0.1419317	0.11730736
NFKBIL1	0.1574836	0.47172743	0.2625857	0.4219742	0.1372761	0.20497029	0.37595886	0.112875566
NFKBIZ	0.23606002	0.5295862	0.34702665	0.29902872	1.5887	0.732916	0.6614899	0.34891838
NFRKB	0.07771582	0.22786626	0.17157094	0.2023557	0.07950262	0.10738838	0.19064038	0.157641
NFS1	0.07350301	0.21960501	0.2742926	0.20127642	0.051436253	0.08768153	0.15189953	0.095575735
NFU1	0.26096103	0.55753994	0.46127668	0.45674178	0.3267873	0.23379907	0.50318646	0.23984796
NFX1	0.21177767	0.2605978	0.22725804	0.20291688	0.09156569	0.14625031	0.17462327	0.15477765
NFXL1	0.12914883	0.12910564	0.11644364	0.12661467	0.049172636	0.08880452	0.11163185	0.05948817
NFYA	0.078276016	0.1632654	0.11066952	0.11143491	0.06307803	0.09236078	0.0953039	0.098949745
NFYB	0.21594211	0.35492477	0.24496792	0.42919517	0.22477071	0.13424045	0.3087465	0.22936822
NFYC	0.22063313	0.40918833	0.26493534	0.3373066	0.19240615	0.2838716	0.28346646	0.24442896
NGDN	0.22114503	0.46760207	0.27348253	0.36943147	0.39051053	0.15985318	0.49854228	0.35470414
NGEF	0.001790282	0.06214729	0.3932241	0.0051471638	0.0056926	0.001873795	0.0	0.0010770204
NGF	0.0	0.0	0.0013209088	0.0008541533	0.0	0.0	0.026695142	0.0
NGFR	0.0051750634	0.001905868	0.00030697807	0.041109283	0.0075901328	0.0046539432	1.4468766	0.0052164174
NGFRAP1	0.0520999	1.2502695	0.65075463	2.0034654	0.20899056	0.22228602	1.6316884	0.14287548
NGLY1	0.47726163	0.2976024	0.26604846	0.15812896	0.14176826	0.23768084	0.121753305	0.22179274
NGRN	0.03425421	0.14862135	0.10542493	0.10978002	0.030360531	0.03202247	0.12080938	0.028398473
NHEJ1	0.0008472582	0.009626492	0.03575001	0.00256246	0.0	0.0004926594	0.0	0.0010770204
NHLH1	0.0057839653	0.021178283	0.0108274	0.0008541533	0.0	0.0059119123	0.0	0.0013462756
NHLRC1	0.002381401	0.035259016	0.113672964	0.034769814	0.0151802655	0.03254405	0.028984038	0.0042691315
NHLRC2	0.06072634	0.23555791	0.13689485	0.21581045	0.056674965	0.09314349	0.14801274	0.048881646
NHLRC3	0.21677944	0.3560845	0.23171656	0.38842425	0.13504384	0.30301788	0.32921112	0.2912138
NHLRC4	0.03362442	0.06953885	0.0021013625	0.13262753	0.028462999	0.018695693	0.05275327	0.02140578
NHP2	0.44103795	0.80581343	0.8957777	0.6597073	0.35033575	0.4700709	0.5290207	0.47903684
NHP2L1	0.84404874	1.2363963	0.8462624	0.9016852	0.59287304	0.60573155	0.74354905	0.71283424
NHS	0.0015782297	0.0054675783	0.08132231	0.10271269	0.0	0.039718926	0.057033267	0.00438235
NHSL1	0.0074277865	0.13072829	0.5189909	0.08252957	0.010723352	0.050673626	0.03876639	0.0043286257
NHSL2	0.000941398	0.030804776	0.0	0.0046978435	0.0	0.0059119123	0.0053390283	0.0033656887
NICN1	0.0829197	0.18355054	0.07089279	0.17252098	0.04241397	0.066995725	0.12462316	0.07907659
NID1	0.009829203	0.43732718	0.0076400214	1.6156222	0.008173429	0.093937874	0.7083516	0.0050121867
NID2	0.0066494425	0.1495227	0.107260264	0.32822046	0.0056926	0.0041833525	0.5649954	0.0029485286
NIF3L1	0.13169533	0.23922174	0.2991632	0.3215167	0.08538703	0.11719374	0.2969562	0.11164789
NIM1	0.0010355378	0.0057758954	0.0	0.016228912	0.0	0.0009853188	0.18686599	0.0008077653
NIN	0.17262444	0.2655222	0.09299511	0.16208732	0.11172773	0.37772015	0.23557693	0.24346419
NINJ1	0.19083029	0.4531501	0.15953828	0.5958095	0.1628225	1.1867818	0.47016677	0.28924432
NINJ2	0.0994721	0.26938677	0.067923464	0.1186941	0.015209668	0.4014727	0.023100162	0.21583776
NINL	0.018577319	0.053694926	0.05010375	0.17767835	0.0018975332	0.023862172	0.052880757	0.00901987
NIP7	0.150501	0.3977717	0.29817367	0.26033992	0.13695435	0.13672931	0.2710765	0.24487367
NIPA1	0.09583549	0.18187286	0.14383247	0.05079779	0.047100592	0.05233365	0.06818628	0.091618754
NIPA2	0.31768954	0.36657342	0.38319	0.29339913	0.16863605	0.2528394	0.27536184	0.21546447
NIPAL1	0.017657552	0.008435943	0.5753951	0.015561526	0.0015550156	0.006658922	0.05059173	0.009321158
NIPAL2	0.06489454	0.18122013	0.35995618	0.17579365	0.021891704	0.102199405	0.042516984	0.023582399
NIPAL3	0.12011625	0.2643427	0.26826778	0.08136852	0.09522229	0.056634974	0.0656678	0.28845733
NIPAL4	0.0042362907	0.0	0.0	0.00512492	0.0	0.0004926594	0.0	0.0013462756
NIPBL	0.1680419	0.41205448	0.2951397	0.40989798	0.21368012	0.33033943	0.30570033	0.28999788
NIPSNAP1	0.102762856	0.17098098	0.33307824	0.14208817	0.0725631	0.0808491	0.072276995	0.19667926
NIPSNAP3A	0.08713649	0.38812846	0.5561596	0.29411432	0.35779843	0.32198063	0.23588216	0.107612625
NIPSNAP3B	0.050688773	0.07170784	0.008161969	0.05468239	0.0113852	0.03011457	0.026695142	0.0071352604
NISCH	0.09963732	0.28354406	0.21693891	0.27898705	0.13468137	0.47164837	0.22456329	0.15756954
NIT1	0.11950791	0.3683658	0.45372993	0.3227182	0.114699446	0.16468717	0.23235609	0.12308375
NIT2	0.18680643	0.24707179	0.4970634	0.45336452	0.13655183	0.2586637	0.3907833	0.18767828
NKAIN2	0.0	0.0	0.014589441	0.0	0.0	0.0	0.0	0.0
NKAIN3	0.000941398	0.0019252985	0.0	0.020072604	0.0	0.0004926594	0.4911906	0.0006731378
NKAIN4	0.0006589786	0.0	0.0	0.01024984	0.0	0.0	0.021356113	0.0
NKAP	0.25385755	0.5178662	0.28273243	0.39535666	0.25369927	0.22701576	0.3489098	0.27374625
NKAPL	0.014302029	0.1737577	0.0025623832	0.074167185	0.030360531	0.07733636	0.11090899	0.0037695714
NKD1	0.0021271876	0.0	0.010767658	0.007989082	0.037950665	0.0029559562	0.025109444	0.020194134
NKD2	0.0028451686	0.06815444	0.00089250377	0.37330365	0.0	0.0048350347	0.042712227	0.001211648
NKG7	0.021866797	0.0144836325	0.009262919	0.00846703	0.15370606	0.10947004	0.010333062	1.0397638
NKIRAS1	0.09903516	0.15573989	0.059798736	0.17029826	0.0494538	0.09993971	0.07092021	0.07704781
NKIRAS2	0.15302679	0.42356128	0.21323876	0.32348382	0.13359763	0.2270386	0.28615406	0.18019597
NKPD1	0.00075311837	0.0	0.0	0.0	0.0	0.0	0.0	0.0002692551
NKRF	0.1348419	0.120189406	0.09639321	0.08967677	0.0765886	0.12835515	0.106903076	0.13852823
NKTR	0.3015628	0.63554925	0.2907251	0.4980742	0.2840605	0.27341428	0.40733075	0.5257756
NKX2-2	0.0006589786	0.0	0.019006059	0.0	0.0	0.0	0.0	0.0013462756
NKX2-3	0.0077231675	1.9556547	0.0018292706	1.5145845	0.0051199347	0.006806083	0.37531707	0.006503691
NKX3-1	0.019561827	0.017057454	0.023743028	0.069492385	0.0227704	0.01148187	0.018997027	0.021740463
NKX3-2	0.00056483876	0.0057758954	0.0	0.05466581	0.0	0.0004926594	0.0053390283	0.0002692551
NKX6-3	0.0029183337	0.0	0.0016568528	0.0	0.0	0.0	0.0	0.0
NLE1	0.09665717	0.13153182	0.19542725	0.17337276	0.046995003	0.054689478	0.08528842	0.07457565
NLGN1	0.000470699	0.003850597	0.0	0.041426435	0.0	0.0009853188	0.021356113	0.0
NLGN2	0.0043516327	0.1674901	0.002924549	0.31781918	0.0037950664	0.00592485	0.20346713	0.008064497
NLGN3	0.0008472582	0.003850597	0.003158794	0.013666453	0.0	0.0009853188	0.08008543	0.00094239286
NLGN4X	0.003281341	0.024790967	0.0005504186	0.28692684	0.0018975332	0.0042624855	1.3225459	0.0006731378
NLGN4Y	0.0020960458	0.21049288	0.0051575047	0.06822962	0.0	0.002463297	0.010678057	0.0030964338
NLK	0.07025318	0.29953504	0.16257425	0.08685839	0.04288539	0.12256906	0.0458079	0.046771295
NLN	0.026582139	0.13820587	0.42448273	0.0727855	0.02857798	0.20814654	0.14110425	0.018201051
NLRC4	0.005050122	0.003850597	0.0	0.00128123	0.0	0.23796049	0.0	0.0010770204
NLRC5	0.08161553	0.29157838	0.19431654	0.076333806	0.04321912	0.12610728	0.096328534	0.27416554
NLRP1	0.10921035	0.47186244	0.008449179	0.37809512	0.03540447	0.20757745	0.41057986	0.26763502
NLRP11	0.0011296775	0.0	0.0018012392	0.0	0.0	0.0	0.0	0.0005385102
NLRP12	0.011481658	0.019550025	0.007417442	0.010596933	0.0037950664	0.11331717	0.016017085	0.008342743
NLRP14	0.002730054	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NLRP2	0.051308744	0.021040168	0.11841226	0.0066021564	0.013282732	0.030512849	0.0053390283	0.034550272
NLRP3	0.007789617	0.007341559	0.002294845	0.003694265	0.06451613	0.5246301	0.007461623	0.0366853
NLRP4	0.006119087	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NLRP7	0.25452942	0.0070604514	0.0019573832	0.003780361	0.0034644553	0.005956441	0.0	0.0026925511
NLRP9	0.0	0.0	0.0016811567	0.0	0.0	0.0	0.0	0.0
NLRX1	0.0280784	0.16720083	0.14939582	0.14396843	0.04174573	0.072244175	0.10202889	0.041544788
NMB	0.18321416	0.13786803	0.14686853	0.16933459	0.13179065	0.08736579	0.24319476	0.18285908
NMD3	0.19374749	0.31744105	0.20023988	0.3424027	0.24242182	0.20044363	0.41495112	0.21066111
NME1	0.5594655	0.5524766	0.83963186	0.410099	0.19784439	0.34042084	0.31606197	0.20405394
NME1-NME2	0.090561636	0.22570032	0.38261604	0.16648632	0.08781206	0.11573808	0.13735478	0.056564078
NME2	0.11813712	0.1570371	0.27180752	0.14899492	0.062189385	0.15667148	0.06996405	0.053580765
NME3	0.34542176	0.82998514	0.55908495	1.0191668	0.23440064	0.40633464	0.75192374	0.38464388
NME4	0.3845955	0.5473954	0.44119775	0.8442056	0.17114045	0.38573784	0.47041395	0.15291947
NME5	0.0041755494	0.14455234	0.097521685	0.037939947	0.0	0.0	0.040172465	0.0005385102
NME6	0.120173134	0.27905834	0.263345	0.228463	0.12028956	0.14733641	0.16978303	0.17095391
NME7	0.0842483	0.3099836	0.13385548	0.44032827	0.2108893	0.07381771	0.3608926	0.18623799
NME8	0.018407062	0.0	0.0	0.0	0.04743833	0.077448405	0.0	0.008616163
NMI	0.119576894	0.7969489	0.32670295	0.31607294	0.3105593	0.5539654	0.35938644	0.2858689
NMNAT1	0.06732063	0.24045368	0.25028914	0.16218235	0.066822454	0.098229796	0.13498697	0.07597795
NMNAT2	0.0	0.007701194	0.0	0.0008541533	0.0	0.0	0.010678057	0.0
NMNAT3	0.022834865	0.12414411	0.1601229	0.4146326	0.041243818	0.066992514	0.14484516	0.016601976
NMRAL1	0.21969172	0.31014448	0.43628368	0.40424702	0.13771214	0.21765207	0.3001647	0.2177029
NMRK1	0.31985465	0.5235752	0.22426125	0.31616047	0.093585886	0.23489432	0.2777001	0.39844027
NMT1	0.16128467	0.348544	0.29052278	0.2772771	0.17067538	0.25022495	0.26041937	0.21020228
NMT2	0.07086417	0.11161923	0.15599392	0.1934995	0.45756438	0.024174398	0.22039135	0.36492524
NMU	0.004289651	0.0019252985	0.17715761	0.0013408326	0.0	0.0	0.016017085	0.0041016247
NMUR1	0.0039526606	0.003850597	0.0016005335	0.20070995	0.026565464	0.0071210857	0.061084904	0.04721027
NMUR2	0.0	0.0	0.013129868	0.0	0.0	0.0	0.0	0.0
NNMT	0.033324376	2.032102	0.010664403	2.2228293	0.022105616	0.020208173	1.9218198	0.0144880405
NNT	0.110798344	0.1866607	0.31817457	0.18834019	0.15086614	0.19863321	0.19938423	0.15459938
NNT-AS1	0.117777996	0.32224363	0.190549	0.32575378	0.105679005	0.10848896	0.3136837	0.12764938
NOA1	0.21098419	0.25348353	0.30179578	0.33878016	0.09446491	0.14874487	0.15814887	0.20823085
NOB1	0.20604987	0.6040612	0.41947624	0.5174085	0.12463329	0.18063724	0.1905264	0.24927446
NOC2L	0.27689168	0.36430314	0.36638257	0.42936933	0.13930231	0.18089846	0.3195897	0.33710667
NOC3L	0.19807853	0.2819697	0.13394868	0.2639146	0.086399205	0.10010351	0.18679903	0.12001145
NOC4L	0.12367973	0.26695755	0.28246927	0.27223876	0.088969365	0.16038819	0.19090693	0.13881798
NOD1	0.021316832	0.44202733	0.11727303	0.06027841	0.024667932	0.068887495	0.07981639	0.035751395
NOD2	0.053041395	0.0057758954	0.0019183473	0.004175934	0.0037950664	0.16645128	0.0076828776	0.012520363
NOG	0.00056483876	0.0	0.0	0.0	0.0018975332	0.0009853188	0.0	0.046985015
NOL10	0.14109445	0.35964707	0.23632465	0.30762798	0.115525745	0.13055858	0.16054724	0.1921589
NOL11	0.14139758	0.31004593	0.26841015	0.3138208	0.21037829	0.12806009	0.30367926	0.2621231
NOL12	0.14902459	0.36306283	0.42244974	0.27124304	0.1908086	0.23650616	0.17836104	0.2539843
NOL3	0.15615025	0.20615193	0.32023478	0.32929924	0.030454	0.044530936	0.2430439	0.013795093
NOL4	0.00056483876	0.0	0.013886775	0.0	0.0	0.0	0.0	0.00013462755
NOL6	0.060049206	0.13017888	0.14315777	0.090613104	0.011053925	0.06635185	0.08093261	0.04009883
NOL7	0.51234657	0.6860487	0.6265565	0.5378068	0.3285856	0.28741306	0.54525864	0.3833829
NOL8	0.16285844	0.3275882	0.20396283	0.32766354	0.16499406	0.19558845	0.216984	0.20313734
NOL9	0.0983402	0.2740574	0.2026059	0.20371324	0.07774967	0.12041706	0.18733595	0.14042518
NOLC1	0.23093762	0.42532846	0.35111326	0.34756717	0.14543796	0.19039434	0.29254535	0.2394615
NOM1	0.11387702	0.28518587	0.16620056	0.1828712	0.08564427	0.13507986	0.15441947	0.176946
NOMO1	0.07064958	0.23821396	0.22597666	0.16236876	0.08760988	0.092805035	0.09251178	0.03665962
NOMO2	0.011472648	0.019252984	0.019229785	0.008541533	0.0018975332	0.004926594	0.0053390283	0.0043080817
NOMO3	0.053202033	0.06954053	0.08089318	0.0565602	0.0113852	0.050081722	0.029161382	0.054668088
NONO	0.33006415	0.66995865	0.42953876	0.6581637	0.26611546	0.51011324	0.44275153	0.40398604
NOP10	0.6217611	1.3338944	0.9291488	0.7400298	0.64094174	1.0104693	0.6612427	0.6113663
NOP14	0.10901597	0.19569126	0.19181888	0.11041507	0.12140095	0.106185116	0.12760827	0.14370552
NOP14-AS1	0.055419397	0.08490061	0.07986066	0.16569848	0.035667263	0.050972857	0.05188171	0.078631766
NOP16	0.1480901	0.31543675	0.62106746	0.20270072	0.13598965	0.16123185	0.19795798	0.15790424
NOP2	0.12719257	0.17997538	0.22527714	0.12593602	0.06964406	0.11371364	0.17932296	0.15811439
NOP56	0.33607498	0.533499	0.4646092	0.45774242	0.3326349	0.27813578	0.43307018	0.3839543
NOP58	0.38468745	0.44916043	0.4093236	0.4210575	0.2939894	0.22842506	0.33960178	0.3999211
NOP9	0.056500178	0.21133949	0.26616442	0.1180026	0.034556016	0.1551507	0.079568624	0.053733848
NOS1	0.0048952694	0.011551791	0.005426088	0.0046978435	0.0018975332	0.0009853188	0.0053390283	0.0018847857
NOS1AP	0.0024652097	0.11772463	0.17893767	0.08435314	0.018975332	0.0017990232	0.0070703686	0.0016155306
NOS2	0.011822219	0.01431961	0.37034488	0.003518648	0.0037950664	0.008485913	0.0	0.0056432695
NOS3	0.00857052	1.660954	0.0018347218	0.004006513	0.0227704	0.008861932	0.0146799395	0.020285888
NOSIP	0.30251643	0.8676361	0.6202652	0.56506705	0.28173426	0.30992094	0.51104367	0.7625164
NOSTRIN	0.008252974	2.7974987	0.3970511	0.034696016	0.0037950664	0.0069624325	0.06002863	0.005488948
NOTCH1	0.04757676	0.7827283	0.35974646	0.20049712	0.0250541	0.23526624	0.40165645	0.11816673
NOTCH2	0.098868005	0.01715382	0.1876914	0.42048094	0.14722261	0.47170827	0.17813867	0.12636004
NOTCH2NL	0.18036343	0.040330518	0.26095277	0.38153842	0.14710921	0.39924073	0.20994973	0.12300951
NOTCH3	0.016040102	0.13595942	0.018906172	0.2048372	0.020495242	0.01111049	1.9968348	0.011319963
NOTCH4	0.05801655	2.3601954	0.027798494	0.075690776	0.06836863	0.11416596	0.31798834	0.02262223
NOTO	0.0	0.0	0.0	0.011103993	0.0	0.0	0.0	0.0
NOTUM	0.00037655918	0.0	0.0045346706	0.030322444	0.0	0.0	0.0053390283	0.00013462755
NOV	0.0064493236	0.6678985	0.17867942	0.07251878	0.08918406	0.015524836	0.5820456	0.0028071417
NOVA1	0.00426307	0.033435587	0.0660216	1.7452738	0.0053088767	0.005403404	0.17859556	0.0053479034
NOVA1-AS1	0.00056483876	0.0	0.11924424	0.0	0.0018975332	0.0	0.0	0.0002692551
NOVA2	0.0018180863	0.87745315	0.0	0.0008541533	0.0	0.0014779781	0.0053390283	0.0005385102
NOX1	0.0073789526	0.0046274085	0.84191936	0.0049459278	0.0042062947	0.0043208655	0.003868427	0.0056300014
NOX4	0.0012238174	0.2612228	0.00051716994	0.013239376	0.0018975332	0.0	0.026695142	0.0006731378
NOXA1	0.05108876	0.045305565	0.47217807	0.03725116	0.044609252	0.064659774	0.09545296	0.0295683
NOXO1	0.013470716	0.012125499	0.6672892	0.01037425	0.015721554	0.008173022	0.013073487	0.008543138
NPAP1	0.0	0.0	0.00048033046	0.0	0.0	0.0	0.0	0.0
NPAS1	0.05657345	0.0057758954	0.039577093	0.0081112245	0.0	0.0059119123	0.021356113	0.004711964
NPAS2	0.0054264343	0.18476726	0.2792029	0.13682199	0.0018975332	0.0060259765	0.02505279	0.02245775
NPAS3	0.016310202	0.05371502	0.0034672036	0.14345527	0.0018975332	0.0027337077	0.021356113	0.0014809031
NPAS4	0.0	0.0	0.0010807435	0.0	0.0	0.0	0.0	0.0
