gene	B_Plasma	Endothelial	Epithelial	Fibroblast	Mast	Myeloid	Stromal_other	T_NK
7SK	0.088445686	0.10500777	0.016141037	0.0037445438	0.032258064	0.05307976	0.010678057	0.011260926
A1BG	0.025077	0.019253183	0.0055101034	0.039550304	0.018975332	0.018027797	0.037205704	0.029752688
A1BG-AS1	0.091891006	0.05812321	0.0016307584	0.2272798	0.036053132	0.09325338	0.2169461	0.08194671
A1CF	0.0037865501	0.0054550758	0.5975592	0.0021535228	0.007876878	0.002675359	0.0	0.0038045119
A2M	0.06447424	2.7453017	0.012916385	2.7270129	0.040445182	0.55155444	0.9568107	0.032956693
A2M-AS1	0.0060121636	0.022619275	0.002282821	0.049428802	0.22746591	0.030212307	0.066999964	0.10764113
A2ML1	0.0012238174	0.0	0.00060041307	0.0017083066	0.0	0.0009853188	0.0053390283	0.001211648
A4GALT	0.041377682	1.3679137	0.0023566436	0.9824195	0.0056926	0.03677407	0.27020225	0.007175408
AAAS	0.18240058	0.24854364	0.28051513	0.36636516	0.10734707	0.12872304	0.30491093	0.14003779
AACS	0.09758966	0.13018261	0.348242	0.14053564	0.050158728	0.06230333	0.06945024	0.07288269
AADAC	0.0	0.0	0.016205786	0.0	0.0	0.0	0.0	0.0
AADAT	0.00859865	0.011432456	0.13024944	0.10204307	0.0	0.0074888347	0.04462854	0.0053851022
AAED1	0.23067664	0.69487435	0.06190197	0.41886294	0.32805765	0.43868986	0.49064302	0.22110216
AAGAB	0.10213985	0.313382	0.2779109	0.26701942	0.06564468	0.1510255	0.113195725	0.17589854
AAK1	0.06791368	0.1656411	0.081558734	0.10422776	0.08399096	0.191317	0.10718988	0.6855639
AAMDC	0.08691	1.0349052	0.6255386	0.6324425	0.24818867	0.20575044	0.9060433	0.11575368
AAMP	0.26541772	0.50314105	0.7259601	0.64161795	0.15117742	0.29357108	0.47751006	0.22322077
AANAT	0.015132725	0.0	0.0007204957	0.0	0.0018975332	0.0	0.0	0.00094239286
AAR2	0.085290134	0.3351552	0.18492764	0.33535433	0.062342297	0.13069552	0.21337958	0.13108571
AARD	0.010397841	0.017711988	0.005648728	0.24796355	0.09487666	0.01340523	0.021356113	0.006789175
AARS	0.29092404	0.38525283	0.25902942	0.30384752	0.12994935	0.14121196	0.3739257	0.09050396
AARS2	0.038498357	0.105551116	0.12310941	0.09941758	0.018390024	0.05600933	0.037373196	0.038855866
AARSD1	0.14744864	0.13696466	0.1563447	0.14483733	0.045501795	0.076286614	0.12094869	0.30965576
AASDH	0.111192025	0.29034448	0.18846285	0.29760337	0.1495369	0.14563355	0.27957627	0.15557411
AASDHPPT	0.20622282	0.35461769	0.18066189	0.33243144	0.19705841	0.21201089	0.37205777	0.22479883
AASS	0.010904734	0.23908652	0.030881688	0.29794148	0.037950665	0.010439403	0.19586882	0.015347541
AATF	0.22167598	0.3842605	0.2860194	0.31940255	0.22158824	0.2546255	0.2549275	0.32109398
AATK	0.004124838	0.037362494	0.119285	0.0033084687	0.0151802655	0.07397239	0.3020652	0.013595314
ABAT	0.036340125	0.055165976	0.14893308	0.05835314	0.03386919	0.12361409	0.0487375	0.07773666
ABCA1	0.034975328	0.1463989	0.06379015	0.5120873	0.54754454	0.7432204	0.573589	0.08803356
ABCA10	0.018942261	0.025187254	0.048742644	0.34502423	0.0018975332	0.0064451164	0.008022615	0.0057667335
ABCA12	0.000941398	0.0	0.060527164	0.0	0.0018975332	0.0	0.0	0.00040388264
ABCA13	0.00056483876	0.0	0.022229481	0.0	0.0018975332	0.0004926594	0.0	0.0002692551
ABCA2	0.014019163	0.24026878	0.1936491	0.12161778	0.013228931	0.046993084	0.120847434	0.09786536
ABCA3	0.021945328	0.28073296	0.026678097	0.0059582125	0.018975332	0.029196708	0.0788818	0.017501581
ABCA4	0.0	0.0	0.002161487	0.0	0.0	0.0	0.0	0.0
ABCA5	0.14015551	0.18370846	0.3902317	0.23603795	0.11446732	0.06722027	0.139538	0.12755747
ABCA6	0.035082467	0.016221797	0.015007763	0.9020593	0.009487666	0.016118802	0.19035545	0.0054445243
ABCA7	0.07081136	0.06923105	0.076903164	0.013794389	0.08334568	0.2759274	0.010678057	0.110371284
ABCA8	0.012691877	0.024487454	0.0025253622	2.2719853	0.0058066435	0.010806947	0.79662526	0.008028216
ABCA9	0.0072732605	0.007701194	0.007299413	0.16525301	0.0018975332	0.0019438702	0.053390283	0.0008077653
ABCB1	0.03135137	0.4801632	0.24980973	0.036954407	0.027570855	0.014032601	0.0053390283	0.15430161
ABCB10	0.044479772	0.16867504	0.19401695	0.10551352	0.046824012	0.13572797	0.10049782	0.055943776
ABCB11	0.0	0.0	0.0020414046	0.0	0.0	0.0	0.0	0.0
ABCB4	0.07841635	0.0519558	0.004816453	0.05840422	0.0018975332	0.06139268	0.20563377	0.0023959673
ABCB5	0.012073264	0.026954178	0.05805809	0.012756229	0.0075901328	0.0066715325	0.010678057	0.00821228
ABCB7	0.112871714	0.20617126	0.23689167	0.24933362	0.15280394	0.18830238	0.17226622	0.1410051
ABCB8	0.13320409	0.16521762	0.25717244	0.24823654	0.24534981	0.10253826	0.21408933	0.13690938
ABCB9	0.3626195	0.076024644	0.050190955	0.052707057	0.017684655	0.020171512	0.053709187	0.040360644
ABCC1	0.047995176	0.14621335	0.10956967	0.12039617	0.13023368	0.20153527	0.06538181	0.07477591
ABCC10	0.05591583	0.13171822	0.13373259	0.096494086	0.01698267	0.08185344	0.09781144	0.08595888
ABCC2	0.0021652153	0.0057758954	0.0	0.0017083066	0.0	0.0	0.0053390283	0.0005385102
ABCC3	0.013837526	0.029988894	0.9600969	0.06884383	0.052188724	0.14994414	0.009214383	0.0127814915
ABCC4	0.07218026	0.46538472	0.08834519	0.6531261	0.38373148	0.16458961	0.0577501	0.03306326
ABCC5	0.04528756	0.1401954	0.17108937	0.24586743	0.061931465	0.3886572	0.21992636	0.079499386
ABCC6	0.0049127014	0.017533585	0.41734385	0.041527573	0.0151802655	0.019322949	0.0053390283	0.003356608
ABCC8	0.0	0.0	0.0018012392	0.0	0.0	0.0	0.0	0.0
ABCC9	0.0008472582	0.025028879	0.0005815341	0.01024984	0.0	0.0004926594	0.40576616	0.0002692551
ABCD1	0.048310723	0.08052575	0.069365904	0.08772757	0.03136832	0.26205912	0.073084354	0.07222347
ABCD2	0.050142463	0.003850597	0.0006962744	0.007260303	0.0	0.008557634	0.0015387373	0.07760157
ABCD3	0.05559001	0.19164409	0.5252912	0.19712734	0.09821659	0.10287408	0.44651616	0.09230716
ABCD4	0.11572094	0.8521541	0.29334438	0.15655509	0.07543758	0.12726827	0.35476008	0.17396978
ABCE1	0.20138617	0.43411174	0.2642063	0.37734818	0.22753036	0.21323505	0.29383114	0.28951052
ABCF1	0.22393999	0.4058592	0.34564513	0.31747496	0.2570161	0.24877886	0.28332025	0.31312102
ABCF2	0.113862514	0.39311084	0.25694555	0.30552918	0.11882678	0.1734063	0.29389563	0.1987068
ABCF3	0.14408153	0.3103251	0.25874558	0.24293861	0.1155312	0.11894853	0.20582168	0.1534332
ABCG1	0.06670369	0.87900525	0.15647358	0.10414629	0.037423003	0.2057031	0.18287458	0.20840146
ABCG2	0.02069013	0.29756746	0.3031071	0.06887438	0.0037950664	0.07878089	0.099409565	0.0061970963
ABCG5	0.00028241938	0.0	0.032995135	0.0	0.0	0.0004926594	0.0	0.00013462755
ABCG8	0.0	0.0	0.0045631393	0.0	0.0	0.0	0.0	0.0
ABHD1	0.009370485	0.015402388	0.0011816692	0.00128123	0.0056926	0.00788255	0.0053390283	0.0035003163
ABHD10	0.12179604	0.19009507	0.2014334	0.14710915	0.09477451	0.13895552	0.1815217	0.09589905
ABHD11	0.091955885	0.1275905	0.8741158	0.15392117	0.06033297	0.119289935	0.15582182	0.055110913
ABHD12	0.2024404	0.345343	0.39054623	0.32983664	0.13609578	0.6315518	0.33991107	0.12854065
ABHD12B	0.002742061	0.0	0.1859145	0.0	0.0018975332	0.002731618	0.0	0.0002692551
ABHD13	0.13737522	0.32365975	0.16979662	0.335411	0.1782386	0.21150932	0.24978715	0.27300122
ABHD14A	0.43286464	0.24817814	0.19872439	0.4070271	0.23814423	0.10663466	0.34289765	0.35105464
ABHD14B	0.2906268	0.3969128	0.5969477	0.49218503	0.19670698	0.19776154	0.2959463	0.46057698
ABHD15	0.07422742	0.044084664	0.14102085	0.05777998	0.036120992	0.13931857	0.06485601	0.14331949
ABHD16A	0.02193452	0.060452502	0.097379275	0.07976027	0.028462999	0.03328335	0.05872931	0.0132825505
ABHD17A	0.14343904	0.69450396	0.25235453	0.22123188	0.045598317	0.24463071	0.22758271	0.509329
ABHD17B	0.110670716	0.19858657	0.18782714	0.11913745	0.32861972	0.081226274	0.12810603	0.15515703
ABHD17C	0.01647327	0.15123403	0.6575364	0.18851835	0.011864092	0.021751694	0.01711957	0.014431647
ABHD2	0.06969677	0.2518954	0.48187906	0.24657199	0.24773756	0.3828076	0.3295386	0.10895066
ABHD3	0.3162406	0.13332072	0.48446766	0.12907673	0.14959887	0.19838078	0.20800592	0.2692581
ABHD4	0.09224331	0.17240778	0.09604536	0.19369894	0.07498861	0.047035255	0.13287412	0.035217483
ABHD5	0.22682102	0.32255507	0.2111282	0.25865033	0.0774581	0.3689058	0.42556548	0.16285662
ABHD6	0.047933415	0.16137391	0.15988076	0.10402442	0.13546498	0.2677547	0.2669422	0.058592506
ABHD8	0.19351235	0.1093535	0.03581264	0.22182205	0.10263908	0.20066613	0.21267484	0.09656167
ABI1	0.2812639	0.3387726	0.3300985	0.28017822	0.27342594	0.41822416	0.2576441	0.38946468
ABI2	0.12327136	0.47435963	0.16675392	0.5919591	0.11592354	0.17916857	0.4664967	0.20645158
ABI3	0.14113262	1.2281005	0.008062208	0.027917873	0.010321444	0.9149212	0.03582763	0.57266736
ABI3BP	0.012795813	0.049290348	0.009376725	1.2648838	0.018128429	0.008814976	0.8412093	0.0081665665
ABL1	0.037971232	0.27042425	0.3194674	0.34877986	0.023714708	0.14149398	0.18387277	0.06407117
ABL2	0.09710975	1.0258961	0.1467331	0.30940887	0.21413204	0.48832488	0.9312131	0.11296026
ABLIM1	0.06781604	0.8089065	0.5733326	0.052034162	0.02109819	0.020628696	0.35023257	0.2710914
ABLIM2	0.0057510016	0.24983974	0.16804615	0.0044333832	0.0	0.0063131936	0.031756144	0.013597383
ABLIM3	0.0072150026	0.62208915	0.0010890967	0.34301093	0.035821315	0.070064105	0.18808854	0.0025579236
ABO	0.0	0.0	0.022575067	0.0	0.0	0.0	0.0	0.0
ABR	0.044366628	0.29514307	0.587929	0.23257895	0.053700976	0.26916468	0.14768416	0.11480557
ABRACL	0.3428712	0.37040216	0.6676182	0.18298407	0.6384256	0.81991065	0.13293168	0.9138865
ABT1	0.2639432	0.3864119	0.33522674	0.29499558	0.25668493	0.1753975	0.24521399	0.41870534
ABTB1	0.16109729	0.46366668	0.11255559	0.4413179	0.17142572	0.31661165	0.54486614	0.30162084
ABTB2	0.018841367	0.022961961	0.10598089	0.030381233	0.0018975332	0.023987971	0.021356113	0.012242836
AC000003.2	0.010053889	0.0064847223	0.0019683435	0.03871735	0.0227704	0.12703764	0.010678057	0.0071352604
AC000032.2	0.0015062367	0.0	0.0	0.0	0.0	0.002463297	0.0	0.0002692551
AC000068.10	0.000941398	0.0	0.0010807435	0.0	0.0	0.0	0.0	0.0002692551
AC000068.5	0.047921535	0.003850597	0.022210296	0.0059790732	0.0037950664	0.0046423185	0.010678057	0.010635577
AC000068.9	0.0016003766	0.0	0.003122148	0.0	0.0	0.0	0.0	0.00040388264
AC002044.4	0.00018827959	0.0	0.007204957	0.0	0.0	0.0064045717	0.0	0.00040388264
AC002059.10	0.0	0.0	0.000120082615	0.0	0.0	0.0	0.0	0.0
AC002116.7	0.012912573	0.0	0.03554317	0.0	0.0056926	0.009750543	0.0	0.007943026
AC002117.1	0.06443749	0.02964288	0.049370844	0.07017199	0.013282732	0.050830346	0.043632895	0.08371998
AC002306.1	0.0026351733	0.0019252985	0.0054603177	0.0021353832	0.0	0.0004926594	0.010678057	0.015616796
AC002310.12	0.056153808	0.14197668	0.1050865	0.10904166	0.050717205	0.03483755	0.046882946	0.0794777
AC002310.7	0.0046969904	0.0057758954	0.009420642	0.00384369	0.0037950664	0.004926594	0.0	0.0041734544
AC002331.1	0.0077714426	0.0025527368	0.0018295803	0.0026977612	0.032258064	0.0037619965	0.0	0.09738164
AC002398.11	0.0016945164	0.011551791	0.0024442964	0.009395687	0.0	0.0029559562	0.0053390283	0.0008077653
AC002451.3	0.013024128	0.05968425	0.040906668	0.01153107	0.0075901328	0.02360484	0.053390283	0.00094239286
AC002454.1	0.0036714522	0.009626492	0.0076234248	0.010676917	0.0075901328	0.0014779781	0.0	0.0005385102
AC002456.2	0.0022553382	0.0	0.0	0.0042707664	0.0018975332	0.00837521	0.0053390283	0.00013462755
AC002467.7	0.039941892	0.11067182	0.17107664	0.07371715	0.044446327	0.08795349	0.030250913	0.04643613
AC002472.13	0.004250476	0.011515009	0.011156468	0.0042707664	0.0	0.0044339346	0.0053390283	0.0059236125
AC002480.3	0.000470699	0.0	0.0	0.0	0.0	0.0009853188	0.0	0.0002692551
AC002480.5	0.016082041	0.0	0.0	0.0	0.0	0.0014779781	0.0	0.0002692551
AC002511.1	0.0008472582	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002511.2	0.0005170711	0.0019252985	0.0	0.15660581	0.0	0.0009853188	0.0	0.00094239286
AC002511.3	0.0	0.0	0.0	0.007260303	0.0	0.0	0.0	0.0
AC002519.8	0.0006589786	0.0	0.0	0.0	0.0	0.0	0.0	0.00013462755
AC002550.5	0.00028241938	0.0	0.0020414046	0.0	0.0	0.0	0.0	0.0002692551
AC003051.1	0.012442673	0.023103582	0.00810002	0.011009952	0.0018975332	0.0073898905	0.010678057	0.008885418
AC003075.4	0.041058507	0.1424085	0.13247499	0.17975415	0.10073796	0.12824811	0.22567481	0.15207072
AC003090.1	0.0026552693	0.003645304	0.002241134	0.1481615	0.0018975332	0.001288982	0.0053390283	0.00094239286
AC003092.1	0.0071546244	0.0	0.0	0.0034166132	0.0	0.0019706376	0.0	0.0002692551
AC003092.2	0.000941398	0.0	0.0	0.0	0.0	0.0	0.0	0.00013462755
AC003102.3	0.009716223	0.013423386	0.0051606735	0.0042707664	0.0018975332	0.0064045717	0.0053390283	0.0071352604
AC003104.1	0.000470699	0.007701194	0.00060041307	0.0017083066	0.0018975332	0.0019706376	0.0	0.0059236125
AC003665.1	0.015512643	0.042306855	0.038092043	0.04336888	0.009487666	0.0322013	0.037373196	0.0049368967
AC003956.1	0.0008472582	0.0	0.0020414046	0.0	0.0	0.0004926594	0.0	0.0
AC003991.3	0.000470699	0.0	0.040867276	0.0	0.0	0.0	0.0	0.0
AC004009.3	0.0	0.0	0.001561074	0.0	0.0	0.0	0.0	0.0
AC004012.1	0.0	0.0	0.0014409914	0.0	0.0	0.0	0.0	0.0
AC004016.1	0.012426454	0.0	0.0	0.0	0.0	0.0004926594	0.0	0.0002692551
AC004053.1	0.0019769357	0.0057758954	0.00083779806	0.0042707664	0.0018975332	0.0009853188	0.0053390283	0.0016155306
AC004067.5	0.00028241938	0.0	0.0	0.0	0.0	0.0044339346	0.0	0.0010770204
AC004069.2	0.041936707	0.07901746	0.0946889	0.09582674	0.037276078	0.13187455	0.04237855	0.044710778
AC004156.3	0.00056483876	0.0	0.0014409914	0.0	0.0	0.002463297	0.0	0.0029618063
AC004158.2	0.008197184	0.0071684127	0.033441745	0.00640615	0.0018975332	0.0053941663	0.0053390283	0.005997318
AC004231.2	0.0	0.0	0.0007204957	0.0	0.0	0.0	0.0	0.0
AC004257.1	0.00075311837	0.0057758954	0.0027572052	0.00128123	0.0	0.0009853188	0.026695142	0.0006731378
AC004257.3	0.036741298	0.11701895	0.08266611	0.086180545	0.034155596	0.06129637	0.07621018	0.05381286
AC004381.6	0.01791706	0.04637922	0.110423245	0.03152073	0.12713473	0.024582272	0.016017085	0.009184942
AC004447.2	0.002259355	0.0	0.0030377836	0.00512492	0.0	0.0044339346	0.010678057	0.002423296
AC004463.6	0.018236544	0.02723255	0.04752847	0.0391903	0.0037950664	0.012316484	0.0053390283	0.0163812
AC004466.1	0.0010355378	0.0019252985	0.029339533	0.0017083066	0.0	0.0014779781	0.0053390283	0.0008077653
AC004490.1	0.007313265	0.028425734	0.012498614	0.01398364	0.013282732	0.006897231	0.0053390283	0.0068660052
AC004510.3	0.005243176	0.0	0.012900798	0.0	0.017077798	0.0	0.0	0.002423296
AC004528.4	0.009691484	0.015402388	0.018026305	0.016655989	0.0075901328	0.00884595	0.03203417	0.008695719
AC004538.3	0.00037655918	0.0032889487	0.0	0.11659193	0.0	0.0	0.0	0.0002692551
AC004540.4	0.0028160375	0.38434064	0.01757545	0.0029895366	0.0037950664	0.0009853188	0.09076348	0.00040388264
AC004540.5	0.051731803	0.37259856	0.031838283	0.07689353	0.0227704	0.0280992	0.14874165	0.0035003163
AC004775.5	0.0	0.0	0.0042028916	0.0	0.0	0.0029559562	0.0	0.0
AC004791.2	0.005009496	0.0028508767	0.001470566	0.002056945	1.6950833	0.0028835684	0.0	0.0016831447
AC004840.9	0.0046978733	0.0057758954	0.0	0.0008541533	0.0	0.0009853188	0.0	0.004442709
AC004854.4	0.0062327827	0.0019252985	0.002385892	0.00384369	0.0018975332	0.0019706376	0.010678057	0.0049812193
AC004870.4	0.0	0.0	0.028462578	0.0	0.0	0.0	0.0	0.0
AC004878.2	0.001412097	0.0019252985	0.0	0.014093529	0.0018975332	0.0	0.0	0.0017501581
AC004878.8	0.01071759	0.003850597	0.001041433	0.0046978435	0.0037950664	0.0014779781	0.021356113	0.007943026
AC004893.11	0.025481245	0.0569156	0.04782337	0.037774332	0.020872865	0.027106177	0.037373196	0.027789619
AC004941.3	0.0015062367	0.0	0.001386807	0.0	0.0018975332	0.0004926594	0.0	0.0016155306
AC004951.6	0.11640772	0.31308156	0.198706	0.20986028	0.0787104	0.1706496	0.24133472	0.24429917
AC004988.1	0.006119087	0.0	0.0009606609	0.0	0.0018975332	0.0014779781	0.0	0.0010770204
AC005003.1	0.025356868	0.041162655	0.037049174	0.041559286	0.018975332	0.01606811	0.03255919	0.026353033
AC005037.3	0.023740241	0.003850597	0.026436413	0.002868331	0.0037950664	0.0064045717	0.0053390283	0.0068660052
AC005062.2	0.029875282	0.009192869	0.052013323	0.038785588	0.0113852	0.032505058	0.0053390283	0.011027712
AC005076.5	0.072542354	0.08504386	0.07220702	0.08500161	0.038371034	0.08641669	0.015230825	0.019728221
AC005082.12	0.0039538713	0.013477089	0.0031766614	0.0042707664	0.0037950664	0.048773278	0.0	0.002423296
AC005083.1	0.22573802	0.009067567	0.09845812	0.005615982	0.028120918	0.12157423	0.0053390283	0.038454615
AC005152.2	0.0010876951	0.0	0.122521095	0.0	0.0	0.0	0.0	0.0
AC005152.3	0.0032948928	0.0	0.0	0.0	0.0	0.0	0.0	0.00013462755
AC005154.6	0.09585266	0.28165963	0.19556525	0.27980512	0.10829903	0.19951545	0.19455291	0.12663457
AC005220.3	0.0034831725	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005224.2	0.0083227	0.011551791	0.039683364	0.008075651	0.0018975332	0.003941275	0.0053390283	0.0064621223
AC005237.4	0.0013179572	0.0	0.0	0.0	0.0	0.0	0.0	0.00040388264
AC005253.2	0.027623767	0.024863081	0.019972388	0.031174714	0.013282732	0.032786805	0.016017085	0.03242964
AC005256.1	0.0	0.0	0.0055082873	0.0	0.0	0.0	0.0	0.0
AC005264.2	0.00018827959	0.0019252985	0.0	0.0017083066	0.0018975332	0.011331165	0.0	0.0010770204
AC005306.3	0.008621886	0.019896852	0.061311778	0.015725056	0.0037950664	0.029127529	0.0254974	0.02530998
AC005307.1	0.0	0.0	0.0010807435	0.0	0.0	0.0	0.0	0.0
AC005329.7	0.0070918826	0.009626492	0.025780743	0.00512492	0.0018975332	0.00788255	0.016017085	0.004577337
AC005339.2	0.01975833	0.021178283	0.010682528	0.01921845	0.0113852	0.004926594	0.010678057	0.0032310612
AC005355.2	0.004811182	0.027417403	0.3697419	0.0028302083	0.0036166972	0.0011904165	0.0053390283	0.0020194133
AC005356.1	0.005177689	0.028879477	0.0015877292	0.015801836	0.0151802655	0.0073898905	0.010434756	0.0006731378
AC005487.2	0.0036714522	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC005498.3	0.0019769357	0.023103582	0.0032460843	0.013239376	0.0018975332	0.010838506	0.016017085	0.0055197296
AC005523.2	0.031162089	0.043337345	0.029052995	0.03226982	0.08918406	0.05812344	0.07978783	0.045156214
AC005523.3	0.008637651	0.015402388	0.0027288396	0.0042707664	0.0018975332	0.0044339346	0.0	0.0025579236
AC005537.2	0.0	0.0	0.0014409914	0.0	0.0	0.0	0.0	0.0
AC005540.3	0.027151927	0.15161897	0.06540459	0.11007118	0.047349356	0.03749709	0.071744	0.027530555
AC005550.3	0.0005497726	0.0	0.13755669	0.0	0.0	0.0009853188	0.0	0.0002692551
AC005562.1	0.12808636	0.23501284	0.14562759	0.194874	0.10317849	0.107823886	0.21993724	0.0696512
AC005592.2	0.0	0.0	0.0	0.0059790732	0.0	0.0	0.0	0.0
AC005609.1	0.0025417747	0.003850597	0.004185188	0.0034166132	0.0	0.002463297	0.0	0.0026925511
AC005614.3	0.0010355378	0.003850597	0.0013535296	0.0021353832	0.0018975332	0.002463297	0.0	0.004846592
AC005616.2	0.0040348237	0.0057758954	0.004636049	0.0068332264	0.0037950664	0.006897231	0.0	0.0036349439
AC005618.6	0.00461285	0.0019252985	0.0013168696	0.0029895366	0.0018975332	0.0	0.0	0.0018847857
AC005682.5	0.030443879	0.021711215	0.005079107	0.059954036	0.0075901328	0.019289874	0.12813668	0.022045834
AC005682.8	0.010478297	0.0057758954	0.0	0.00768738	0.0056926	0.0064045717	0.048051253	0.0057889847
AC005754.8	0.0	0.0019252985	0.0	0.00384369	0.0	0.0	0.0	0.0
AC005757.6	0.000941398	0.0	0.0	0.0	0.0	0.0	0.0	0.0008077653
AC005785.2	0.001882796	0.0	0.0033039597	0.0	0.0037950664	0.0004926594	0.0	0.0013462756
AC005786.5	0.0010355378	0.0	0.0	0.0	0.0	0.0	0.0	0.0002692551
AC005789.11	0.0016003766	0.06353485	0.007216166	0.00768738	0.0	0.0004926594	0.026695142	0.0021540408
AC005932.1	0.0050835493	0.0	0.0	0.0	0.0	0.003941275	0.0	0.00013462755
AC005943.4	0.013372343	0.02239341	0.03627633	0.016597472	0.0113852	0.011744395	0.016017085	0.013149831
AC005943.5	0.0020710756	0.0057758954	0.017481858	0.0034166132	0.0018975332	0.0019706376	0.016017085	0.0017501581
AC005944.2	0.002778245	0.009626492	0.009639116	0.00256246	0.0	0.004926594	0.0	0.0059236125
AC005954.4	0.009153562	0.017327685	0.01494591	0.011899248	0.0075901328	0.009788544	0.010678057	0.0070006326
AC006050.2	0.0	0.0	0.0012008261	0.0	0.0	0.0	0.0	0.0
AC006115.3	0.0	0.0019252985	0.0	0.0042707664	0.0	0.0	0.0	0.0
AC006116.17	0.0033890328	0.007701194	0.0042761476	0.0059790732	0.0037950664	0.009360529	0.0053390283	0.0021540408
AC006116.20	0.005635555	0.20421973	0.0049209143	0.005910145	0.05313093	0.013906106	0.016017085	0.023008903
AC006129.2	0.18856658	0.062385216	0.004775348	0.004922186	0.011123965	0.017970588	0.0070847436	0.30679032
AC006129.4	0.41461667	0.026444498	0.0054154694	0.015951687	0.04723976	0.06840154	0.011453748	0.043351725
AC006132.1	0.17434163	0.051193494	0.01839989	0.024253953	0.13365869	0.023072788	0.041363325	0.04694521
AC006160.5	0.00461285	0.007701194	0.00060041307	0.016228912	0.0056926	0.0073898905	0.010678057	0.0022886684
AC006273.4	0.0	0.009626492	0.0	0.00128123	0.0	0.0	0.0	0.0
AC006273.5	0.00037655918	0.009626492	0.00504347	0.00512492	0.0018975332	0.0009853188	0.0	0.0
AC006273.7	0.0034713915	0.0057758954	0.006152857	0.0034166132	0.0018975332	0.0029559562	0.0	0.0022886684
AC006277.2	0.0	0.0	0.001561074	0.0	0.0	0.0	0.0	0.0
AC006369.2	0.0024462843	0.0	0.00039599466	0.0	0.0	0.0009853188	0.0	0.080569796
AC006449.1	0.00018827959	0.0	0.0	0.0	0.0	0.0	0.0	0.0006731378
AC006486.1	0.011933456	0.045365762	0.04536523	0.07363553	0.0113852	0.015114812	0.010678057	0.0061928676
AC006538.1	0.002259355	0.0	0.0005833104	0.0	0.0	0.0009853188	0.0	0.00040388264
AC006547.14	0.0	0.038505968	0.0	0.0	0.0	0.0	0.0	0.0
AC006547.15	0.004298725	0.015402388	0.008234565	0.00512492	0.0056926	0.0064045717	0.0053390283	0.00659675
AC006547.8	0.00037655918	0.0	0.0	0.0	0.0	0.0009853188	0.0	0.00040388264
AC006942.4	0.065044194	0.06447579	0.01268365	0.110558145	0.030360531	0.026088519	0.069407366	0.014921878
AC006946.16	0.012991292	0.0019252985	0.0	0.0098227635	0.0	0.0009853188	0.021356113	0.0002692551
AC006953.1	0.00075311837	0.0	0.0012008261	0.0	0.0018975332	0.01527244	0.0	0.0
AC006967.1	0.0	0.0	0.0014409914	0.0	0.0	0.0	0.0	0.0
AC006994.2	0.059587874	0.04918971	0.022884602	0.08741665	0.026565464	0.040438116	0.073065236	0.0056543574
AC007009.1	0.0	0.0	0.0153871	0.0	0.0	0.0	0.0	0.0
AC007036.4	0.0053149867	0.024708312	0.01150234	0.010145518	0.0018975332	0.01123899	0.010678057	0.00659675
AC007036.6	0.0011296775	0.0	0.006564489	0.0	0.0	0.002463297	0.0	0.00013462755
AC007038.7	0.0038545153	0.019252984	0.012076147	0.008541533	0.0075901328	0.009853188	0.0	0.00659675
AC007040.11	0.0016003766	0.0	0.001775108	0.0055519966	0.0018975332	0.0	0.026695142	0.0005385102
AC007040.6	0.001882796	0.0	0.0	0.0	0.0	0.0009853188	0.0	0.00013462755
AC007092.1	0.017162858	0.019252984	0.011081064	0.015638715	0.018975332	0.013745483	0.026695142	0.012520363
AC007099.1	0.0	0.0	0.003122148	0.0	0.0	0.0	0.0	0.0
AC007161.5	0.01141292	0.098029934	0.014925086	0.045962032	0.0037950664	0.006897231	0.08300996	0.0067313774
AC007182.6	0.0014016965	0.0	0.07647903	0.0	0.0	0.0009853188	0.0	0.00013462755
AC007193.9	0.00018827959	0.003850597	0.0	0.0021353832	0.0	0.0	0.0053390283	0.00040388264
AC007228.11	0.011712935	0.061935954	0.028665615	0.034249723	0.0113852	0.008553267	0.06406834	0.009827811
AC007228.5	0.00056483876	0.0	0.0	0.0	0.0	0.0004926594	0.0	0.0006731378
AC007228.9	0.02492897	0.098683745	0.12389855	0.078928985	0.043643262	0.051211353	0.06385115	0.03547351
AC007246.3	0.12806548	0.21492861	0.24518242	0.25801182	0.02655893	0.09924498	0.2638874	0.055817913
AC007255.8	0.0	0.0	0.04120555	0.0	0.0	0.0	0.0	0.0
AC007278.2	9.4139796e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0028271787
AC007278.3	9.4139796e-05	0.0	0.0	0.0	0.0056926	0.0	0.0	0.010500949
AC007292.3	0.013238328	0.050909784	0.019007964	0.014822597	0.0018975332	0.016676338	0.026695142	0.0076737707
AC007292.4	0.00037655918	0.007701194	0.0022815696	0.00256246	0.0	0.0004926594	0.0	0.00040388264
AC007292.6	0.0006589786	0.0	0.03215157	0.00256246	0.0	0.0014779781	0.0	0.0005385102
AC007308.6	0.013385355	0.026522601	0.011496934	0.019197108	0.017077798	0.0062442287	0.021356113	0.018309347
AC007319.1	0.0	0.0057758954	0.0	0.0119581465	0.0	0.0	0.021356113	0.0
