gene	B_Plasma	Endothelial	Epithelial	Fibroblast	Mast	Myeloid	T_NK
RP11-714G18.1	0.003742946	0.0	0.005540814	0.004016064	0.0	0.0	0.0017611835
ANKRD37	0.38199463	0.18893489	0.43259257	0.15166722	0.14277723	0.22044949	0.18296249
UFSP2	0.17309868	0.38253197	0.23852667	0.41127053	0.16136745	0.14489199	0.189291
C4ORF47	0.0178603	0.07239464	0.0070188455	0.08238852	0.0	0.0074327337	0.006824586
CCDC110	0.06432799	0.00947452	0.018408332	0.032128513	0.0	0.0042128535	0.0017611835
RP11-279O9.4	0.1725349	0.036163535	0.0039068894	0.058957368	0.0	0.0024446063	0.0017583967
PDLIM3	0.07459006	1.1716528	0.036388658	2.0428505	0.02756363	0.031127347	0.03113838
SORBS2	0.065228045	2.733131	0.2539707	0.6138464	0.009259259	0.022810258	0.01232593
RP11-301L8.2	0.08061586	0.0	0.0	0.008032128	0.0	0.0014865467	0.0
RP11-626E13.1	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.0
RP11-45I20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TLR3	0.008825155	0.20039287	0.26008305	0.15925835	0.009259259	0.038170617	0.015630504
FAM149A	0.034535766	0.009116376	0.1439788	0.064257026	0.0	0.005946187	0.0017611835
CYP4V2	0.05827978	0.17155825	0.26965156	0.3116266	0.04526816	0.12176605	0.11086743
KLKB1	0.003742946	0.0051733055	0.022121098	0.02811245	0.0	0.0014865467	0.004402959
F11	0.00028791893	0.0	0.017050298	0.008032128	0.0	0.0	0.0
F11-AS1	0.00028791893	0.0	0.0028417164	0.0	0.0	0.0	0.00022014794
RP11-215A19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTNR1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAT1	0.0100258	0.021211483	1.0120556	0.7479291	0.018518519	0.007233982	0.0038597612
RP11-11N5.1	0.0	0.0	0.0	0.0	0.0	0.0014865467	0.0
RP11-11N5.3	0.0	0.0	0.0014208582	0.004016064	0.0	0.0	0.0
RP11-217E13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-696F12.1	0.0	0.0	0.0	0.004016064	0.0	0.0	0.0
RP11-308K2.1	0.0	0.0	0.0	0.004016064	0.0	0.0014865467	0.00044029587
RP11-138B4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0022014794
RP11-91J3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-91J3.3	0.0	0.0	0.0	0.0	0.0	0.0	0.00022014794
RP11-237D3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-565A3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-565A3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP42	0.0014395947	0.0	0.0014208582	0.008032128	0.0	0.0014865467	0.0019813315
TRIML2	0.0051682023	0.0051733055	0.0042625745	0.0	0.0	0.0044596405	0.0028619233
TRIML1	0.0	0.0051733055	0.0	0.0	0.0	0.0	0.00022014794
RP11-366H4.3	0.036801692	0.010346611	0.008354177	0.016064256	0.018518519	0.014833095	0.011447693
RP11-366H4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01060	0.0	0.0	0.0	0.008032128	0.0	0.0	0.0
RP11-756P10.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-756P10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-756P10.2	0.00057583785	0.0051733055	0.0	0.0	0.0	0.0014865467	0.00022014794
RP11-818C3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-706F1.1	0.0	0.0051733055	0.0014208582	0.0	0.0	0.0	0.00022014794
RP11-706F1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01262	0.00057583785	0.0	0.0	0.0	0.0	0.019325107	0.00022014794
RP11-462G22.2	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.0
AF146191.4	0.0071927537	0.031039834	0.005683433	0.024096385	0.009259259	0.0074327337	0.0052835504
LINC01596	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRG1	0.21805224	0.53173965	0.34288967	0.45165858	0.26671287	0.32493785	0.2851202
FRG2	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.00022014794
DBET	0.00057583785	0.0	0.0028417164	0.004016064	0.0	0.0	0.0006604438
DUX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2231H16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHG4B	0.009603118	0.018167963	0.0071984124	0.02008032	0.018518519	0.028445397	0.013625
LRRC14B	0.0011516757	0.0	0.0	0.0	0.0	0.0	0.0
CCDC127	0.08241587	0.25932595	0.146538	0.23860185	0.016892591	0.10028806	0.08169026
SDHA	0.21150497	0.33822498	0.88210744	0.34904543	0.11743657	0.22607511	0.23057511
CTD-2083E4.6	0.00086375675	0.0051733055	0.0042625745	0.008032128	0.0	0.0014865467	0.0013208876
PDCD6	0.2939343	0.9093474	0.7714679	0.66110486	0.29258054	0.5141557	0.3198609
AHRR	0.0042253872	0.19228196	0.0038985533	0.04819277	0.0	0.04162331	0.003302219
EXOC3-AS1	0.03702777	0.09716003	0.082146585	0.11913456	0.03533281	0.09936752	0.057446495
EXOC3	0.08185069	0.29115734	0.24256542	0.23844947	0.07312508	0.24659447	0.1307197
PP7080	0.057441417	0.07754228	0.63033974	0.13412403	0.05982856	0.06640199	0.092882976
SLC9A3	0.0	0.0	0.017050298	0.0	0.0	0.0	0.00022014794
RP11-310P5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-310P5.1	0.0	0.0	0.0014208582	0.0	0.0	0.0014865467	0.0
CEP72	0.023738736	0.030594474	0.052683398	0.023792183	0.009259259	0.021858297	0.018326867
TPPP	0.014492636	0.058955096	0.20953503	0.13199133	0.027777778	0.00985007	0.019449988
CTD-2589H19.6	0.0031671082	0.0	0.011313918	0.0	0.0	0.0014865467	0.0028619233
ZDHHC11B	0.0043265265	0.035382945	0.13404484	0.14056225	0.009259259	0.0014865467	0.004182811
ZDHHC11	0.0031318318	0.015519917	0.02364251	0.044176705	0.0	0.0044596405	0.0019813315
BRD9	0.11984217	0.32674634	0.18572435	0.2931591	0.16748641	0.19367379	0.23201042
TRIP13	0.035569496	0.055679914	0.14532831	0.036269125	0.037037037	0.027319364	0.045193784
RP11-661C8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-661C8.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-43F13.3	0.00086375675	0.0051733055	0.0	0.13654618	0.0	0.0	0.0006604438
RP11-43F13.4	0.0	0.0051733055	0.0042625745	0.044176705	0.0	0.0	0.0
NKD2	0.0025602565	0.08277289	0.0028140892	0.32449293	0.0	0.0029730934	0.0006604438
SLC12A7	0.022186995	0.69337136	0.3553571	0.26793623	0.06481481	0.28647643	0.033088755
CTD-3080P12.3	0.00086375675	0.076363795	0.061096903	0.0	0.009259259	0.011892374	0.0011007397
SLC6A19	0.0047195363	0.0	1.3324766	0.009586694	0.0	0.009110337	0.0056085982
SLC6A18	0.00028791893	0.0	0.008525149	0.0	0.0	0.0	0.0
TERT	0.0023033514	0.0	0.021312874	0.0	0.0	0.0014865467	0.00022014794
CLPTM1L	0.32320184	0.34646785	0.31018677	0.25015074	0.12879898	0.17906518	0.08923231
LINC01511	0.0011516757	0.0	0.0042625745	0.0	0.0	0.0	0.0
SLC6A3	0.0	0.0	0.0014208582	0.004016064	0.0	0.0	0.0
LPCAT1	0.11257713	0.26850498	0.08386777	0.21775447	0.1567752	0.35195673	0.09803393
CTD-2245E15.3	0.00057583785	0.0	0.0014208582	0.0	0.0	0.0	0.00022014794
CTD-2012J19.3	0.004315876	0.0051733055	0.011272199	0.008032128	0.0	0.023784747	0.0013208876
CTD-2587M23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL36	0.26532355	0.5710163	0.5164992	0.53029263	0.09627916	0.22145014	0.15440252
NDUFS6	0.41922665	0.8394602	1.4044113	0.66139114	0.2915045	0.6088504	0.37291357
CTD-2194D22.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2194D22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2194D22.3	0.0	0.0	0.0	0.004016064	0.0	0.0	0.0
CTD-2194D22.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-259O2.1	0.00086375675	0.0	0.0	0.004016064	0.0	0.0	0.0
RP11-259O2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-259O2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LSINCT5	0.009760978	0.027374007	0.029387115	0.016064256	0.018518519	0.014865467	0.006824586
RP11-129I19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRX2	0.00028791893	0.0	0.035521455	0.004016064	0.0	0.0029730934	0.0
C5ORF38	0.00028791893	0.010346611	0.029838022	0.004016064	0.0	0.0014865467	0.0
RP11-468D11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-35O7.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01377	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-121L11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01017	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRX1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2012M11.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2287N17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2383I20.1	0.0	0.0	0.0	0.0	0.0	0.0014865467	0.0
CTD-2008N3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-445O3.3	0.014950614	0.0051733055	0.018698324	0.008032128	0.009259259	0.016352015	0.009686509
RP11-445O3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-445O3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2318H23.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2161F6.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2161F6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2161F6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2046I8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2247C11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2247C11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01020	0.00028791893	0.0	0.0014208582	0.004016064	0.0	0.0	0.0
CTD-2247C11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2247C11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2297D10.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS16	0.00086375675	0.0051733055	0.0	0.33734939	0.0	0.0	0.00044029587
CTD-2297D10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ICE1	0.11727437	0.3705317	0.20705815	0.21705383	0.10578948	0.18127598	0.15842824
CTC-471C19.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-471C19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FLJ33360	0.00057583785	0.015519917	0.0042625745	0.004016064	0.0	0.0	0.0006604438
MED10	0.33838156	0.63910663	0.36199552	0.43538302	0.21684918	0.2992242	0.40204766
UBE2QL1	0.024019195	0.041386444	0.0028417164	0.02008032	0.0	0.0014865467	0.00088059175
LINC01018	0.005559808	0.020445589	0.0027036152	0.016064256	0.018518519	0.0044596405	0.014749912
NSUN2	0.104885966	0.2661378	0.2336952	0.16789442	0.13436772	0.18122748	0.14694521
SRD5A1	0.06843925	0.11528506	0.3463913	0.18244565	0.0220834	0.19470604	0.064323634
CTD-2044J15.1	0.00028791893	0.0051733055	0.0	0.0	0.0	0.0014865467	0.00044029587
PAPD7	0.18671373	0.20911022	0.153483	0.1571114	0.02819207	0.19399792	0.07136649
RP11-332J15.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-332J15.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-332J15.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-332J15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.00022014794
RP11-122F24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-404K5.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2296D1.5	0.0023033514	0.0	0.001240663	0.0	0.0	0.0044596405	0.0030820712
ADCY2	0.012981109	0.009026989	0.03755804	0.0562249	0.0	0.025780132	0.007044734
RP11-711G10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5ORF49	0.00028791893	0.0	0.011366866	0.052208837	0.0	0.0	0.0
MTRR	0.0847672	0.18750714	0.15535033	0.22641614	0.018518519	0.10491596	0.10126558
FASTKD3	0.05504271	0.13080008	0.21184023	0.11721859	0.037037037	0.123131715	0.091570996
CTD-2072I24.1	0.0	0.0051733055	0.0	0.0	0.0	0.0	0.0
RP11-480D4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-480D4.2	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.0
RP11-480D4.6	0.0048946217	0.008841213	0.007882195	0.008032128	0.0	0.0044596405	0.004182811
MIR4458HG	0.034947105	0.3337394	0.40034068	0.25365844	0.037037037	0.092244714	0.04179638
RP11-417J1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-315A16.1	0.0	0.010346611	0.0	0.036144577	0.0	0.0044596405	0.0
RP11-143A12.3	0.00057583785	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2215L10.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA5A	0.01250101	0.09126906	0.303374	0.8676442	0.009259259	0.011892374	0.010849815
CTD-2201E9.4	0.0	0.0	0.0	0.008032128	0.0	0.0	0.0
CTD-2201E9.1	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.0
SNHG18	0.015459376	0.041149046	1.1808271	0.82949483	0.0	0.015578224	0.0072228955
TAS2R1	0.0	0.0	0.0	0.004016064	0.0	0.0	0.0
CTD-2143L24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-447B18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2199O4.1	0.016772643	0.04655975	0.015102977	0.02008032	0.018518519	0.016340382	0.019337317
CTD-2199O4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2199O4.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2199O4.6	0.00057583785	0.0051733055	0.006790193	0.0	0.0	0.0	0.0013208876
FAM173B	0.05103659	0.2443291	0.120336615	0.24103658	0.083333336	0.0919911	0.06352765
CTD-2256P15.1	0.0054704593	0.010346611	0.018303921	0.004016064	0.0	0.0029730934	0.0024216273
CCT5	0.17186742	0.66541827	0.6621696	0.5289932	0.20255685	0.45991167	0.23845002
CTD-2256P15.4	0.003029216	0.0	0.054705907	0.012048192	0.0	0.010405827	0.00088059175
CTD-2256P15.5	0.0	0.0	0.008525149	0.0	0.0	0.0	0.0
CMBL	0.019796314	0.08964287	2.0492418	0.1661889	0.026203081	0.031095332	0.020967407
CTD-2256P15.2	0.015968477	0.049955573	0.10167937	0.020034036	0.009259259	0.033502813	0.014309616
MARCH6	0.27128994	0.51969135	0.43261015	0.41766807	0.27270627	0.27134785	0.3170128
ROPN1L-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ROPN1L	0.0005332989	0.09242792	0.0028417164	0.008032128	0.0	0.0	0.0048432546
LINC01513	0.005124185	0.033548303	0.02160269	0.004016064	0.018518519	0.008919281	0.012328285
RP11-1C1.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-1C1.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-1C1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD33B	0.046504084	0.06522797	0.010839867	0.1584869	0.12005278	0.101121925	0.012048643
ANKRD33B-AS1	0.0023033514	0.0	0.0	0.0	0.0	0.0	0.0
DAP	0.21071824	0.3876722	0.6263492	0.4668211	0.10908722	0.2807218	0.13766345
CTD-2154B17.4	0.0020154323	0.010346611	0.0014208582	0.008032128	0.0	0.0044596405	0.00022014794
CTD-2154B17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTNND2	0.0011516757	0.0051733055	0.0014208582	0.10040161	0.009259259	0.017838562	0.0017611835
RP11-308B16.2	0.0	0.0	0.0	0.0	0.0	0.0	0.00022014794
LINC01194	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-419C19.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTC-305H11.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAH5	0.0011516757	0.0	0.0014208582	0.02008032	0.0	0.0	0.00044029587
CTB-51A17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIO	0.17585067	0.51813126	0.23561008	0.41392323	0.11634342	0.24614169	0.018296588
AC016549.1	0.08122641	0.24915023	0.10200341	0.21946622	0.11084132	0.13938895	0.0088829985
FAM105A	0.04428919	0.060940694	0.37534675	0.21008	0.29632008	0.8182651	0.20214088
CTD-2165H16.4	0.019063646	0.025866529	0.037669953	0.032128513	0.0	0.013005551	0.016731244
OTULIN	0.079785354	0.17844166	0.16923618	0.11368379	0.07004677	0.15657854	0.17195183
ANKH	0.0861605	0.43149394	0.37856615	0.23730408	0.07586881	0.27764136	0.17532739
CTB-40H15.4	0.0014395947	0.0	0.035521455	0.0	0.0	0.0	0.0006604438
RP1-251I12.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-137K24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXL7	0.0046058153	0.47498307	0.0035310958	0.4663958	0.0	0.0044596405	0.0011007397
CTD-2350J17.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MARCH11	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.0
RP11-19O2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-19O2.2	0.00028791893	0.0051733055	0.0	0.0	0.0	0.0	0.00044029587
RP1-167G20.1	0.00057583785	0.0	0.0	0.0	0.0	0.0	0.00022014794
RP1-167G20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF622	0.17700179	0.19140778	0.3539112	0.19249038	0.2034232	0.19398814	0.22539571
FAM134B	0.053824123	0.07716616	0.4330443	0.12994084	0.11023141	0.114466965	0.25174093
RP11-260E18.1	0.0023033514	0.0	0.0	0.0	0.0	0.013378921	0.0090260655
CTC-461F20.1	0.0017275135	0.0051733055	0.0	0.0	0.0	0.0014865467	0.0030820712
MYO10	0.044134475	0.60101676	0.77392167	0.64928854	0.12539086	0.088641904	0.052905146
BASP1	0.39423367	0.06581093	0.027097046	0.60332406	0.12298508	0.96634233	0.019282786
CTD-2228A4.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091878.1	0.0025912703	0.0051733055	0.0028417164	0.008032128	0.0	0.0029730934	0.0006604438
CTD-2139B15.2	0.0054704593	0.0051733055	0.008525149	0.024096385	0.0	0.0044596405	0.0013208876
CTD-2139B15.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2139B15.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-321E2.3	0.00028791893	0.0	0.0	0.0	0.0	0.0044596405	0.0
RP11-321E2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-454P21.1	0.0	0.0	0.0	0.008032128	0.0	0.0014865467	0.00022014794
CTD-2023M8.1	0.006539098	0.0051733055	0.0014208582	0.024096385	0.0	0.0029730934	0.004182811
RP11-124N3.3	0.00057583785	0.0	0.0028417164	0.004016064	0.0	0.0029730934	0.00022014794
RP11-124N3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH18	0.00028791893	0.0051733055	0.0	0.004016064	0.009259259	0.0014865467	0.0006604438
RP11-420O16.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-774D14.1	0.00086375675	0.0	0.0028417164	0.0	0.0	0.0014865467	0.00088059175
CTD-2333M24.1	0.0	0.0	0.0	0.004016064	0.0	0.0	0.0
RP11-374A4.1	0.0040308647	0.0	0.014208582	0.004016064	0.0	0.0	0.00088059175
RP11-360I2.1	0.00028791893	0.010346611	0.0	0.004016064	0.0	0.0	0.0006604438
RP11-804N13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.00022014794
CDH12	0.0014395947	0.0051733055	0.0	0.0	0.0	0.0014865467	0.00022014794
CTD-2234B20.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM9	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.0
C5ORF17	0.00057583785	0.051194403	0.03810199	0.004016064	0.0	0.005946187	0.0074850298
CTD-2074D8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH10	0.0	0.0	0.0014208582	0.0	0.0	0.0	0.00022014794
RP11-116O11.1	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.0
RP11-730N24.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-730N24.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-549K20.1	0.00028791893	0.0	0.0	0.0	0.0	0.0	0.00022014794
RP11-184E9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-192H6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-184E9.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2306M5.1	0.012679781	0.020688897	0.026379842	0.016064256	0.009259259	0.015985971	0.016028376
RP11-351N6.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2533K21.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH9	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3007L5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01021	0.00057583785	0.0	0.0	0.0	0.009259259	0.0029730934	0.00044029587
CTD-2061E9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2134P3.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2118P12.1	0.027391527	0.05795018	0.034517404	0.03447358	0.009259259	0.038127117	0.030980844
CTD-2010I22.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-152K4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH6	0.008482273	0.12315834	0.012787724	0.30266374	0.0	0.011892374	0.0028619233
DROSHA	0.053780317	0.24840781	0.19078223	0.16548564	0.06289655	0.1028286	0.06939199
C5ORF22	0.034340274	0.11466073	0.11785594	0.10514081	0.091206215	0.09150762	0.052250355
PDZD2	0.012898358	0.38065776	0.014023778	0.17020598	0.09259259	0.04871376	0.015927406
RP11-5N11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5N11.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-5N11.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2152M20.2	0.0023033514	0.0051733055	0.0028417164	0.02008032	0.009259259	0.0029730934	0.0015410356
GOLPH3	0.2170753	0.4354229	0.48321098	0.33662802	0.16616084	0.31443566	0.19932784
CTD-2186M15.3	0.07396174	0.14597873	0.28499162	0.08571021	0.009259259	0.0736991	0.024328766
MTMR12	0.07994169	0.38285026	0.1619708	0.13108206	0.043815717	0.15120059	0.07158983
ZFR	0.1517577	0.41631532	0.30400938	0.38805774	0.2007187	0.2718242	0.21908352
SUB1	0.97003466	0.8809261	0.88402563	0.77557766	0.75278765	1.1589062	0.9728671
CTD-2004A9.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPR3	0.0011516757	0.21590964	0.0028417164	0.024096385	0.0	0.0	0.0
CTD-2066L21.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2218G20.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2066L21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2066L21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-113I22.1	0.0	0.010346611	0.0	0.0	0.0	0.0	0.0
CTD-2203K17.1	0.004318784	0.0	0.01562944	0.0	0.0	0.0	0.0022014794
TARS	0.14816862	0.2908643	0.40756398	0.37163022	0.14975186	0.2512791	0.12682965
CTD-2233C11.2	0.0	0.0	0.0	0.004016064	0.0	0.0	0.0
ADAMTS12	0.0025325736	0.09522981	0.005683433	0.475714	0.0	0.0029730934	0.00088059175
RXFP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC45A2	0.0	0.0051733055	0.0	0.0	0.0	0.0	0.0
AMACR	0.010959119	0.10495135	0.08289084	0.032128513	0.0	0.0074327337	0.008145474
C1QTNF3-AMACR	0.00057583785	0.010346611	0.0042625745	0.0	0.0	0.0	0.00044029587
C1QTNF3	0.021839522	0.2484935	0.03967214	0.57532364	0.037037037	0.025686044	0.026690906
RP11-1250I15.3	0.0025912703	0.0	0.008525149	0.0	0.0	0.0	0.0024216273
CTD-2024P10.2	0.0	0.025866529	0.0	0.0	0.0	0.0	0.0
RAI14	0.009805553	2.6342678	0.05507346	0.663981	0.0	0.01988092	0.0049225898
CTD-2024P10.1	0.0	0.0051733055	0.0	0.0	0.0	0.0	0.0
CTD-2517O10.6	0.009631858	0.015519917	0.027266858	0.060240965	0.0	0.0053910315	0.009466361
TTC23L	0.00028791893	0.03621314	0.0	0.0	0.0	0.0	0.0006604438
RAD1	0.1435792	0.23347303	0.18857905	0.29778	0.15137978	0.18040483	0.19238283
BRIX1	0.18905737	0.43968558	0.29410255	0.35900906	0.20040107	0.19254474	0.232131
DNAJC21	0.12817831	0.48443308	0.38391933	0.30191642	0.13069464	0.262312	0.19367099
AGXT2	0.00028791893	0.0	0.04964927	0.0	0.0	0.0029730934	0.0
PRLR	0.0031184286	0.006695659	0.6668325	0.014478695	0.0	0.014387949	0.0006604438
SPEF2	0.022635335	0.075279996	0.060281005	0.212588	0.054374866	0.05864359	0.11825037
CTD-2113L7.1	0.00057583785	0.0	0.0	0.0	0.0	0.0	0.0024216273
IL7R	0.26689497	0.21989563	0.16581775	0.18485685	0.55344534	0.52886844	1.468505
CAPSL	0.0014395947	0.0	0.0028417164	0.02008032	0.0	0.0014865467	0.007705178
RP11-79C6.3	0.0	0.0	0.0	0.0	0.0	0.0014865467	0.0
UGT3A1	0.0	0.0	0.12125265	0.0	0.0	0.0	0.0
UGT3A2	0.010940919	0.0051733055	0.008478223	0.0	0.0	0.0	0.00022014794
LMBRD2	0.07054081	0.20478062	0.19674435	0.12865545	0.10167597	0.094894685	0.08690229
SKP2	0.060061455	0.11266658	0.20970707	0.06467261	0.046296295	0.08611808	0.064502984
NADK2	0.08538159	0.14850529	0.20433225	0.1631395	0.03467944	0.06940017	0.043794308
NADK2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.00022014794
RANBP3L	0.0014395947	0.010346611	0.0	0.004016064	0.0	0.0029730934	0.00022014794
SLC1A3	0.008540442	0.010346611	0.00775178	0.06467087	0.0	0.73539793	0.0043652616
