gene	Epithelial	Fibroblast	Myeloid	T_NK	B_Plasma	Endothelial	Mast	Stromal_other
CPNE7	0.056663133	0.008398217	0.049139064	0.097817466	0.014327228	0.012500158	0.04625619	0.0013987372
CPNE8	0.09435627	0.90624976	0.20826024	0.025064757	0.01731392	1.2399588	0.042169735	0.17327799
CPNE9	0.0017210648	0.002008032	0.007908256	0.00066679076	0.0004761985	0.0	0.0	0.0
CPOX	0.16191936	0.15448862	0.14762191	0.09186754	0.06294623	0.16546288	0.031140946	0.12524028
CPPED1	0.2693874	0.27053505	0.836603	0.07958281	0.043334454	0.2598716	0.33395475	0.4433719
CPQ	0.1885693	1.2994468	0.39351395	0.12776327	0.10523301	0.41970873	0.22297913	0.72492164
CPS1	0.84966266	0.025392184	0.010498509	0.012320419	0.011055101	0.01638884	0.0009487666	0.016017085
CPSF1	0.33555448	0.18132992	0.1192212	0.089204594	0.091130376	0.22986978	0.08748609	0.12056265
CPSF2	0.23590444	0.23270668	0.2467123	0.16030058	0.11342015	0.3033058	0.13043189	0.16233428
CPSF3	0.2597645	0.23455079	0.23442353	0.13520555	0.12145226	0.2422564	0.15751398	0.23691832
CPSF3L	0.43598515	0.4212215	0.23820657	0.23193541	0.19782507	0.39636934	0.09739241	0.35494733
CPSF4	0.19264358	0.16936998	0.14738077	0.129444	0.14019707	0.16112354	0.081125066	0.19395424
CPSF6	0.34700236	0.34033704	0.30146033	0.2807157	0.22268483	0.3458634	0.25084004	0.35426712
CPSF7	0.23894551	0.32606694	0.2468077	0.17189321	0.13238466	0.33824193	0.16408893	0.22715823
CPT1A	0.6032573	0.17891648	0.23300691	0.11333884	0.08295524	0.46040976	0.09691894	0.09665621
CPT1B	0.054550722	0.008973609	0.009097394	0.005689936	0.004674619	0.013067028	0.0009487666	0.0053390283
CPT1C	0.027630435	0.18136325	0.07675227	0.050099716	0.04152006	0.3571257	0.127438	0.16016392
CPT2	0.44292372	0.11673396	0.12911187	0.08958794	0.08497706	0.14515364	0.06282368	0.13660313
CPVL	0.026911302	0.15306525	2.212119	0.011241959	0.025988169	0.13603136	0.03045894	0.013018356
CPXM1	0.003995231	1.1944065	0.008500423	0.0044468185	0.01375379	0.025476307	0.01779816	0.13288033
CPXM2	0.047067083	0.09206335	0.0016697292	0.0002447015	0.0022648107	0.57750016	0.0	0.008458792
CPZ	0.0	0.0021353832	0.0	0.0	0.0	0.0	0.0	0.0
CR1	0.005017188	0.013524791	0.15672764	0.017731655	0.12369351	0.0053556995	0.01715301	0.042712227
CR1L	0.0014208582	0.013157048	0.021516368	0.000599477	0.0028889105	0.038682263	0.0009487666	0.0053390283
CR2	0.019660642	0.0057528294	0.012995064	0.017824786	0.21602626	0.010829489	0.016343363	0.0
CR769776.1	0.0009606609	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CRABP1	0.06594347	0.01004016	0.0014865467	0.0	0.00028791893	0.0	0.0046296297	0.0
CRABP2	0.022825649	0.7750128	0.007505567	0.00553428	0.011946924	0.022392962	0.0009487666	0.04788046
CRADD	0.3096593	0.23013584	0.13761279	0.14083281	0.09719556	0.24669498	0.096565746	0.3579063
CRAMP1L	0.17215751	0.111461885	0.099246405	0.039403576	0.03586046	0.23437458	0.024532514	0.14101884
CRAT	0.56155753	0.28328192	0.10403253	0.060762502	0.07436155	0.25353122	0.054022424	0.24521363
CRB1	0.0035521456	0.009313358	0.0049437312	0.0048703114	0.0018021706	0.009023903	0.0009487666	0.0
CRB2	0.13443944	0.055112734	0.0019057041	0.00064858416	0.008036043	0.0013960865	0.0	0.0
CRB3	0.9341246	0.0072318856	0.008764038	0.01929703	0.065453544	0.009233093	0.003239907	0.0071903476
CRBN	0.2806005	0.45546043	0.2537506	0.37635627	0.19623761	0.8629947	0.71436375	0.6146131
CRCP	0.21805671	0.19717467	0.14957184	0.15878218	0.12202874	0.31203777	0.12830468	0.13915148
CREB1	0.22362974	0.33790773	0.28673774	0.26220387	0.18820347	0.47977078	0.28576064	0.3413447
CREB3	0.40652102	0.48405683	0.19922727	0.14487909	0.30753496	0.46784332	0.15513119	0.3861776
CREB3L1	0.8907925	0.62843335	0.017091503	0.009845367	0.010795435	0.058602523	0.003326514	0.016240902
CREB3L2	0.18659654	0.49551755	0.18894331	0.15795037	0.50843835	0.36941385	0.27708894	0.3656299
CREB3L3	0.7714399	0.004032479	0.0027296687	0.014622262	0.0028870583	0.001889307	0.0018975332	0.0
CREB3L4	0.35511824	0.09012539	0.05666012	0.051223382	0.07825352	0.2066985	0.05086131	0.09540683
CREB5	0.014308871	0.43655965	0.57523274	0.0050587268	0.023700144	0.31398076	0.1364994	0.34188902
CREBBP	0.24225259	0.33308375	0.31533435	0.21973455	0.13675225	0.37192577	0.17159358	0.26351663
CREBL2	0.1777772	0.22128952	0.6294589	0.20377505	0.12452173	0.31675297	0.08305469	0.21822535
CREBRF	0.13444571	0.31023014	0.3593887	0.2974223	0.21979848	0.49219072	0.2516695	0.2471075
CREBZF	0.21712461	0.31835657	0.14844143	0.21088603	0.19159307	0.29407462	0.12397504	0.264536
CREG1	0.32461604	0.8249704	1.0504545	0.10907662	0.18426417	0.3706814	0.3055908	0.22849947
CREG2	0.0053275237	0.004016064	0.0032194231	0.0045193797	0.0030034755	0.0051733055	0.0009487666	0.0
CRELD1	0.21076006	0.3403204	0.12100506	0.13543159	0.13957769	0.53827214	0.14594428	0.33521146
CRELD2	0.38097408	0.4231497	0.24630454	0.20199138	0.85688883	0.38963062	0.161485	0.2740547
CREM	0.112051055	0.22904475	0.60201466	1.0465456	0.37673658	0.31302512	0.66338706	0.20438808
CRHBP	0.0007104291	0.005837795	0.2282221	0.0008014183	0.0071827597	0.0064372495	0.0037950664	0.0053390283
CRIM1	0.30194053	0.46029738	0.044090066	0.05079203	0.036258683	1.8647144	0.059883434	0.48834988
CRIP1	0.41543287	0.2812084	0.4153366	0.5256059	0.28144407	0.30503204	0.20935197	0.512905
CRIP2	0.025105393	1.1858122	0.03413815	0.06323774	0.051605996	4.7788315	0.029225454	2.1729918
CRIP3	0.04828247	0.0068473658	0.049161233	0.0018720918	0.021260627	0.007576773	0.0009487666	0.0
CRIPAK	0.12664619	0.06345811	0.05586227	0.033736408	0.037240043	0.09958768	0.009487666	0.053429242
CRIPT	0.39684987	0.35006267	0.28081805	0.26313904	0.24950948	0.36996633	0.31244838	0.42730123
CRISPLD1	0.00030969846	0.15130779	0.00941194	0.0008378316	0.0020963908	0.13660456	0.031687047	0.069407366
CRISPLD2	0.03370837	2.462088	0.17673428	0.02260197	0.023299873	0.16551948	0.056515258	0.7734861
CRK	0.5159023	0.43811393	0.2666133	0.17793636	0.1330918	0.9553102	0.13384931	0.4594029
CRKL	0.22912486	0.23329157	0.18118076	0.13636383	0.08097869	0.23386957	0.11436558	0.16816768
CRLF1	0.005011781	0.021488901	0.0014822624	0.0034495406	0.003615809	0.0019252985	0.0009487666	0.05872931
CRLF3	0.072368905	0.0895619	0.22441909	0.3358758	0.15929942	0.13304317	0.13657364	0.09648439
CRLS1	0.7161548	0.31937295	0.22561544	0.17097385	0.22412738	0.2958213	0.13177386	0.22812836
CRMP1	0.0019214244	0.13269752	0.0004926594	0.0014438513	0.0023866952	0.11195555	0.0	0.30140027
CRNDE	0.10429861	0.050499864	0.013881192	0.0076100184	0.09113671	0.299307	0.027908284	0.06003057
CRNKL1	0.22937629	0.19945198	0.146142	0.1512984	0.11768074	0.24531208	0.13121626	0.21025072
CROCC	0.07152696	0.21951735	0.04492764	0.07625286	0.041006595	0.21086614	0.05250006	0.13360134
CROCCP2	0.20487158	0.30045766	0.109718665	0.17521602	0.09044696	0.2945665	0.106137656	0.32956785
CROT	0.37400556	0.27538192	0.07893342	0.07877836	0.05103286	0.19489484	0.09005737	0.15642092
CRTAC1	0.0014654861	0.039598495	0.0009896031	0.0	0.0010963565	0.03326643	0.0009487666	0.1334757
CRTAM	0.020726366	0.028491434	0.09659653	0.29991156	0.029037643	0.018578386	0.018719522	0.015045473
CRTAP	0.21992311	1.1227983	0.4852449	0.14267911	0.17546028	0.71012926	0.28776327	0.5436923
CRTC1	0.120207325	0.20704946	0.088560045	0.06331132	0.055741176	0.18975505	0.029988024	0.0909743
CRTC2	0.11871292	0.16598807	0.14624497	0.10309418	0.08950858	0.2718802	0.059656695	0.16547172
CRTC3	0.10536752	0.33607957	0.16709778	0.30534106	0.17149884	0.24042124	0.15193442	0.42762738
CRX	0.022845618	0.013756499	0.023180125	0.009015875	0.009348838	0.037680134	0.0046296297	0.0
CRY1	0.16107917	0.19637762	0.101278156	0.19460277	0.048812427	0.30202284	0.09812835	0.2625545
CRY2	0.17520925	0.22012079	0.09691673	0.089660585	0.07345085	0.23074093	0.0767609	0.15690513
CRYAA	0.0	0.0	0.0	0.0	0.0011767475	0.0	0.0	0.0
CRYAB	0.014348717	1.2963467	0.030393157	0.014647338	0.02981876	0.07080204	0.02145927	6.4632792
CRYBA2	0.050318535	0.008032128	0.0017273794	0.0005812704	0.0019965414	0.0025866528	0.0	0.0
CRYBA4	0.0066560204	0.0028621852	0.0022255357	0.00094239286	0.08653338	0.002522879	0.0055783964	0.0046972022
CRYBB1	0.0009609383	0.0014947683	0.031200957	0.00064858416	0.0629863	0.015365427	0.0037950664	0.0
CRYBB2	0.07040463	0.07470253	0.019947076	0.00917427	0.020258544	0.08382246	0.012219762	0.03619529
CRYBB3	0.018717147	0.0	0.0	0.00044029587	0.00028791893	0.010346611	0.0	0.0
CRYBG3	0.116537094	1.1380243	0.16635697	0.011526964	0.060421456	0.94150746	0.021957899	0.19361001
CRYGN	0.0007104291	0.018072288	0.00074327335	0.00163925	0.00057583785	0.0	0.0	0.0
CRYGS	0.036778726	0.018997647	0.010872781	0.0060704323	0.0076866946	0.038544923	0.0046296297	0.0
CRYL1	1.154347	0.14856565	0.21077758	0.1113029	0.14549828	0.31761545	0.12605374	0.405264
CRYM	0.29985645	0.028722623	0.003982252	0.001762432	0.009728532	0.0053138207	0.0016237696	0.0038437045
CRYM-AS1	0.048673898	0.023077637	0.014687046	0.008819446	0.008142258	0.043591835	0.009259259	0.0053390283
CRYZ	0.36963648	0.2733122	0.10059826	0.12081307	0.09697842	0.1738126	0.1584292	0.2315147
CRYZL1	0.286147	0.4407139	0.21962464	0.26536733	0.16017929	0.4685732	0.26755774	0.49886164
CS	0.49398986	0.227264	0.3188368	0.1436657	0.11920546	0.3136255	0.10371361	0.15020299
CSAD	0.17344275	0.43763047	0.143142	0.19127801	0.14995272	0.42460382	0.0835362	0.29577282
CSAG1	0.0014208582	0.012048192	0.0	0.0	0.00043187838	0.0132345585	0.0	0.053390283
CSDC2	0.0017058642	0.100888684	0.0	0.00017738774	0.002846192	0.0028879477	0.0009487666	0.0053390283
CSDE1	0.6192448	0.68249065	0.6385139	0.5515512	0.5373825	0.8221087	0.63074064	0.5407091
CSE1L	0.30743426	0.32619572	0.20359227	0.14415143	0.09761328	0.36628085	0.12676018	0.31711107
CSF1	0.027554013	1.1033167	0.019931713	0.08110063	0.017279848	0.27345756	0.9916563	0.43922287
CSF1R	0.00792699	0.013229528	1.6039084	0.0074482737	0.013059147	0.012406653	0.006828225	0.012200917
CSF2	0.0051754345	0.024843458	0.061482575	0.102386355	0.017535334	0.06792538	0.15151352	0.0
CSF2RA	0.0242061	0.044971604	1.4305577	0.023371413	0.03490352	0.03984847	0.03803987	0.019175114
CSF2RB	0.012183985	0.015903108	0.4592502	0.019179843	0.25572148	0.9769902	0.6097714	0.023284381
CSF3	0.008834959	0.19341063	0.019275486	0.0016210433	0.005427185	0.47653672	0.0	0.015756633
CSF3R	0.008885316	0.011990498	1.0993149	0.008173764	0.01142448	0.006006024	0.015786422	0.013402616
CSGALNACT1	0.006546405	0.12011559	0.12909049	0.06810458	0.12070286	0.98005736	0.012219762	0.029217768
CSGALNACT2	0.04285196	0.33776563	0.38902816	0.18761006	0.12786347	0.15961087	0.1657714	0.25836343
CSK	0.1636095	0.09382886	0.4730498	0.3801372	0.24075219	0.11873695	0.13420705	0.10302681
CSMD1	0.0014208582	0.010167511	0.00074327335	0.0007705178	0.00057583785	0.0061359545	0.0	0.0
CSMD2	0.022354126	0.087476075	0.021898415	0.015459437	0.02019941	0.075267486	0.004743833	0.03203417
CSMD3	0.0059233718	0.05681663	0.005194345	0.0035232012	0.0053806836	0.012573205	0.0009487666	0.0
CSNK1A1	0.49347836	0.54804814	0.4360184	0.34311354	0.23093306	0.7145002	0.31360042	0.41292343
CSNK1A1L	0.01414072	0.0118758185	0.010639304	0.005462583	0.0044413693	0.008362548	0.0028463	0.0053390283
CSNK1D	0.40548736	0.27934384	0.3875193	0.34350857	0.21953443	0.40151948	0.24998915	0.26516208
CSNK1E	0.32292897	0.57982266	0.16855845	0.11013959	0.24355817	0.7223059	0.10076305	0.5724951
CSNK1G1	0.1707514	0.15967655	0.14553031	0.12068811	0.08063318	0.23672539	0.07849858	0.10000041
CSNK1G2	0.26243016	0.13708797	0.21663767	0.1969012	0.10514167	0.27646142	0.09335898	0.10522381
CSNK1G3	0.28865814	0.263182	0.18081877	0.1898724	0.1812106	0.36466083	0.13163593	0.16837187
CSNK2A1	0.35609335	0.37078762	0.26520234	0.17480025	0.16149557	0.47345448	0.1653719	0.33517262
CSNK2A2	0.20718348	0.22037092	0.17447591	0.12733069	0.09358816	0.37207842	0.09157728	0.15601255
CSNK2A3	0.03132282	0.011854966	0.013357499	0.003853423	0.006328349	0.063141145	0.0037950664	0.010678057
CSNK2B	0.72263646	0.667308	0.6585301	0.4185908	0.41250646	0.74707556	0.36805698	0.6576306
CSPG4	0.004723775	0.21851107	0.0049523	0.0009114923	0.0043852134	0.05173382	0.0	0.34951422
CSPG5	0.008913389	0.008032128	0.0	0.00022014794	0.00057583785	0.0025866528	0.0	0.0
CSPP1	0.17845567	0.30635405	0.10232121	0.12617533	0.12108721	0.27249736	0.11633267	0.27057526
CSRNP1	0.24032867	0.235038	0.42448172	0.47390354	0.26364735	0.3865138	0.4242059	0.4132818
CSRNP2	0.13583633	0.15534776	0.11152071	0.09639238	0.076649025	0.2256135	0.17889354	0.16145416
CSRNP3	0.106028005	0.1496815	0.00535696	0.0008687321	0.0034121121	0.038584925	0.0	0.1531853
CSRP1	0.39392716	1.2445993	0.2435168	0.12932481	0.13828701	0.8402242	0.09473339	1.5915763
CSRP2	0.10449636	0.72534466	0.033079736	0.008359766	0.022677151	1.6682564	0.0071211522	2.2198777
CSRP2BP	0.17514266	0.0981826	0.06613933	0.04809587	0.041810945	0.12246512	0.03910723	0.0765762
CST1	0.0061599035	0.018154617	0.019035935	0.0002447015	0.00080568786	0.009023903	0.0	0.0053390283
CST3	1.5869106	1.8370013	2.50568	0.088220686	0.16488203	1.4953442	0.65273863	1.6121597
CST4	0.0007104291	0.004016064	0.005194345	0.0	4.7069898e-05	0.0025866528	0.0	0.0
CST5	0.0055553196	0.0037163387	0.009394802	0.00011007397	0.00014120969	0.003549302	0.0	0.0
CST6	0.0046650036	0.005496667	0.07025192	0.000489403	0.061343234	0.0044051665	0.03392719	0.03428015
CST7	0.023250604	0.04220807	0.30802014	0.87887466	0.055455208	0.043066785	0.19847113	0.0159502
CSTA	0.016602814	0.04349767	2.167381	0.011370262	0.017043866	0.023894072	0.004769179	0.007931189
CSTB	1.2196405	0.7634642	1.2483972	0.5503061	0.4260965	1.2472193	0.5224978	0.7020516
CSTF1	0.17750397	0.21847081	0.13271832	0.17028892	0.1160615	0.26740095	0.17779878	0.20064913
CSTF2	0.24176034	0.09969045	0.07449153	0.071477875	0.05044833	0.1424523	0.032872505	0.1052487
CSTF2T	0.17491001	0.16776305	0.15412125	0.20295532	0.11874668	0.30500442	0.13994491	0.20865722
CSTF3	0.3379819	0.323097	0.22394958	0.21091017	0.15570334	0.26940283	0.15037394	0.326996
CSTF3-AS1	0.0007104291	0.0	0.0037120825	0.0021896197	0.007065336	0.0	0.0	0.0
CTA-134P22.2	0.0	0.0008541533	0.0009853188	0.0005385102	0.001412097	0.2656912	0.0	0.0
CTA-14H9.5	0.042248257	0.12274913	0.037789322	0.007254691	0.016880285	0.12232602	0.015900625	0.021356113
CTA-150C2.13	0.0028517828	0.0	0.0	0.0	0.00028791893	0.0	0.0	0.0
CTA-204B4.2	0.08163722	0.105918124	0.06859581	0.05221448	0.041386902	0.13031866	0.03821421	0.076151945
CTA-211A9.5	0.07927255	0.07480556	0.07370678	0.11545356	0.08446629	0.075706944	0.02570081	0.036278017
CTA-217C2.1	0.08776748	0.13752633	0.21227545	0.07240947	0.09720185	0.20252022	0.04391779	0.022787023
CTA-221G9.11	0.047952708	0.016865425	0.025182348	0.01173159	0.013604937	0.023065694	0.02136482	0.016017085
CTA-221G9.7	0.0021514206	0.002008032	0.0	0.0	0.00014395946	0.010346611	0.0	0.0
CTA-228A9.3	0.0065713944	0.006024096	0.0037163668	0.0009906658	0.0012956351	0.010346611	0.0	0.0
CTA-250D10.23	0.0030841632	0.0060514635	0.027056605	0.026242197	0.35402045	0.0033815345	0.0030038827	0.0055835843
CTA-268H5.12	0.0	0.0017083066	0.005419253	0.0006731378	0.000470699	0.0019252985	0.0	0.0
CTA-268H5.14	0.0007104291	0.002008032	0.0004926594	0.00017738774	0.0014258458	0.0	0.0	0.0
CTA-292E10.6	0.11631869	0.09455305	0.111750916	0.10613883	0.3171751	0.10189755	0.13690788	0.121190324
CTA-292E10.8	0.0050138924	0.008541533	0.003941275	0.0059236125	0.010036593	0.003850597	0.0	0.0
CTA-293F17.1	0.33928633	0.1383068	0.023747306	0.017257545	0.1997413	0.014764115	0.14483024	0.075153455
CTA-29F11.1	0.21134178	0.2500192	0.23801422	0.20369092	0.20886427	0.29673702	0.19056702	0.33918044
CTA-357J21.1	0.08368829	0.07028411	0.061535224	0.047985315	0.063391455	0.066893995	0.043643262	0.029760893
CTA-363E19.2	0.0055022454	0.004016064	0.0017328764	0.002165066	0.0019185429	0.0	0.0	0.0
CTA-363E6.2	0.099928394	0.0	0.0	0.00013462755	0.00085825723	0.0	0.0009487666	0.0
CTA-363E6.6	0.0073810616	0.0	0.00074327335	0.0	0.00028791893	0.0	0.0	0.0
CTA-363E6.7	0.011760778	0.004016064	0.00074327335	0.0009906658	0.00057583785	0.0	0.0	0.0
CTA-373H7.7	0.017681058	0.021052562	0.030092742	0.012028959	0.01996837	0.0627737	0.011156793	0.016017085
CTA-384D8.34	0.007899357	0.022108547	0.30454162	0.0075328397	0.40891868	0.015271792	0.024033442	0.013818989
CTA-384D8.35	0.024361866	0.007864133	0.11748588	0.0108757755	0.040931802	0.011226	0.011270996	0.0053390283
CTA-384D8.36	0.067480795	0.023800733	0.012937227	0.010993134	0.018285416	0.029541526	0.008424696	0.0075571
CTA-390C10.10	0.015732646	0.014093529	0.006897231	0.002423296	0.0019769357	0.009626492	0.0	0.010678057
CTA-398F10.1	0.0012204283	0.013756499	0.0017328764	0.00061768363	0.005074652	0.031642426	0.0046296297	0.0053390283
CTA-398F10.2	0.025632009	0.0	0.0032194231	0.0009360459	0.0006637075	0.0	0.0	0.0
CTA-445C9.14	0.057730947	0.046864502	0.012956817	0.012851707	0.0175827	0.06643692	0.0009487666	0.021356113
CTA-445C9.15	0.031901002	0.03944419	0.08445602	0.08223484	0.13184407	0.14422771	0.07255358	0.0053390283
CTA-714B7.5	0.025833158	0.0034166132	0.00837521	0.0014809031	0.0030124735	0.003850597	0.0	0.0
CTA-797E19.1	0.04324271	0.014747989	0.014757689	0.017232327	0.015202966	0.024965629	0.0	0.010678057
CTA-85E5.10	0.0030583674	0.0	0.0	0.0008077653	0.016192045	0.0	0.0018975332	0.0
CTA-941F9.9	0.0026418176	0.0	0.0	0.0	0.00018827959	0.0	0.0037950664	0.0
CTA-984G1.5	0.0	0.0075188642	0.00074327335	0.00022014794	0.0	0.0	0.0	0.0
CTA-989H11.1	0.0029118243	0.0	0.00074327335	0.0	0.00028791893	0.0	0.0	0.0
CTAGE1	0.0073314663	0.004656679	0.0039626965	0.0028073033	0.0032502487	0.0064372495	0.0055783964	0.0
CTAGE5	0.22809955	0.09929845	0.10680969	0.11101638	0.098539755	0.18024787	0.062136643	0.056352332
CTAGE9	0.01973933	0.0	0.0014865467	0.00046484947	0.0006174082	0.0	0.0	0.0
CTB-102L5.4	0.022335771	0.0	0.0022298202	0.00039753568	0.0014258458	0.0	0.0018975332	0.0
CTB-109A12.1	0.0	0.0034166132	0.0	0.001211648	0.00037655918	0.0	0.0018975332	0.0
CTB-111H14.1	0.0	0.0	0.0	0.0	0.00037655918	0.0	0.0113852	0.0
CTB-113D17.1	0.058001548	0.16907983	0.12981674	0.0013041164	0.0037320014	0.06405267	0.0	0.0053390283
CTB-113I20.2	0.17575422	0.10484801	0.038982756	0.03214807	0.020808987	0.06435256	0.017683955	0.13450684
CTB-113P19.5	0.022067724	0.018124023	0.03385497	0.0116085075	0.012682976	0.036888868	0.014117296	0.010678057
CTB-114C7.4	0.0	0.002008032	0.011875237	0.00039753568	0.00014395946	0.0	0.0	0.0
CTB-118N6.3	0.015770754	0.014947684	0.011331165	0.008750791	0.010221965	0.018857177	0.0056926	0.016017085
CTB-119C2.1	0.02638444	0.013201115	0.031087331	0.014179397	0.03553095	0.038955584	0.01601483	0.025783
CTB-127C13.1	0.25899228	0.002008032	0.00651818	0.0043728924	0.004227019	0.0025866528	0.0009487666	0.0
CTB-129O4.1	0.031934083	0.012542417	0.012564062	0.019757353	0.010965481	0.014937323	0.009259259	0.0053390283
CTB-129P6.4	0.0052401833	0.008159479	0.0071735512	0.009847359	0.009856497	0.0075432546	0.0046296297	0.0
CTB-131B5.2	0.20696728	0.030867033	0.07690448	0.052234273	0.07210789	0.056974825	0.054738384	0.029928768
CTB-131B5.5	0.05347765	0.035805162	0.014886697	0.052568883	0.03488543	0.02344856	0.0227704	0.021037076
CTB-131K11.1	0.008945438	0.002008032	0.0022298202	0.0009906658	0.00043187838	0.0	0.0	0.0
CTB-133G6.1	0.0049485937	0.0052047065	0.017372645	0.027589545	0.04788714	0.0025866528	0.009259259	0.0
CTB-133G6.2	0.021850688	0.0	0.0027181953	0.0035667957	0.0062327594	0.0025866528	0.0	0.0
CTB-134H23.2	0.013800307	0.0	0.0	0.00013462755	0.0017886561	0.0	0.0	0.0
CTB-138E5.1	0.0	0.0	0.038560245	0.00013462755	0.0009496473	0.0025866528	0.0	0.0
CTB-13F3.1	0.015186996	0.00679064	0.005181492	0.006242832	0.0051371967	0.027130473	0.0018975332	0.0053390283
CTB-152G17.6	0.036920235	0.060603697	0.06954106	0.12347427	0.08984104	0.08250464	0.1284146	0.049888834
CTB-161C1.1	0.055905722	0.0023489217	0.0044510714	0.00061768363	0.00028241938	0.017445216	0.0028463	0.0
CTB-161K23.1	0.0	0.0	0.0009853188	0.001211648	0.0010355378	0.0	0.0	0.0
CTB-161M19.4	0.007934984	0.0017083066	0.004455356	0.00090514537	0.0029125104	0.00096264924	0.0	0.0
CTB-167B5.2	0.0	0.00384369	0.0034486155	0.00013462755	9.4139796e-05	0.009626492	0.0	0.08542445
CTB-171A8.1	0.10831989	0.008290899	0.0063476083	0.00075865816	0.0012354765	0.2692361	0.0009487666	0.0053390283
CTB-175E5.7	0.013726402	0.0	0.0	0.00011007397	0.0	0.0	0.0	0.0
CTB-175P5.4	0.27153412	0.0023552116	0.0027617288	0.0008774825	0.003134313	0.0026970578	0.0	0.0
CTB-178M22.2	0.008599582	0.0024351086	0.0017243078	0.00046484947	0.00043187838	0.016122507	0.0	0.010678057
CTB-179K24.3	0.021523196	0.006024096	0.0002463297	0.0005749234	0.0010022167	0.0051733055	0.0	0.0
CTB-181H17.1	0.086094685	0.0524369	0.05701009	0.038645882	0.04417513	0.08840538	0.028462999	0.01626113
CTB-191K22.5	0.026125886	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-193M12.3	0.0031382376	0.00256246	0.012316484	0.014405148	0.0053233416	0.0019252985	0.0	0.010678057
CTB-25B13.12	0.0861218	0.052976295	0.055944968	0.029048134	0.018308334	0.06772263	0.023376554	0.06406834
CTB-25B13.6	0.003722561	0.0	0.0004926594	0.0005385102	0.0012238174	0.0	0.0	0.0
CTB-25B13.9	0.011129026	0.008032128	0.00074327335	0.0018712574	0.0024473108	0.0025866528	0.0	0.0
CTB-31N19.3	0.034179907	0.054483104	0.23403388	0.06731449	0.036205225	0.061761416	0.0075901328	0.053390283
CTB-31O20.2	0.06673824	0.09143278	0.09105629	0.17566119	0.064504415	0.16601652	0.03742158	0.06341953
CTB-32O4.2	0.022904057	0.012044334	0.016770333	0.005915597	0.005523094	0.0132345585	0.013054326	0.037373196
CTB-36H16.2	0.038282894	0.014947684	0.008867869	0.0033656887	0.005638154	0.0019252985	0.0	0.016017085
CTB-40H15.4	0.01878143	0.0	0.0029559562	0.00073410454	0.0010492867	0.0	0.0	0.0
CTB-41I6.1	0.0007104291	0.0	0.014614853	0.0027336425	0.004642265	0.0025866528	0.009259259	0.0
CTB-43E15.3	0.0028029105	0.00640615	0.004926594	0.004664892	0.043343037	0.0072462717	0.0018975332	0.0
CTB-43E15.4	0.0027888552	0.0028700526	0.00581085	0.0026925511	0.14092803	0.0063453494	0.020872865	0.0
CTB-43P18.1	0.008241616	0.009227172	0.009310206	0.0034431936	0.008091485	0.015804403	0.0018975332	0.0
CTB-46B19.2	0.007735717	0.008672743	0.00718212	0.0049050557	0.00517458	0.012573205	0.0018975332	0.0
CTB-47B11.3	0.0046187327	0.027752392	0.012523392	0.011297362	0.020865895	0.009685257	0.0	0.016017085
CTB-50L17.14	0.023836933	0.018053252	0.03888681	0.03198421	0.028420947	0.085741304	0.012105559	0.010678057
CTB-50L17.16	0.06826373	0.04396247	0.018801322	0.009670806	0.015741881	0.05183476	0.006641366	0.08542445
CTB-50L17.9	0.0056636576	0.002008032	0.0029645248	0.00022014794	0.00090807694	0.0	0.0	0.0
CTB-51J22.1	0.00060041307	0.008032128	0.00074327335	0.0006604438	0.00014395946	0.0025866528	0.0	0.0
CTB-55O6.10	0.0021312872	0.0	0.013370352	6.731378e-05	0.0011987456	0.0	0.0009487666	0.0
CTB-55O6.12	0.034163482	0.06621276	0.14876083	0.04703939	0.061541565	0.12277773	0.05172535	0.09393444
CTB-55O6.4	0.0007104291	0.0	0.002463297	0.0030955994	0.0012348164	0.0	0.0	0.0
CTB-58E17.1	0.09480178	0.08042768	0.1167773	0.06987788	0.10695468	0.13029282	0.0334759	0.0414828
CTB-58E17.3	0.031271353	0.023136154	0.012248917	0.0058973897	0.02723972	0.032740053	0.0074759293	0.025141668
CTB-58E17.9	0.011627164	0.0	0.0	0.0	0.0	0.0025866528	0.0	0.0
CTB-5E10.3	0.0051245443	0.012368572	0.011703885	0.009795391	0.007961026	0.009507147	0.0046296297	0.0053390283
CTB-61M7.2	0.0	0.002008032	0.2143135	0.00042208924	0.0013332758	0.0050043287	0.0	0.0
CTB-75G16.3	0.0058300137	0.0	0.0051986296	0.0022205203	0.0029540807	0.0051733055	0.0	0.0
CTB-83J4.2	0.0	0.0	0.017982068	6.731378e-05	4.7069898e-05	0.0	0.0	0.0
CTB-89H12.4	0.26797143	0.2965766	0.31267494	0.24519828	0.1645506	0.44773525	0.2618151	0.29007468
CTB-92J24.2	0.005403718	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTB-92J24.3	0.0	0.14550266	0.0004926594	0.00011007397	0.00018827959	0.0	0.0	0.0
CTBP1	0.36585516	0.37109637	0.4115466	0.23580667	0.2099019	0.37437707	0.14102206	0.30947006
CTBP1-AS2	0.084385104	0.12632778	0.0729758	0.14434503	0.09542607	0.14220199	0.04229123	0.14589708
CTBP2	0.8183689	0.50811934	0.31550103	0.036025353	0.020334613	0.81203055	0.14629695	0.34531036
