gene	cell_type	mean_logexpr	specificity
CTSB	Myeloid	1.8841583728790283	0.7409214973449707
AOAH	Myeloid	0.9482114315032959	0.7389129996299744
CD1E	Myeloid	0.7499111890792847	0.7377586364746094
SNX10	Myeloid	0.9513026475906372	0.7365061640739441
ITGB2	Myeloid	1.3084321022033691	0.7345693111419678
STAB1	Myeloid	1.4197707176208496	0.7277563214302063
ATP6V1B2	Myeloid	1.025808572769165	0.716861367225647
G0S2	Myeloid	1.1438679695129395	0.710802435874939
CCR1	Myeloid	0.7534582018852234	0.7107853293418884
PLD4	Myeloid	0.8480104804039001	0.7076632976531982
NLRP3	Myeloid	0.8587520122528076	0.7074224948883057
CACNA2D3	Myeloid	0.7366845607757568	0.7036420106887817
FCGR1A	Myeloid	0.7118977904319763	0.7012197375297546
ADORA3	Myeloid	0.8172006607055664	0.6941383481025696
TNFAIP8L2	Myeloid	0.7989630699157715	0.6882126331329346
TREM1	Myeloid	0.7794620990753174	0.6803625226020813
EMILIN2	Myeloid	0.8286073207855225	0.6739462614059448
CST3	Myeloid	2.5056800842285156	0.6686787605285645
LY86	Myeloid	1.0627057552337646	0.6594088077545166
SLC8A1	Myeloid	1.065666913986206	0.6556320190429688
CD300A	Myeloid	0.9608142971992493	0.6522108316421509
NUP214	Myeloid	0.8730981349945068	0.6489592790603638
ARRB2	Myeloid	1.0634000301361084	0.6474919319152832
OLR1	Myeloid	0.6674724817276001	0.647382915019989
FAM49A	Myeloid	0.9329123497009277	0.6453179121017456
TFEC	Myeloid	0.7084935903549194	0.6419237852096558
SLC11A1	Myeloid	0.7281879782676697	0.6417522430419922
F13A1	Myeloid	0.7090475559234619	0.6403542160987854
SCIMP	Myeloid	0.8470179438591003	0.6387425661087036
TBXAS1	Myeloid	1.0106632709503174	0.6377393007278442
FOLR2	Myeloid	0.7122914791107178	0.6368591785430908
SLCO2B1	Myeloid	0.949988842010498	0.6335936188697815
GCA	Myeloid	0.9397579431533813	0.6249858736991882
CCL3L1	Myeloid	0.657952070236206	0.6240808963775635
LCP1	Myeloid	1.2613723278045654	0.6187412738800049
ACP5	Myeloid	1.1817502975463867	0.616686224937439
HLA-DOA	Myeloid	0.8208503723144531	0.6158235669136047
RETN	Myeloid	0.6223122477531433	0.6157885789871216
MFSD1	Myeloid	1.0176997184753418	0.6119809746742249
LILRB3	Myeloid	0.6456089019775391	0.6093635559082031
IL1RN	Myeloid	0.7555731534957886	0.6079392433166504
GM2A	Myeloid	0.8113794326782227	0.6043931841850281
CLEC12A	Myeloid	1.0610063076019287	0.5970121622085571
ADAP2	Myeloid	1.090020775794983	0.5928633809089661
MMP9	Myeloid	0.7224137783050537	0.5857173204421997
RN7SL368P	Myeloid	0.6632168292999268	0.5852716565132141
CD1C	Myeloid	0.7633057832717896	0.5819078683853149
LINC01272	Myeloid	0.5990123152732849	0.5815915465354919
FGD2	Myeloid	0.7901861667633057	0.5815372467041016
HMOX1	Myeloid	0.8555876016616821	0.5755593776702881
HLA-DRB1	Myeloid	2.2384116649627686	0.5741136074066162
PRAM1	Myeloid	0.6511621475219727	0.5729233622550964
PHACTR1	Myeloid	1.024310827255249	0.5710207223892212
GRN	Myeloid	1.694284200668335	0.5684571266174316
LILRB5	Myeloid	0.5719420909881592	0.5626828074455261
SIGLEC1	Myeloid	0.5684714317321777	0.5621694922447205
NINJ1	Myeloid	1.0740714073181152	0.5595428943634033
TNFAIP2	Myeloid	1.1298809051513672	0.5581405162811279
RAB20	Myeloid	0.9964467287063599	0.5543315410614014
TTYH3	Myeloid	0.8445589542388916	0.5474659204483032
ADRBK2	Myeloid	0.6679089069366455	0.5459952354431152
LINC00936	Myeloid	0.8269104957580566	0.5457797050476074
SIRPA	Myeloid	0.9164115786552429	0.5442385673522949
TPP1	Myeloid	1.0583925247192383	0.5423047542572021
THEMIS2	Myeloid	0.956863284111023	0.5420233607292175
PIK3AP1	Myeloid	0.7053567171096802	0.5396144986152649
BCL2A1	Myeloid	1.035768985748291	0.5225878953933716
OSM	Myeloid	0.5484294891357422	0.3884313106536865
CXCL10	Myeloid	0.4620141386985779	0.32475078105926514
AQP9	Myeloid	0.30766671895980835	0.3024045526981354
CXCL3	Myeloid	0.8294597864151001	0.27544641494750977
TNF	Myeloid	0.41374868154525757	0.11306107044219971
PROK2	Myeloid	0.07152319699525833	0.02747192606329918
CXCR2	Myeloid	0.02687218226492405	0.014766623266041279
MPO	Myeloid	0.013850158080458641	0.011842126026749611
FCGR3B	Myeloid	0.01136972475796938	0.006586602423340082
TPSAB1	Mast	7.117776393890381	7.071512222290039
TPSB2	Mast	6.807812690734863	6.783437252044678
CPA3	Mast	5.162629127502441	5.127854824066162
HPGDS	Mast	4.1855878829956055	4.152853965759277
KIT	Mast	4.17560338973999	4.027174949645996
CTSG	Mast	3.8651041984558105	3.851259708404541
VWA5A	Mast	3.0964255332946777	2.7679944038391113
C1ORF186	Mast	2.7863807678222656	2.584953784942627
KRT1	Mast	2.4012091159820557	2.390531063079834
LTC4S	Mast	2.816509485244751	2.3470637798309326
MS4A2	Mast	2.354966878890991	2.343494176864624
RGS13	Mast	2.3821310997009277	2.2574994564056396
RP11-354E11.2	Mast	2.26558780670166	2.24554181098938
SLC18A2	Mast	2.239288568496704	2.2306156158447266
GATA2	Mast	2.978332042694092	2.2120676040649414
IL1RL1	Mast	2.1930978298187256	2.0751616954803467
HDC	Mast	2.024486541748047	2.0114188194274902
CMA1	Mast	1.629640817642212	1.6148608922958374
MAOB	Mast	1.9286131858825684	1.5150516033172607
ADCYAP1	Mast	1.321675181388855	1.3157591819763184
HPGD	Mast	2.0802783966064453	1.31007981300354
CTD-3203P2.2	Mast	1.2973828315734863	1.2491763830184937
AC020571.3	Mast	1.6215556859970093	1.2297403812408447
AC004791.2	Mast	1.1438379287719727	1.1410452127456665
IL1RAPL1	Mast	1.061279058456421	0.9913835525512695
RAB27B	Mast	1.1940187215805054	0.9680054187774658
CADPS	Mast	1.0336551666259766	0.9601028561592102
ALOX5AP	Mast	1.7546840906143188	0.945935845375061
SLC45A3	Mast	1.078672170639038	0.9445589780807495
NFKBIA	Mast	2.106684684753418	0.9070093631744385
CAPG	Mast	1.6840429306030273	0.9000200033187866
ADRB2	Mast	1.3240842819213867	0.8736222386360168
SVOPL	Mast	0.8761290311813354	0.860990583896637
FLJ21408	Mast	0.9647762775421143	0.8548581004142761
SAMSN1	Mast	1.6067755222320557	0.850749135017395
FCER1A	Mast	1.9191689491271973	0.8405098915100098
MIR24-2	Mast	1.5861153602600098	0.8046532273292542
GCSAML	Mast	0.7970004081726074	0.7917448878288269
LEO1	Mast	1.074033498764038	0.7839529514312744
DUSP10	Mast	1.021607756614685	0.7203432321548462
GPR65	Mast	1.3639414310455322	0.7045068740844727
GALC	Mast	0.9215594530105591	0.6828511953353882
XXBAC-BPG13B8.10	Mast	0.6574337482452393	0.6551889181137085
CPM	Mast	1.3196569681167603	0.6483812928199768
GLUL	Mast	2.127606153488159	0.6330525875091553
TPSD1	Mast	0.6066835522651672	0.6037735939025879
SMYD3	Mast	0.9267297983169556	0.5905746221542358
UTS2	Mast	0.6460928916931152	0.5672464966773987
PLIN2	Mast	1.372939109802246	0.560599684715271
CLNK	Mast	0.7214237451553345	0.5599280595779419
ANXA1	Mast	2.0584206581115723	0.5525557994842529
NFKBIZ	Mast	1.2736947536468506	0.5472776889801025
STX3	Mast	1.045470952987671	0.5402328968048096
MITF	Mast	1.0866632461547852	0.5369664430618286
CTD-3252C9.4	Mast	1.1214807033538818	0.5327334403991699
ACSL4	Mast	1.0700757503509521	0.5211145281791687
BTK	Mast	0.9026613235473633	0.5162060260772705
BIRC3	Mast	1.261059284210205	0.5161722898483276
RENBP	Mast	1.1041407585144043	0.5090911388397217
AJ271736.10	Mast	0.7613065838813782	0.5049127340316772
RP11-620J15.3	Mast	0.7855749726295471	0.49509334564208984
GMPR	Mast	0.8082044124603271	0.49065446853637695
LMNA	Mast	1.9829386472702026	0.4741382598876953
PTGS1	Mast	0.9349814653396606	0.4632304906845093
GALNT6	Mast	0.6631402969360352	0.44317343831062317
CD44	Mast	1.2679193019866943	0.4344601035118103
CTNNBL1	Mast	0.8361425399780273	0.42305541038513184
PPP1R15A	Mast	1.5326451063156128	0.42129480838775635
HS3ST1	Mast	0.9249541163444519	0.4116544723510742
ATP6V0A2	Mast	0.6159522533416748	0.4032028317451477
CALB2	Mast	0.41236209869384766	0.3959232568740845
CDK15	Mast	0.4026811420917511	0.3923000991344452
CD69	Mast	1.7704901695251465	0.3891071081161499
RP11-501J20.5	Mast	0.3869737982749939	0.384721577167511
LIF	Mast	0.5429524183273315	0.38303709030151367
IL13	Mast	0.384013295173645	0.37951046228408813
CTTNBP2	Mast	0.7028672695159912	0.3779502511024475
SMIM1	Mast	0.6003797054290771	0.37111595273017883
MAPK6	Mast	0.8035962581634521	0.3600527048110962
ANKRD28	Mast	1.1587715148925781	0.3566160202026367
TIAM2	Mast	0.5025601387023926	0.35203731060028076
ALOX5	Mast	0.8833256959915161	0.34816277027130127
ARHGEF6	Mast	0.6975432634353638	0.345020592212677
LMO4	Mast	1.05206298828125	0.34048861265182495
STMN1	Mast	1.2455530166625977	0.33320045471191406
SRGN	Mast	2.251694679260254	0.3327091932296753
SKIL	Mast	0.7913491725921631	0.3323515057563782
FOSB	Mast	1.6615445613861084	0.321433424949646
AE000661.37	Mast	0.33776092529296875	0.317432165145874
FER	Mast	0.6277942657470703	0.31685692071914673
ELL2	Mast	0.7554466128349304	0.30381155014038086
TESPA1	Mast	0.657595157623291	0.29559773206710815
RPS6KA5	Mast	0.6109917163848877	0.28606027364730835
TWISTNB	Mast	0.7510629892349243	0.279417484998703
NSMCE1	Mast	0.8320443630218506	0.27879875898361206
CATSPER1	Mast	0.5767350196838379	0.27471280097961426
IL18R1	Mast	0.5139743089675903	0.25851428508758545
METTL21A	Mast	0.5654309391975403	0.2574397325515747
IL4R	Mast	0.5881519913673401	0.25329363346099854
SLC26A2	Mast	0.9437381625175476	0.25161653757095337
MAML1	Mast	0.5631065964698792	0.2501550018787384
TMEM154	Mast	0.5165062546730042	0.24196061491966248
BMP2K	Mast	0.6769806742668152	0.24169695377349854
BEX4	Mast	0.9220391511917114	0.23817425966262817
PVALB	Mast	0.2564656734466553	0.22272980213165283
NTRK1	Mast	0.23119157552719116	0.22152179479599
ELF1	Mast	0.9921296238899231	0.2176288366317749
RAB37	Mast	0.42104846239089966	0.20890355110168457
PLEKHF2	Mast	0.48520293831825256	0.20889213681221008
LMOD3	Mast	0.3467990756034851	0.20695015788078308
BHLHE40	Mast	0.983048141002655	0.20573914051055908
GRAP2	Mast	0.7019680738449097	0.20300504565238953
TNFRSF9	Mast	0.42582613229751587	0.20261625945568085
TNIK	Mast	0.48510634899139404	0.1993764042854309
RGS1	Mast	1.5566779375076294	0.19883060455322266
METTL15	Mast	0.5050490498542786	0.19491979479789734
KLRG1	Mast	0.6355134844779968	0.19346606731414795
LINC00694	Mast	0.2772506773471832	0.19316750764846802
SIGLEC8	Mast	0.24637185037136078	0.18826788663864136
ZSWIM4	Mast	0.43508726358413696	0.18712081015110016
GATA1	Mast	0.19441808760166168	0.18600432574748993
ACOT7	Mast	1.0418158769607544	0.18479138612747192
ARHGAP18	Mast	0.9772032499313354	0.18431448936462402
RP11-557H15.4	Mast	0.30356138944625854	0.18245261907577515
RHBDD2	Mast	0.6370201110839844	0.17958399653434753
AREG	Mast	1.0237644910812378	0.17885732650756836
PTPLA	Mast	0.2922201156616211	0.17441141605377197
KCNN1	Mast	0.2702915072441101	0.17368681728839874
FDX1	Mast	0.7949134111404419	0.1727544069290161
SETD5-AS1	Mast	0.9737290143966675	0.17227834463119507
DHRS9	Mast	0.45902442932128906	0.16851526498794556
LAT2	Mast	0.6961978673934937	0.16377365589141846
LAX1	Mast	0.4463350176811218	0.15938135981559753
GNPTAB	Mast	0.49388232827186584	0.1578567922115326
HSPH1	Mast	0.6653317809104919	0.15433627367019653
MALAT1	Mast	5.041039943695068	0.15117692947387695
NMT2	Mast	0.4288276433944702	0.14701667428016663
CKLF	Mast	0.9587308168411255	0.1448073387145996
RP11-76E17.3	Mast	0.4179515838623047	0.14472824335098267
CD82	Mast	0.5713937282562256	0.14364343881607056
MIR202HG	Mast	0.14814814925193787	0.1429748386144638
C1ORF228	Mast	0.3892347812652588	0.14152619242668152
RP11-182L21.5	Mast	0.2860311269760132	0.14114008843898773
AC022182.3	Mast	0.22616979479789734	0.14011971652507782
C21ORF91	Mast	0.37925976514816284	0.13885380327701569
PIK3R6	Mast	0.25445395708084106	0.13419052958488464
TDRD3	Mast	0.4328951835632324	0.1335916519165039
UBBP4	Mast	0.5346462726593018	0.13325995206832886
PRKX	Mast	0.450896292924881	0.13155469298362732
LINC00299	Mast	0.32806843519210815	0.13087083399295807
KIAA1549	Mast	0.22784453630447388	0.1299709528684616
LGALS12	Mast	0.14655809104442596	0.12756071984767914
ITGA2B	Mast	0.17104153335094452	0.12582340836524963
RPL36AL	Mast	1.7468525171279907	0.12542998790740967
MAPRE1	Mast	0.6790273189544678	0.1253824234008789
KCNH2	Mast	0.23001441359519958	0.1253805011510849
RP11-542K23.7	Mast	0.14784947037696838	0.12313248217105865
DENND1B	Mast	0.4298548996448517	0.12242504954338074
DDX26B	Mast	0.23256702721118927	0.12043024599552155
B4GALT5	Mast	0.513556182384491	0.1202305257320404
KDM6B	Mast	0.809600830078125	0.11995154619216919
ATXN1	Mast	0.42233800888061523	0.11688351631164551
MYADM	Mast	0.935303807258606	0.11660873889923096
RP11-347P5.1	Mast	0.7162870168685913	0.1150825023651123
VIM-AS1	Mast	0.3610057234764099	0.11421802639961243
FAM46A	Mast	0.9913767576217651	0.11124730110168457
TIPARP	Mast	0.688522219657898	0.11099886894226074
CTD-2583P5.3	Mast	0.13085073232650757	0.10816774517297745
AMHR2	Mast	0.1077025830745697	0.10628172755241394
PRG2	Mast	0.1111111119389534	0.10593780875205994
EDARADD	Mast	0.21741580963134766	0.1058790534734726
TTPAL	Mast	0.3527728319168091	0.1057824194431305
STXBP6	Mast	1.060448169708252	0.10519987344741821
P2RX1	Mast	0.6873787641525269	0.10420012474060059
CD84	Mast	0.6651724576950073	0.10412180423736572
DDX3Y	Mast	0.41435545682907104	0.10386201739311218
MS4A3	Mast	0.1054975837469101	0.10327205061912537
DUSP6	Mast	1.3403666019439697	0.10164892673492432
ALS2	Mast	0.3568112254142761	0.10143744945526123
NDST2	Mast	0.18949225544929504	0.09958677738904953
DCN	Fibroblast	4.2093377113342285	4.018826961517334
LUM	Fibroblast	4.198251724243164	4.001225471496582
FBLN1	Fibroblast	3.8884358406066895	3.5476834774017334
MFAP4	Fibroblast	3.6606831550598145	3.5014142990112305
CXCL14	Fibroblast	3.5732884407043457	3.2468619346618652
MMP2	Fibroblast	3.615938186645508	3.1081833839416504
ADAMDEC1	Fibroblast	3.4119420051574707	3.067984104156494
C1S	Fibroblast	4.213087558746338	2.862032890319824
EMILIN1	Fibroblast	3.1442103385925293	2.753446102142334
COL3A1	Fibroblast	4.36222505569458	2.7530150413513184
APOE	Fibroblast	3.35783052444458	2.633148193359375
SERPINF1	Fibroblast	3.042483329772949	2.6266777515411377
COL6A2	Fibroblast	3.9094676971435547	2.6083779335021973
TCF21	Fibroblast	2.968780040740967	2.574239492416382
CFD	Fibroblast	3.2213103771209717	2.4882798194885254
C1R	Fibroblast	3.9094185829162598	2.4453954696655273
EDIL3	Fibroblast	2.556467056274414	2.3812389373779297
IGFBP5	Fibroblast	2.748143434524536	2.374396800994873
PDGFRA	Fibroblast	2.427497386932373	2.3728320598602295
PCOLCE	Fibroblast	3.017458915710449	2.3178365230560303
COL6A3	Fibroblast	3.2098231315612793	2.3090929985046387
CTSK	Fibroblast	2.8159124851226807	2.2612972259521484
RARRES2	Fibroblast	3.8399009704589844	2.2545509338378906
CCL11	Fibroblast	2.3353381156921387	2.2517855167388916
ADH1B	Fibroblast	2.268965482711792	2.18599796295166
FN1	Fibroblast	2.781708240509033	2.1823906898498535
COL1A2	Fibroblast	4.485580921173096	2.125924587249756
COL6A1	Fibroblast	3.4380550384521484	2.0996243953704834
CFH	Fibroblast	2.934964179992676	2.0477867126464844
HAPLN1	Fibroblast	2.0659608840942383	2.037896156311035
TPM2	Fibroblast	3.4706380367279053	2.0072426795959473
PTGDS	Fibroblast	2.5539073944091797	1.9773186445236206
CLEC11A	Fibroblast	2.533834218978882	1.8481330871582031
COL1A1	Fibroblast	3.87526535987854	1.8472099304199219
CALD1	Fibroblast	3.931654214859009	1.8281254768371582
CCDC80	Fibroblast	2.171013832092285	1.796871542930603
LINC01082	Fibroblast	1.9776519536972046	1.7573449611663818
ADGRL3	Fibroblast	1.827048659324646	1.7541770935058594
MXRA5	Fibroblast	2.0110726356506348	1.7363603115081787
ABCA8	Fibroblast	2.5099499225616455	1.7133246660232544
CDH11	Fibroblast	1.8953864574432373	1.694353461265564
EFEMP1	Fibroblast	2.1951868534088135	1.6918946504592896
CRISPLD2	Fibroblast	2.462088108062744	1.6886019706726074
MEG3	Fibroblast	2.7889461517333984	1.6742240190505981
BMP4	Fibroblast	1.8228890895843506	1.6626955270767212
PTN	Fibroblast	2.387688159942627	1.6612212657928467
CXCL1	Fibroblast	1.9377238750457764	1.6350114345550537
FGF7	Fibroblast	1.7565712928771973	1.6335270404815674
CTC-276P9.1	Fibroblast	1.6614139080047607	1.6327641010284424
STMN2	Fibroblast	1.6856203079223633	1.629750370979309
VCAM1	Fibroblast	1.9188978672027588	1.6282731294631958
VCAN	Fibroblast	2.4353559017181396	1.6216517686843872
CYGB	Fibroblast	2.471301317214966	1.6113827228546143
CCL8	Fibroblast	1.8389320373535156	1.5997275114059448
TMEM119	Fibroblast	1.6452462673187256	1.599360466003418
COL12A1	Fibroblast	2.1087985038757324	1.5919902324676514
BMP5	Fibroblast	1.6210353374481201	1.5779372453689575
RBP1	Fibroblast	2.5695862770080566	1.5540729761123657
SCARA5	Fibroblast	1.585246205329895	1.5509830713272095
SNAI2	Fibroblast	2.034249782562256	1.5325901508331299
CLMP	Fibroblast	1.5445060729980469	1.526855230331421
PPP1R14A	Fibroblast	2.3711509704589844	1.5196547508239746
CCL13	Fibroblast	1.589113712310791	1.5172395706176758
COL5A1	Fibroblast	2.559394359588623	1.5127652883529663
QSOX1	Fibroblast	2.0232651233673096	1.5064492225646973
CXCL12	Fibroblast	2.7780885696411133	1.4989423751831055
C3	Fibroblast	1.5469439029693604	1.4967154264450073
AEBP1	Fibroblast	2.6072793006896973	1.4950001239776611
GGT5	Fibroblast	2.3794732093811035	1.4932682514190674
NID1	Fibroblast	2.1814961433410645	1.47314453125
PTCH1	Fibroblast	1.6635724306106567	1.4605196714401245
DPT	Fibroblast	1.4560651779174805	1.4383900165557861
LOXL1	Fibroblast	1.6526622772216797	1.4268908500671387
FHL1	Fibroblast	2.4916205406188965	1.4256421327590942
PCDH7	Fibroblast	1.5712764263153076	1.4224151372909546
DDR2	Fibroblast	2.190603256225586	1.4180753231048584
NEXN	Fibroblast	1.9557151794433594	1.4167444705963135
EFEMP2	Fibroblast	2.456399917602539	1.414928913116455
NUPR1	Fibroblast	2.230875253677368	1.4032175540924072
NOVA1	Fibroblast	1.5587902069091797	1.3801946640014648
LRP1	Fibroblast	1.8377981185913086	1.3780509233474731
PROCR	Fibroblast	1.995322823524475	1.3610745668411255
PCDH18	Fibroblast	1.7797412872314453	1.3555071353912354
PLTP	Fibroblast	1.94341242313385	1.3502601385116577
FILIP1L	Fibroblast	2.19340181350708	1.344473123550415
SFTA1P	Fibroblast	1.3708250522613525	1.3392753601074219
SOD3	Fibroblast	2.585296154022217	1.3375279903411865
GPC6	Fibroblast	1.5668737888336182	1.3368972539901733
ALDH1A3	Fibroblast	1.640514850616455	1.3357266187667847
PALLD	Fibroblast	1.7147425413131714	1.3319367170333862
CXCL6	Fibroblast	1.3622114658355713	1.326872706413269
MMP14	Fibroblast	1.8598506450653076	1.3173465728759766
PLAC9	Fibroblast	2.4390814304351807	1.3156068325042725
FENDRR	Fibroblast	1.500524640083313	1.3115293979644775
MMP23B	Fibroblast	1.357245683670044	1.3037396669387817
TIMP2	Fibroblast	2.2840442657470703	1.2959163188934326
FBN1	Fibroblast	2.026045560836792	1.2929116487503052
POSTN	Fibroblast	2.004204273223877	1.2812485694885254
FOXF1	Fibroblast	1.8141143321990967	1.2793198823928833
CHI3L1	Fibroblast	1.3255696296691895	1.2724064588546753
ABCA6	Fibroblast	1.4531925916671753	1.2628371715545654
DMKN	Fibroblast	1.3614072799682617	1.2569684982299805
HTRA3	Fibroblast	1.496034860610962	1.254798173904419
WFDC1	Fibroblast	1.5363812446594238	1.2536084651947021
EDNRB	Fibroblast	1.8929314613342285	1.2475483417510986
IGFBP6	Fibroblast	2.383378505706787	1.2342184782028198
SERPINE2	Fibroblast	1.7978349924087524	1.2289148569107056
MRC2	Fibroblast	1.3615636825561523	1.217574954032898
C2	Fibroblast	1.5915459394454956	1.2017464637756348
WNT2B	Fibroblast	1.3514761924743652	1.1923744678497314
NBL1	Fibroblast	2.325946092605591	1.1920249462127686
ANTXR1	Fibroblast	1.7522366046905518	1.1763346195220947
LAMA4	Fibroblast	2.5540761947631836	1.1744487285614014
SULF1	Fibroblast	1.4263393878936768	1.147051453590393
LTBP4	Fibroblast	2.632312059402466	1.1444634199142456
FKBP10	Fibroblast	2.030850410461426	1.1430951356887817
RP11-14N7.2	Fibroblast	1.714975118637085	1.1423053741455078
ITIH5	Fibroblast	1.788447380065918	1.140812635421753
PLEKHH2	Fibroblast	1.5518475770950317	1.1374436616897583
EMID1	Fibroblast	1.2672741413116455	1.1310673952102661
TAGLN	Fibroblast	2.651411294937134	1.1220427751541138
ISLR	Fibroblast	1.8352478742599487	1.1216347217559814
OLFML3	Fibroblast	2.1171422004699707	1.1208680868148804
ANGPTL1	Fibroblast	1.4541223049163818	1.114095687866211
COL5A2	Fibroblast	2.6175031661987305	1.1063061952590942
MFAP2	Fibroblast	1.2680790424346924	1.0969343185424805
RCN3	Fibroblast	1.5884137153625488	1.0882747173309326
RHOBTB3	Fibroblast	1.6831650733947754	1.0817159414291382
MYLK	Fibroblast	1.9862165451049805	1.0752894878387451
PITX1	Fibroblast	1.2477922439575195	1.0746042728424072
CPXM1	Fibroblast	1.194406509399414	1.0615261793136597
LAMB1	Fibroblast	2.07700252532959	1.0388188362121582
CARMN	Fibroblast	1.1853386163711548	1.0320217609405518
COL14A1	Fibroblast	2.011885166168213	1.0225600004196167
GLT8D2	Fibroblast	1.6088075637817383	1.0149612426757812
RND3	Fibroblast	1.8516099452972412	1.0117101669311523
SDC2	Fibroblast	2.301530361175537	0.9968869686126709
PBX1	Fibroblast	1.590692162513733	0.9916274547576904
FOXF2	Fibroblast	1.244222640991211	0.9899460077285767
PDPN	Fibroblast	1.9200303554534912	0.9733274579048157
F3	Fibroblast	1.4412450790405273	0.9722763895988464
PTK7	Fibroblast	1.183758020401001	0.9677528142929077
TNC	Fibroblast	1.7190001010894775	0.9627533555030823
CERCAM	Fibroblast	1.3696553707122803	0.9554024934768677
PDLIM3	Fibroblast	1.7911696434020996	0.948017954826355
PLAU	Fibroblast	1.6902153491973877	0.9470338225364685
GSTM5	Fibroblast	0.9924811720848083	0.9139751195907593
TFPI	Fibroblast	2.223320245742798	0.9115496873855591
PRR16	Fibroblast	1.143676519393921	0.9027150869369507
C11ORF96	Fibroblast	2.1409783363342285	0.9007991552352905
SVEP1	Fibroblast	0.9776636958122253	0.8991940021514893
FSTL1	Fibroblast	2.7798452377319336	0.892917275428772
NNMT	Fibroblast	2.913358211517334	0.8791232109069824
TRIL	Fibroblast	0.9642285108566284	0.8778912425041199
APOD	Fibroblast	1.3249058723449707	0.876071035861969
NR2F1	Fibroblast	1.2737007141113281	0.8757638335227966
SGCD	Fibroblast	1.0179002285003662	0.8744059801101685
FNDC1	Fibroblast	0.9221324920654297	0.8683600425720215
TFPI2	Fibroblast	0.9560912847518921	0.8665711879730225
C7	Fibroblast	1.276808500289917	0.8619529008865356
THY1	Fibroblast	2.4178075790405273	0.8564637899398804
ADAM28	Fibroblast	1.2573474645614624	0.8561331033706665
BICC1	Fibroblast	0.9537652730941772	0.8560056686401367
LPHN3	Fibroblast	1.2128825187683105	0.8504645824432373
TRPA1	Fibroblast	0.932538628578186	0.8349535465240479
CTSC	Fibroblast	2.0131824016571045	0.8330521583557129
FHL2	Fibroblast	1.753440022468567	0.8299866914749146
SAMD11	Fibroblast	1.0264108180999756	0.827620267868042
C16ORF89	Fibroblast	0.8848817348480225	0.8255172967910767
THBS2	Fibroblast	0.8992727994918823	0.8189451694488525
ACTG2	Fibroblast	1.003962755203247	0.8023171424865723
AKAP12	Fibroblast	1.529942512512207	0.7942516803741455
SPON2	Fibroblast	1.765946388244629	0.7889674305915833
ST5	Fibroblast	1.5259418487548828	0.7871872186660767
ANGPTL2	Fibroblast	1.4956159591674805	0.7851998805999756
RAB34	Fibroblast	1.7657341957092285	0.7840520143508911
FAM150B	Fibroblast	0.836272656917572	0.7801602482795715
MAPK10	Fibroblast	0.8602294921875	0.7763886451721191
SFRP2	Fibroblast	0.7897769808769226	0.7737599015235901
SPON1	Fibroblast	1.0451093912124634	0.7736755609512329
MMP1	Fibroblast	0.7606735825538635	0.6404008269309998
MMP3	Fibroblast	0.6105486750602722	0.5429494380950928
ELANE	Fibroblast	0.49592626094818115	0.48724812269210815
IL11	Fibroblast	0.2964363098144531	0.2804192304611206
IL13RA2	Fibroblast	0.2054452896118164	0.12761721014976501
FAP	Fibroblast	0.681247889995575	0.11452484130859375
IL24	Fibroblast	0.12990763783454895	0.11389055103063583
OSMR	Fibroblast	0.8844151496887207	0.02922070026397705
MMP10	Fibroblast	0.11657200753688812	0.025934532284736633
MMP8	Fibroblast	0.0200803205370903	0.014134133234620094
LGALS4	Epithelial	2.7405154705047607	2.6773548126220703
PHGR1	Epithelial	2.760511875152588	2.6705410480499268
EPCAM	Epithelial	2.7213597297668457	2.6694159507751465
KRT8	Epithelial	2.7804207801818848	2.62266206741333
SMIM24	Epithelial	2.6260106563568115	2.593435287475586
TSPAN8	Epithelial	2.5543248653411865	2.512397050857544
CLDN3	Epithelial	2.5235791206359863	2.466442823410034
PIGR	Epithelial	2.52488112449646	2.4449386596679688
KRT19	Epithelial	2.545877456665039	2.417088508605957
SMIM22	Epithelial	2.3983166217803955	2.36299204826355
ELF3	Epithelial	2.3751614093780518	2.334967851638794
KRT18	Epithelial	2.621842861175537	2.3140769004821777
CLDN7	Epithelial	2.3395655155181885	2.2807278633117676
CLDN4	Epithelial	2.305199146270752	2.258166790008545
S100A14	Epithelial	2.279268264770508	2.2550365924835205
SPINK1	Epithelial	2.2859854698181152	2.222632646560669
AGR2	Epithelial	2.284524440765381	2.207406997680664
FABP1	Epithelial	2.251678466796875	2.2016072273254395
AGR3	Epithelial	2.1982076168060303	2.174821615219116
APOA4	Epithelial	2.0320756435394287	1.9823064804077148
FABP2	Epithelial	2.0059781074523926	1.9794440269470215
MTTP	Epithelial	1.9775099754333496	1.9680978059768677
FAM3D	Epithelial	2.0488972663879395	1.9424506425857544
KRT20	Epithelial	1.95607590675354	1.9368568658828735
GPX2	Epithelial	1.942319393157959	1.8976037502288818
FLJ22763	Epithelial	1.8995310068130493	1.8869943618774414
PCK1	Epithelial	1.8946492671966553	1.8748949766159058
AMN	Epithelial	1.9374923706054688	1.8680336475372314
PRSS3	Epithelial	1.9577295780181885	1.8597497940063477
CES2	Epithelial	1.9714584350585938	1.8442535400390625
FXYD3	Epithelial	2.1477229595184326	1.8368803262710571
C15ORF48	Epithelial	2.3977646827697754	1.8284999132156372
UGT2B17	Epithelial	1.8387683629989624	1.814770221710205
