gene	cell_type	mean_logexpr	specificity
C1ORF198	Stromal_other	1.587934136390686	1.085100769996643
FST	Stromal_other	1.3390840291976929	1.081667423248291
SCCPDH	Stromal_other	1.7563340663909912	1.076404333114624
LRRTM1	Stromal_other	1.1735265254974365	1.0676140785217285
SOX10	Stromal_other	1.1452481746673584	1.0594160556793213
COL28A1	Stromal_other	1.1764905452728271	1.0563585758209229
KCNMB4	Stromal_other	1.3030024766921997	1.0459113121032715
ID4	Stromal_other	2.0491552352905273	1.0416885614395142
MAP1B	Stromal_other	2.149559497833252	1.0414886474609375
COL5A3	Stromal_other	1.3564331531524658	1.038252353668213
WISP2	Stromal_other	1.33437180519104	1.028451681137085
COL8A1	Stromal_other	1.5946474075317383	1.0232990980148315
CAB39L	Stromal_other	1.3547981977462769	1.0204427242279053
TTYH1	Stromal_other	1.1213479042053223	1.015394687652588
GATM	Stromal_other	1.613680124282837	0.9703721404075623
C8ORF4	Stromal_other	3.0596208572387695	0.9661045074462891
CNP	Stromal_other	1.4698225259780884	0.9540643692016602
TIMP3	Stromal_other	3.41622257232666	0.9407024383544922
ITPR1	Stromal_other	1.363721489906311	0.9379312992095947
FXYD1	Stromal_other	2.4652318954467773	0.9375307559967041
ART3	Stromal_other	1.028091549873352	0.9332844018936157
FIBIN	Stromal_other	1.9580246210098267	0.91407310962677
KCNJ8	Stromal_other	1.121195912361145	0.9027397632598877
CALM2	Stromal_other	2.5453262329101562	0.8930075168609619
FAM162B	Stromal_other	1.174331784248352	0.8762028217315674
SPARC	Stromal_other	4.38276481628418	0.8658220767974854
HSPB2	Stromal_other	1.4456877708435059	0.8638061285018921
SLITRK6	Stromal_other	1.751443862915039	0.8583312034606934
PTK2	Stromal_other	1.813157081604004	0.8554759621620178
SBSPON	Stromal_other	0.9661069512367249	0.8506213426589966
TIMP4	Stromal_other	1.1552335023880005	0.8457412123680115
RASSF4	Stromal_other	1.854302167892456	0.829688310623169
HES4	Stromal_other	1.5008490085601807	0.8275654911994934
RXRG	Stromal_other	0.9969810843467712	0.8238476514816284
ISYNA1	Stromal_other	1.3530021905899048	0.818881630897522
ASPA	Stromal_other	1.4457708597183228	0.8119434118270874
SOX2	Stromal_other	0.9503470659255981	0.8069985508918762
NLGN4X	Stromal_other	1.3225458860397339	0.8035944104194641
SERPINA5	Stromal_other	0.8435664772987366	0.7869267463684082
CADM1	Stromal_other	1.3368734121322632	0.7763511538505554
TMOD2	Stromal_other	1.1587263345718384	0.7735323905944824
TUBB2A	Stromal_other	1.513502836227417	0.7710779905319214
FCGR2B	Stromal_other	1.3584824800491333	0.7614970803260803
FOXS1	Stromal_other	0.8756006360054016	0.7590093016624451
CMTM5	Stromal_other	0.8643442392349243	0.756948709487915
S100A4	Stromal_other	2.126694917678833	0.7562525272369385
NRXN3	Stromal_other	0.9337329864501953	0.754501461982727
SEMA3C	Stromal_other	1.146923303604126	0.7414906024932861
PCBP4	Stromal_other	1.1023874282836914	0.728641927242279
EGFLAM	Stromal_other	0.8732154965400696	0.7028720378875732
LHFP	Stromal_other	2.219832181930542	0.6918730735778809
TSPAN5	Stromal_other	1.0054599046707153	0.6880624294281006
LURAP1L	Stromal_other	1.3788143396377563	0.6800644397735596
AP000688.8	Stromal_other	1.2558597326278687	0.6770417094230652
CHN1	Stromal_other	1.191825270652771	0.6738835573196411
GAS7	Stromal_other	1.399315357208252	0.672301173210144
PTGIR	Stromal_other	1.1275936365127563	0.6647568345069885
FSTL3	Stromal_other	1.4659539461135864	0.662556529045105
GRAMD3	Stromal_other	1.0300853252410889	0.6600270867347717
PRKCDBP	Stromal_other	3.1236979961395264	0.653601884841919
HEY2	Stromal_other	0.7825655341148376	0.6525746583938599
NCAM1	Stromal_other	1.4275872707366943	0.6486560106277466
RASL12	Stromal_other	1.1669763326644897	0.6427862048149109
DAG1	Stromal_other	1.130786418914795	0.6425585150718689
SOX4	Stromal_other	1.6211647987365723	0.6387873888015747
EHBP1	Stromal_other	1.0821620225906372	0.6326255798339844
AP1S2	Stromal_other	1.7843815088272095	0.6295058727264404
TMEM59L	Stromal_other	0.7954950332641602	0.6178464889526367
CYTL1	Stromal_other	1.2762839794158936	0.6157486438751221
SHC4	Stromal_other	0.6919294595718384	0.6126227378845215
MAPRE2	Stromal_other	0.9828424453735352	0.6099639534950256
PMP2	Stromal_other	0.635344386100769	0.6068910360336304
FOS	Stromal_other	2.1526732444763184	0.6053385734558105
HAND2-AS1	Stromal_other	0.8261595368385315	0.604845404624939
ADK	Stromal_other	0.8688392639160156	0.6035598516464233
EDNRA	Stromal_other	1.0759220123291016	0.6034783124923706
SORCS1	Stromal_other	0.8374985456466675	0.5984863042831421
METRN	Stromal_other	0.9540734887123108	0.5933830738067627
SH3BGR	Stromal_other	0.7850812077522278	0.5927059054374695
ATF3	Stromal_other	1.5056662559509277	0.5907549858093262
REM1	Stromal_other	1.1034433841705322	0.589680552482605
KCTD1	Stromal_other	0.7341917157173157	0.5886585116386414
MARCKS	Stromal_other	1.5938489437103271	0.5879628658294678
LOXL3	Stromal_other	0.8076114058494568	0.5760040283203125
PEBP1	Stromal_other	1.9599294662475586	0.572394609451294
FAM129A	Stromal_other	0.8728209137916565	0.5722329616546631
COL21A1	Stromal_other	0.7858002781867981	0.5681686401367188
NT5DC2	Stromal_other	0.8367098569869995	0.5668653845787048
DLX2	Stromal_other	0.6011751890182495	0.566299319267273
JUN	Stromal_other	1.9604060649871826	0.5633245706558228
CXXC5	Stromal_other	0.9603575468063354	0.5626783967018127
PDLIM4	Stromal_other	2.143977642059326	0.5625957250595093
PLSCR4	Stromal_other	1.3008325099945068	0.5620450973510742
EGR1	Stromal_other	1.815124273300171	0.556532621383667
HAND2	Stromal_other	0.827549397945404	0.5534306168556213
CSRP2	Stromal_other	2.2198777198791504	0.5516213178634644
DEPDC7	Stromal_other	0.7234243154525757	0.5398632884025574
SCN9A	Stromal_other	0.7751097083091736	0.5381837487220764
SLC35F1	Stromal_other	0.6072315573692322	0.5360550880432129
WNT6	Stromal_other	0.5685038566589355	0.532952070236206
DMD	Stromal_other	1.2663277387619019	0.5240316987037659
HOXB-AS1	Stromal_other	0.798647940158844	0.5233463048934937
STEAP4	Stromal_other	0.9562902450561523	0.5233023166656494
TLE1	Stromal_other	0.8733116388320923	0.5220465660095215
ATP1A2	Stromal_other	0.635344386100769	0.5181403756141663
HEXIM1	Stromal_other	1.034844160079956	0.5179420709609985
B4GALNT1	Stromal_other	0.6033101677894592	0.5142107605934143
GJC1	Stromal_other	0.8345581889152527	0.5108342170715332
FOXD3	Stromal_other	0.5285637974739075	0.5084834694862366
FAM210B	Stromal_other	1.023501992225647	0.5067787170410156
WDR86	Stromal_other	0.7298443913459778	0.5054709911346436
AIF1	Myeloid	3.081366539001465	2.921226978302002
MS4A6A	Myeloid	2.7597134113311768	2.7116124629974365
LYZ	Myeloid	3.2164082527160645	2.7066433429718018
LST1	Myeloid	2.9306392669677734	2.610265016555786
C1QA	Myeloid	2.4447169303894043	2.382875442504883
MS4A7	Myeloid	2.3479795455932617	2.282069206237793
C1QB	Myeloid	2.304919719696045	2.2434353828430176
C1QC	Myeloid	2.2468738555908203	2.190603256225586
CSTA	Myeloid	2.1673810482025146	2.1238834857940674
IGSF6	Myeloid	2.103381633758545	2.079941987991333
CPVL	Myeloid	2.2121191024780273	2.059053897857666
CLEC10A	Myeloid	2.038759469985962	2.007920265197754
MNDA	Myeloid	2.0481691360473633	1.9773403406143188
MPEG1	Myeloid	2.0404889583587646	1.9434517621994019
IL1B	Myeloid	2.0924277305603027	1.9354591369628906
SPI1	Myeloid	2.1378607749938965	1.864687204360962
IL8	Myeloid	1.9753193855285645	1.8438351154327393
DNASE1L3	Myeloid	1.964411735534668	1.82646906375885
TYROBP	Myeloid	3.06447172164917	1.7776949405670166
S100A9	Myeloid	1.8518184423446655	1.7705291509628296
FAM26F	Myeloid	1.9353232383728027	1.7032158374786377
CLEC7A	Myeloid	1.9614003896713257	1.6847509145736694
CSF1R	Myeloid	1.6039084196090698	1.5906789302825928
IFI30	Myeloid	1.7419214248657227	1.563511610031128
CXCL8	Myeloid	1.8717975616455078	1.4961587190628052
S100A8	Myeloid	1.5163055658340454	1.492901086807251
FCN1	Myeloid	1.5119071006774902	1.4924330711364746
HLA-DQA1	Myeloid	2.1188406944274902	1.490081787109375
RP11-1143G9.4	Myeloid	1.6355376243591309	1.4797518253326416
HCK	Myeloid	1.5233345031738281	1.4738776683807373
VSIG4	Myeloid	1.4695874452590942	1.4516186714172363
CLEC4A	Myeloid	1.4656670093536377	1.4255677461624146
CD163	Myeloid	1.437071681022644	1.4197707176208496
CD14	Myeloid	1.7147133350372314	1.4079747200012207
NCF2	Myeloid	1.449439525604248	1.406494140625
CFP	Myeloid	1.611603856086731	1.3992234468460083
FCGR2A	Myeloid	1.6572394371032715	1.3868141174316406
CSF2RA	Myeloid	1.4305577278137207	1.385586142539978
RNASE6	Myeloid	1.731593370437622	1.3708465099334717
CYBB	Myeloid	1.539508581161499	1.3509924411773682
C5AR1	Myeloid	1.3745973110198975	1.3401986360549927
HLA-DPB1	Myeloid	2.2935116291046143	1.3038480281829834
FPR3	Myeloid	1.3429715633392334	1.3028913736343384
MS4A4A	Myeloid	1.394651174545288	1.2875701189041138
SDS	Myeloid	1.2934882640838623	1.2741793394088745
CTSS	Myeloid	2.00229549407959	1.2670239210128784
PLA2G7	Myeloid	1.2795376777648926	1.2508578300476074
PILRA	Myeloid	1.2654571533203125	1.244709849357605
CD86	Myeloid	1.3934319019317627	1.2292039394378662
HLA-DQB1	Myeloid	1.8572558164596558	1.2277215719223022
HLA-DMB	Myeloid	1.6815898418426514	1.2234623432159424
RP11-290F20.3	Myeloid	1.1857879161834717	1.1728883981704712
HLA-DPA1	Myeloid	2.3144283294677734	1.162912130355835
LILRB2	Myeloid	1.1555851697921753	1.1390819549560547
CD209	Myeloid	1.1501743793487549	1.1352643966674805
HLA-DRA	Myeloid	2.403719425201416	1.1279678344726562
PLAUR	Myeloid	1.6524910926818848	1.1249732971191406
SLC40A1	Myeloid	1.5396642684936523	1.1129274368286133
PLEK	Myeloid	1.3153369426727295	1.1052055358886719
CXCL16	Myeloid	1.4783484935760498	1.1039677858352661
CSF3R	Myeloid	1.0993149280548096	1.0835285186767578
P2RY13	Myeloid	1.0795565843582153	1.0710104703903198
CCL3	Myeloid	1.3287413120269775	1.0558271408081055
S100A12	Myeloid	1.0544960498809814	1.0482443571090698
FGL2	Myeloid	2.2294673919677734	1.041451096534729
GPX1	Myeloid	2.270111083984375	1.0382531881332397
CLEC4E	Myeloid	1.0370804071426392	1.0160837173461914
SAT1	Myeloid	2.3131251335144043	1.0127931833267212
TNFSF13B	Myeloid	1.3662755489349365	1.0112218856811523
AMICA1	Myeloid	1.614990472793579	1.000915288925171
C1ORF162	Myeloid	1.6046621799468994	1.000373125076294
SLC31A2	Myeloid	1.1245681047439575	0.9796980619430542
CD68	Myeloid	1.4152076244354248	0.9745043516159058
SLAMF8	Myeloid	1.0025447607040405	0.9578966498374939
TYMP	Myeloid	1.757635235786438	0.9543640613555908
LILRB4	Myeloid	1.0240919589996338	0.9356178641319275
FCER1G	Myeloid	2.7573604583740234	0.9317684173583984
FGR	Myeloid	1.0865375995635986	0.9020474553108215
FCGR3A	Myeloid	1.030711054801941	0.8984765410423279
FPR1	Myeloid	0.929151713848114	0.8984134197235107
NAMPT	Myeloid	1.504544734954834	0.894042432308197
HLA-DRB5	Myeloid	1.8631917238235474	0.8909682035446167
RGS18	Myeloid	0.9642084240913391	0.8837578296661377
RNF144B	Myeloid	0.9469993114471436	0.8750041723251343
CTSZ	Myeloid	1.5716097354888916	0.8651780486106873
LILRA5	Myeloid	0.8736953139305115	0.8625385165214539
HLA-DQA2	Myeloid	1.216378092765808	0.8592382669448853
EREG	Myeloid	1.0097005367279053	0.8586200475692749
MRC1	Myeloid	0.9174286723136902	0.8567184805870056
VMO1	Myeloid	1.061019778251648	0.843087375164032
JAML	Myeloid	1.3368746042251587	0.8377010822296143
COTL1	Myeloid	1.708068609237671	0.83104008436203
CECR1	Myeloid	1.159236192703247	0.8307457566261292
LRRC25	Myeloid	0.9207676649093628	0.8259420394897461
HLA-DMA	Myeloid	1.797776699066162	0.8140473365783691
KYNU	Myeloid	0.9534403085708618	0.8097341060638428
CD1D	Myeloid	0.9441515803337097	0.7973239421844482
ITGAX	Myeloid	0.909814715385437	0.7947993278503418
MMP12	Myeloid	0.8226184844970703	0.7946822047233582
FTL	Myeloid	3.912182092666626	0.7935750484466553
LYN	Myeloid	1.0811784267425537	0.7905948162078857
MAFB	Myeloid	1.560340166091919	0.7868109941482544
RNF130	Myeloid	1.5401461124420166	0.785180926322937
PTPRE	Myeloid	1.3359178304672241	0.7846173048019409
SLC7A7	Myeloid	1.1266231536865234	0.7813061475753784
CD4	Myeloid	1.088481068611145	0.7684653997421265
DAPK1	Myeloid	0.9507961273193359	0.7621961832046509
MSR1	Myeloid	0.7782674431800842	0.7612468004226685
HLA-DQB2	Myeloid	0.9922695159912109	0.7600811719894409
NAIP	Myeloid	0.9484533667564392	0.7513940334320068
OGFRL1	Myeloid	0.9313350319862366	0.748966634273529
TLR2	Myeloid	0.7654061317443848	0.7483843564987183
LILRA3	Myeloid	0.7501847147941589	0.7476174235343933
CXCL2	Myeloid	1.3026511669158936	0.7421166300773621
